Age,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Date,Discount Rate,Gender,Name,Number of Adult Slaves,Number of Child Slaves,Number of Total Slaves Purchased,Payment Method,Predicted Interest Rate,Price,Prices Listed,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Skin Color
23.0,Paris,Andre Martin Lamotte,"Paris, France",France,5/9/1860,0.00602698,F,Uranie,1,1,2,"Barter, Cash",0.07477,1500.0,1,New Orleans,Eugenie Fressinet,"New Orleans, LA",LA,Negro
40.0,Unknown,Beals & Miller Unknown,"Unknown, Unknown",Unknown,5/3/1860,0.005790818,M,Alfred,2,0,2,Cash and Credit,0.07174632,2100.0,1,New Orleans,Julia A. Hilton,"New Orleans, LA",LA,Unknown
20.0,New Orleans,James  Medd,"New Orleans, LA",LA,5/4/1860,0.00602698,F,Frances,1,1,2,Cash,0.07477,1350.0,1,New Orleans,James Loire,"New Orleans, LA",LA,Negro
16.0,New Orleans,James  Medd,"New Orleans, LA",LA,5/8/1860,0.00602698,F,Mary,1,0,1,Cash,0.07477,1250.0,1,New Orleans,John Louis Muller,"New Orleans, LA",LA,Negro
3.0,New Orleans,Marie  Andre,"New Orleans, LA",LA,5/10/1860,0.00602698,F,Marie Jeanne,1,0,1,Cash,0.07477,100.0,1,New Orleans,Jane Wilson Phillips,"New Orleans, LA",LA,Unknown
24.0,New Orleans,Henry W.  Conner Jr.,"New Orleans, LA",LA,5/10/1860,0.00602698,M,Gustave,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Daniel A. Dwight,"New Orleans, LA",LA,Mulatto
25.0,New Orleans,Louis Charles Thornlyure Dugazon,"New Orleans, LA",LA,5/10/1860,0.005732077,F,Maria,1,0,1,Cash and Credit,0.07099544,1200.0,1,New Orleans,Jules Kerel,"New Orleans, LA",LA,Negro
17.0,Thibodeaux,Joachim Badeaux,"Thibodeaux, LA",LA,5/11/1860,0.00602698,F,Marcelline/ Marie/ Marcelite/ Poupee,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Charles Manuel Tarut,"New Orleans, LA",LA,Griff
29.0,New Orleans,John Bentham Leefe,"New Orleans, LA",LA,5/10/1860,0.00602698,F,Eulalie,1,0,1,Cash,0.07477,1100.0,1,New Orleans,Mary Jane White,"New Orleans, LA",LA,Negro
12.0,New Orleans,Michel Lazare,"New Orleans, LA",LA,5/8/1860,0.00602698,F,Emeline,1,0,1,Cash,0.07477,960.0,1,New Orleans,Caroline  Joseph,"New Orleans, LA",LA,Negro
26.0,Jefferson,James  Alexander,"Jefferson, LA",LA,5/12/1860,0.00602698,F,Letitia,1,1,2,Cash,0.07477,1800.0,1,Mobile ,Phillip P. Reard,"Mobile , AL",AL,Negro
25.0,Unknown,Lucinda Banks,"Unknown, Columbia",Columbia,5/11/1860,0.005820175,F,Leah,1,0,1,Cash and Credit,0.07212176,1350.0,1,Summitt,Eleazar Emos,"Summitt, MS",MS,Negro
36.0,New Orleans,Paulin Durel,"New Orleans, LA",LA,5/8/1860,0.00602698,M,Charles Lucas,1,0,1,Cash,0.07477,600.0,1,New Orleans,Marie Louise Alcee Lesconflair,"New Orleans, LA",LA,Negro
28.0,New Orleans,Thompson Greenfield,"New Orleans, LA",LA,5/14/1860,0.00602698,M,Ben,1,0,1,Cash,0.07477,2250.0,1,New Orleans,Margaret Octavia Pierce,"New Orleans, LA",LA,Negro
30.0,New Orleans,Mary L. Reed,"New Orleans, LA",LA,5/18/1859,0.00602698,M,.,1,0,1,Cash,0.07477,1500.0,1,New Orleans,Luico Mitchell Foster,"New Orleans, LA",LA,Black Negro
30.0,Monticello,James W. Berry,"Monticello, AR",AR,5/12/1860,0.00602698,F,Amanda,5,0,5,Cash,0.07477,5000.0,1,Monticello,Charles  Goldberg,"Monticello, AR",AR,Black
12.0,New Orleans,Marie Martha Delzira Bienvenu,"New Orleans, LA",LA,3/31/1860,0.00602698,F,Justine,1,0,1,Donation,0.07477,1000.0,1,New Orleans,Francois Melicourt Bienvenu,"New Orleans, LA",LA,Negro
46.0,New Orleans,Christian Frederick Krull,"New Orleans, LA",LA,5/17/1860,0.006202525,M,Amos,1,0,1,Credit,0.07702264,900.0,1,New Orleans,Gustavus A. Breaux,"New Orleans, LA",LA,Negro
18.0,Jefferson,Paul Choppin,"Jefferson, LA",LA,5/17/1860,0.00602698,F,Betsy,1,0,1,Cash,0.07477,1400.0,1,Montgomery,John S. Cook,"Montgomery, AL",AL,Griff
44.0,New Orleans,Auguste Willheit,"New Orleans, LA",LA,5/17/1860,0.00602698,F,Marcelline,1,0,1,Cash,0.07477,600.0,1,New Orleans,Herman Katten,"New Orleans, LA",LA,Negro
54.0,Unknown,Magdeleine Amenaide Tourne,"Unknown, Unknown",Unknown,5/16/1860,0.00602698,F,Charlotte,1,0,1,Cash,0.07477,450.0,1,New Orleans,Rachel Goldsmith,"New Orleans, LA",LA,Negro
28.0,Plaquemines,Harriet A. Morgan,"Plaquemines, LA",LA,5/17/1860,0.005820175,F,Eliza,1,3,4,Cash and Credit,0.07212176,2500.0,1,New Orleans,Samuel H. Kennedy,"New Orleans, LA",LA,Negro
23.0,New Orleans,Thomas  Askew,"New Orleans, LA",LA,5/14/1860,0.005746766,F,Mary ,1,0,1,Cash and Credit,0.07118316,1100.0,1,New Orleans,John Barnett Murison,"New Orleans, LA",LA,Negro
15.0,New Orleans,Walter Wakefield,"New Orleans, LA",LA,5/19/1860,0.005790818,F,Kate,1,0,1,Cash and Credit,0.07174632,975.0,1,New Orleans,Martha W. Godfrey,"New Orleans, LA",LA,Mulatto
26.0,New Orleans,Theodore J. Bartelsen,"New Orleans, LA",LA,5/19/1860,0.005790818,M,Alfred,1,0,1,Cash and Credit,0.07174632,1325.0,1,New Orleans,Martha W. Godfrey,"New Orleans, LA",LA,Negro
70.0,Unknown,Bartles Biger,"Unknown, Unknown",Unknown,3/5/1860,0.00602698,F,Betty Biger,1,0,1,Cash,0.07477,280.0,1,St. Mary,Joshua Baker,"St. Mary, LA",LA,Unknown
8.0,New Orleans,Leon Willoz,"New Orleans, LA",LA,5/21/1860,0.00602698,F,Aurelia,1,0,1,Cash,0.07477,800.0,1,New Orleans,Auguste Willoz,"New Orleans, LA",LA,Negro
39.0,St. Charles,Noel St. Martin,"St. Charles, LA",LA,5/22/1860,0.00602698,F,Josephine,1,1,2,Cash,0.07477,1475.0,1,New Orleans,William Hazard  Kredenburgh,"New Orleans, LA",LA,Mulatto
38.0,Unknown,Marie  Merrero,"Unknown, Unknown",Unknown,5/8/1860,0.00602698,M,Joe Lockhart,1,0,1,Cash,0.07477,400.0,1,New Orleans,Antonio Roviral,"New Orleans, LA",LA,Negro
28.0,New Orleans,Eliza Wade,"New Orleans, LA",LA,5/16/1860,0.00602698,F,Mary,1,0,1,Cash,0.07477,1500.0,1,New Orleans,Christian Schneider,"New Orleans, LA",LA,Griff
32.0,New Orleans,Francis Henry Brinkman,"New Orleans, LA",LA,5/18/1860,0.00602698,F,Nancy,1,0,1,Cash,0.07477,850.0,1,New Orleans,Ernest Brinkman,"New Orleans, LA",LA,Negro
29.0,New Orleans,Cesar Phillippi,"New Orleans, LA",LA,5/24/1860,0.00602698,F,Cecile,1,0,1,Cash,0.07477,1550.0,1,New Orleans,Douglas  Shannon,"New Orleans, LA",LA,Negro
35.0,Lafourche,John Lyall,"Lafourche, LA",LA,5/26/1860,0.00587886,M,George,1,0,1,Cash and Credit,0.07287264,1800.0,1,New Orleans,Paul Kuhl Barnes,"New Orleans, LA",LA,Negro
35.0,Lafourche,John Lyall,"Lafourche, LA",LA,5/26/1860,0.00587886,F,Susan,1,3,4,Cash and Credit,0.07287264,2100.0,1,New Orleans,Mary Jane Simmons,"New Orleans, LA",LA,Negro
27.0,New Orleans,Paul Werner,"New Orleans, LA",LA,5/25/1860,0.005761452,M,Harry,1,0,1,Cash and Credit,0.07137088,1425.0,1,New Orleans,Noel Conard,"New Orleans, LA",LA,Negro
46.0,New Orleans,James  Harvey,"New Orleans, LA",LA,5/26/1860,0.00602698,M,Little Tom,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Samuel Sidle,"New Orleans, LA",LA,Negro
15.0,Pointe Coupee,John H. Nelson,"Pointe Coupee, LA",LA,5/29/1860,0.00602698,F,Maria,1,0,1,Cash,0.07477,1450.0,1,New Orleans,Thomas E. Matthews,"New Orleans, LA",LA,Griff
15.0,St. Landry,George  Ulrick,"St. Landry, LA",LA,5/29/1860,0.00602698,F,Mary Ann,1,0,1,Cash,0.07477,1400.0,1,New Orleans,Thomas E. Matthews,"New Orleans, LA",LA,Griff
22.0,New Orleans,John Pulman Cady,"New Orleans, LA",LA,5/29/1860,0.00602698,M,Dan,1,0,1,Cash,0.07477,1200.0,1,St. Louis,Frederick W. Hart,"St. Louis, MO",MO,Negro
28.0,New Orleans,Felicite Wedal,"New Orleans, LA",LA,5/30/1860,0.00602698,F,Dolly Avery,1,0,1,Cash,0.07477,1325.0,1,New Orleans,Emilie Valetin,"New Orleans, LA",LA,Negro
28.0,New Orleans,Peter  Harrison,"New Orleans, LA",LA,5/27/1860,0.00602698,M,Mingo,1,0,1,Cash,0.07477,1500.0,1,New Orleans,Lewis W. Lyons,"New Orleans, LA",LA,Negro
30.0,New Orleans,Pauline Buscas,"New Orleans, LA",LA,5/30/1860,0.00602698,F,Angela,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Francisco Hernandez,"New Orleans, LA",LA,Mulatto
27.0,New Orleans,Xavier Morell,"New Orleans, LA",LA,5/29/1860,0.005790818,F,Heloise,1,2,3,Cash and Credit,0.07174632,2325.0,1,New Orleans,Nelie Miltenberger,"New Orleans, LA",LA,Griff
38.0,New Orleans,Augustus W. Jackson,"New Orleans, LA",LA,5/30/1860,0.006129422,F,Anna,1,0,1,Credit,0.07608404,1000.0,1,New Orleans,Isabella Harris,"New Orleans, LA",LA,Negro
30.0,New Orleans,Joseph W. Brigham,"New Orleans, LA",LA,4/24/1860,0.00602698,F,Fanny,1,0,1,Cash,0.07477,1000.0,1,New Orleans,John L. Sheafe,"New Orleans, LA",LA,Mulatto
18.0,New Orleans,Alphonse Drez,"New Orleans, LA",LA,5/22/1860,0.00602698,F,Mary,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Etienne Girard,"New Orleans, LA",LA,Griff
35.0,New Orleans,Joseph  Johnston,"New Orleans, LA",LA,5/30/1860,0.00602698,F,Sally,1,0,1,Cash,0.07477,900.0,1,Assumption,Maria Louisa Curtis,"Assumption, LA",LA,Dark Griff
32.0,Unknown,Edward Forrer,"Unknown, Unknown",Unknown,6/1/1860,0.00602698,F,Lucinda,1,0,1,Cash,0.07477,1000.0,1,Unknown,Alphee Lafon,"Unknown, Unknown",Unknown,Negro
42.0,New Orleans,George Chism,"New Orleans, LA",LA,6/4/1860,0.00602698,F,Kitty,3,0,3,Cash,0.07477,1400.0,1,New Orleans,Charles W. Pescay,"New Orleans, LA",LA,Griff
19.0,New Orleans,James H. Phelps,"New Orleans, LA",LA,6/5/1860,0.00602698,M,William,1,0,1,Cash,0.07477,1450.0,1,New Orleans,Richard Albert Howard,"New Orleans, LA",LA,Griff
5.0,Lafourche,Joseph Mathias Loewenstein,"Lafourche, LA",LA,8/1/1856,0.00602698,M,Tom,2,0,2,Cash,0.07477,700.0,1,Bexar ,Louis Haafs,"Bexar , TX",TX,Black
25.0,New Orleans,Nicholas Gunari,"New Orleans, LA",LA,6/5/1860,0.00602698,F,Sarah Orrie,1,0,1,Cash,0.07477,1600.0,1,East Baton Rouge,Fergus Peniston,"East Baton Rouge, LA",LA,Griff
22.0,New Orleans,Lawrence Sisa,"New Orleans, LA",LA,6/2/1860,0.00602698,F,Lavinia,1,0,1,Cash,0.07477,1500.0,1,New Orleans,Robert McGuinn Davis,"New Orleans, LA",LA,Mulatto
25.0,New Orleans,Leonce Burthe,"New Orleans, LA",LA,6/7/1860,0.00602698,M,Charles Brandon,1,0,1,Cash,0.07477,1750.0,1,New Orleans,William H.  Higgins,"New Orleans, LA",LA,Mulatto
41.0,New Orleans,Joseph P. Wilson,"New Orleans, LA",LA,6/7/1860,0.00587886,M,George,1,0,1,Cash and Credit,0.07287264,1100.0,1,New Orleans,Raymond Pochelu,"New Orleans, LA",LA,Negro
33.0,New Orleans,Julia A. Moss,"New Orleans, LA",LA,6/7/1860,0.00602698,F,Mima,1,0,1,Cash,0.07477,725.0,1,Noxubee,Anna E. Bracey,"Noxubee, MS",MS,Negro
7.0,New Orleans,Amenaide Meynadier,"New Orleans, LA",LA,6/5/1860,0.005790818,F,Marie,1,0,1,Cash and Credit,0.07174632,500.0,1,New Orleans,Nelie Miltenberger,"New Orleans, LA",LA,Mulatto
20.0,New Orleans,William  Titterton,"New Orleans, LA",LA,6/4/1860,0.00602698,F,Mary Ann,1,0,1,Cash,0.07477,690.0,1,New Orleans,Richard Albert Howard,"New Orleans, LA",LA,Negro
18.0,New Orleans,John Marr Farrell,"New Orleans, LA",LA,6/9/1860,0.006054689,F,Rosa,1,0,1,Cash and Credit,0.07512528,1080.0,1,New Orleans,Thomas J. Thompson,"New Orleans, LA",LA,Mulatto
43.0,Unknown,Eliza Lagrange,"Unknown, Unknown",Unknown,6/9/1860,0.00602698,F,Clemence,1,0,1,Cash,0.07477,750.0,1,New Orleans,David Lockhart,"New Orleans, LA",LA,Negro
-1.0,New Orleans,J. J. Parmele,"New Orleans, LA",LA,5/15/1860,0.00602698,M,Mason,1,0,1,Cash,0.07477,1050.0,1,New Orleans,Henrico H. Drake,"New Orleans, LA",LA,Unknown
22.0,New Orleans,Archie Maxwell Tomlinson,"New Orleans, LA",LA,6/9/1860,0.006202525,M,Blake Davis,1,0,1,Credit,0.07702264,2000.0,1,New Orleans,John Davis Sybrandt,"New Orleans, LA",LA,Mulatto
17.0,Unknown,James  Lovie,"Unknown, Unknown",Unknown,6/12/1860,0.00602698,F,Elizabeth,1,0,1,Cash,0.07477,1025.0,1,Assumption,Edward Thomas Parker,"Assumption, LA",LA,Negro
18.0,New Orleans,Manuel  Payro,"New Orleans, LA",LA,3/12/1860,0.00602698,F,Jenny,1,0,1,Cash,0.07477,1125.0,1,Jefferson,Charles Dussuau,"Jefferson, LA",LA,Negro
15.0,New Orleans,Manuel Cauvain,"New Orleans, LA",LA,6/15/1860,0.00602698,M,Jean,1,0,1,Cash,0.07477,800.0,1,New Orleans,Victor Demoruelle,"New Orleans, LA",LA,Mulatto
20.0,West Feliciana ,"Jesse, Willis Davis","West Feliciana , LA",LA,6/11/1860,0.00602698,M,George Black,1,0,1,Cash,0.07477,1875.0,1,New Orleans,Robert Henry Elam,"New Orleans, LA",LA,Negro
24.0,Rapides,Benjamin Cooper,"Rapides, LA",LA,6/11/1860,0.00602698,M,William Shields,1,0,1,Cash,0.07477,1175.0,1,Lexington,William Shields,"Lexington, MO",MO,Negro
15.0,New Orleans,Joseph River,"New Orleans, LA",LA,6/15/1860,0.00602698,M,Charles Williams,1,0,1,Cash,0.07477,1425.0,1,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
26.0,Unknown,Edmond Wooldridge,"Unknown, Unknown",Unknown,6/12/1860,0.00602698,M,Henry,1,0,1,Cash,0.07477,600.0,1,Assumption,Edward Thomas Parker,"Assumption, LA",LA,Unknown
13.0,New Orleans,Thomas Droyer,"New Orleans, LA",LA,6/12/1860,0.00602698,M,John,1,0,1,Cash,0.07477,925.0,1,Iberville,Henry Edgar Moore,"Iberville, LA",LA,Negro
48.0,New Orleans,Robert H. Steptoe,"New Orleans, LA",LA,6/11/1860,0.00587886,F,Clementine,1,0,1,Cash and Credit,0.07287264,825.0,1,New Orleans,Antoine Bozonier,"New Orleans, LA",LA,Negro
12.5,Jefferson,Adolphe Boudreaux,"Jefferson, LA",LA,6/14/1860,0.005805498,F,Amelie,1,0,1,Cash and Credit,0.07193404,1200.0,1,New Orleans,Justin Uichner,"New Orleans, LA",LA,Mulatto
35.0,New Orleans,Thomas  Richardson,"New Orleans, LA",LA,6/16/1860,0.00602698,F,Clara,1,0,1,Cash,0.07477,900.0,1,New Orleans,James Saufley,"New Orleans, LA",LA,Negro
35.0,New Orleans,Antoine Carriere,"New Orleans, LA",LA,6/16/1860,0.00587886,M,William,1,0,1,Cash and Credit,0.07287264,1075.0,1,New Orleans,Jose Maria Caballero,"New Orleans, LA",LA,Negro
18.0,St. Landry,"Albers, William Defean","St. Landry, LA",LA,6/19/1860,0.00602698,M,Joe Brisco,4,0,4,Cash,0.07477,1550.0,4,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
40.0,New Orleans,Patrick Dougherty,"New Orleans, LA",LA,6/19/1860,0.00602698,F,Lillia,1,0,1,Cash,0.07477,425.0,1,New Orleans,William Walker,"New Orleans, LA",LA,Negro
19.0,St. Landry,Amelia Robin,"St. Landry, LA",LA,6/20/1860,0.00602698,M,George Strother,1,0,1,Cash,0.07477,1600.0,1,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
28.0,St. Landry,Francois  Robin,"St. Landry, LA",LA,6/20/1860,0.00602698,M,Felix,6,0,6,Cash,0.07477,2200.0,6,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Mulatto
45.0,New Orleans,Henry Strong,"New Orleans, LA",LA,6/11/1860,0.00602698,M,John Read,2,0,2,Cash,0.07477,850.0,2,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
40.0,New Orleans,Sarah A. Fort,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Robert,1,0,1,Cash,0.07477,500.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
37.0,New Orleans,John L. Macauley,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Ike Richardson,2,0,2,Cash,0.07477,1025.0,2,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
37.0,New Orleans,William Thomas Miller,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Bill Evans,1,0,1,Cash,0.07477,1450.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
37.0,New Orleans,Francis Anderson Boyle,"New Orleans, LA",LA,6/11/1860,0.00602698,M,George Carey,1,0,1,Cash,0.07477,1200.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
40.0,New Orleans,Thomas B. Poindexter,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Andrew,1,0,1,Cash,0.07477,750.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
38.0,Unknown,Helen Olivia Hynson,"Unknown, Unknown",Unknown,6/11/1860,0.00602698,M,Johnson,1,0,1,Cash,0.07477,1200.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
45.0,New Orleans,Charles Cavaroc,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Bob Polk,1,0,1,Cash,0.07477,825.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
40.0,New Orleans,Edward  Nalle,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Churchill,3,0,3,Cash,0.07477,1150.0,3,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
47.0,New Orleans,Edward  Nalle,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Ned Randall,1,0,1,Cash,0.07477,750.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
32.0,New Orleans,"James W., Joseph Boazman, Halden","New Orleans, LA",LA,6/16/1860,0.00602698,F,Eliza Jones,1,2,3,Cash,0.07477,500.0,1,New Orleans,Agnes B. Sollee,"New Orleans, LA",LA,Griff
18.0,New Orleans,Eliza Melon Toby,"New Orleans, LA",LA,5/25/1860,0.006202525,F,Rosetta,1,0,1,Credit,0.07702264,1500.0,1,New Orleans,Celeste Duplessis,"New Orleans, LA",LA,Negro
45.0,Jefferson,John Henry Brown ,"Jefferson, LA",LA,6/11/1860,0.00602698,M,George Washington,1,0,1,Cash,0.07477,600.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
38.0,Jefferson,Jonathan Davis,"Jefferson, LA",LA,6/11/1860,0.00602698,M,Molton,3,0,3,Cash,0.07477,1475.0,3,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
45.0,New Orleans,Henry Michael Hyams,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Tom,1,0,1,Cash,0.07477,875.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
38.0,New Orleans,Edward Nalle,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Anthony Williams,1,0,1,Cash,0.07477,1425.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
40.0,New Orleans,Charles W.  Phillips,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Reuben,2,0,2,Cash,0.07477,1100.0,2,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
38.0,Jefferson,Herbers and Avet Unknown,"Jefferson, LA",LA,6/11/1860,0.00602698,M,Sam Richardson,4,0,4,Cash,0.07477,1425.0,4,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
60.0,New Orleans,O. Anfoux,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Jake,1,0,1,Cash,0.07477,450.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
40.0,New Orleans,Christian Schneider,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Levi,1,0,1,Cash,0.07477,1500.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
24.0,New Orleans,Louisa W. Greenwood,"New Orleans, LA",LA,6/22/1860,0.00602698,F,Jane,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Dillon J. Sheppard,"New Orleans, LA",LA,Mulatto
37.0,New Orleans,Nathan O. J. Tisdale,"New Orleans, LA",LA,5/31/1860,0.00587886,F,Caroline,6,0,6,Cash and Credit,0.07287264,4500.0,1,New Orleans,Louis Muh,"New Orleans, LA",LA,Negro
29.0,New Orleans,John L. Gubernator,"New Orleans, LA",LA,5/12/1860,0.006202525,M,Prince,1,0,1,Credit,0.07702264,1700.0,1,Montgomery,Jonathan E.  Price,"Montgomery, AL",AL,Negro
45.0,New Orleans,Adolphe Menuet,"New Orleans, LA",LA,6/20/1860,0.00602698,M,Ben,1,0,1,Cash,0.07477,600.0,1,New Orleans,Nancy  Van Ostern,"New Orleans, LA",LA,Negro
26.0,New Orleans,Jeminic Smith,"New Orleans, LA",LA,6/23/1860,0.00602698,F,Mary,1,0,1,Cash,0.07477,1350.0,1,New Orleans,John Madison Powell,"New Orleans, LA",LA,Griff
28.0,New Orleans,Andrew  Grasso,"New Orleans, LA",LA,6/25/1860,0.00602698,F,Esther Thompson,1,0,1,Cash,0.07477,600.0,1,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Negro
22.0,New Orleans,William  Harris,"New Orleans, LA",LA,6/25/1860,0.006202525,F,Emma,1,0,1,Credit,0.07702264,750.0,1,New Orleans,Andrew F.  Haynes,"New Orleans, LA",LA,Negro
15.0,New Orleans,Noel Conand,"New Orleans, LA",LA,6/25/1860,0.00602698,M,Ephraim,1,0,1,Cash,0.07477,800.0,1,New Orleans,Indiana C. J. Twiggs,"New Orleans, LA",LA,Unknown
32.0,New Orleans,George W.  Parmy,"New Orleans, LA",LA,6/21/1860,0.00602698,F,Ann Hawkins,1,2,3,Cash,0.07477,1000.0,1,New Orleans,Eliza Caroline Homer,"New Orleans, LA",LA,Negro
12.0,New Orleans,Franklin  Herbert,"New Orleans, LA",LA,6/27/1860,0.00602698,F,Celestine,1,0,1,Cash,0.07477,700.0,1,New Orleans,Isaac Bloom,"New Orleans, LA",LA,Mulatto
37.0,New Orleans,Emma  Davis,"New Orleans, LA",LA,6/28/1860,0.00602698,F,Eliza Murray,1,1,2,Cash,0.07477,1000.0,1,New Orleans,Virginia A. Addison,"New Orleans, LA",LA,Mulatto
34.0,New Orleans,George Brewer,"New Orleans, LA",LA,6/25/1860,0.00587886,M,Jerome,1,0,1,Cash and Credit,0.07287264,1500.0,1,New Orleans,Louis Charles Audre Billaud,"New Orleans, LA",LA,Negro
24.0,Unknown,Marie Leontine Couemagere,"Unknown, Unknown",Unknown,6/25/1860,0.00602698,F,Elizabeth Roach,1,0,1,Cash,0.07477,1600.0,1,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Negro
26.0,New Orleans,Jose Jesus Fernandez,"New Orleans, LA",LA,6/29/1860,0.00602698,M,Marcel,1,0,1,Cash,0.07477,1400.0,1,New Orleans,Vincente Gallosa,"New Orleans, LA",LA,Negro
25.0,New Orleans,Patrick  McGin,"New Orleans, LA",LA,6/18/1860,0.00587886,F,Mary,1,2,3,Cash and Credit,0.07287264,2400.0,1,New Orleans,Catherine Mulligan,"New Orleans, LA",LA,Negro
30.0,New Orleans,Hugh Murphy,"New Orleans, LA",LA,6/18/1860,0.00587886,F,Harriet,1,4,5,Cash and Credit,0.07287264,3225.0,1,New Orleans,Catherine Mulligan,"New Orleans, LA",LA,Negro
22.0,New Orleans,Patrick  Powers,"New Orleans, LA",LA,6/29/1860,0.00602698,M,Washington,1,0,1,"Exchange, Cash",0.07477,1700.0,1,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Negro
23.0,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,6/29/1860,0.00602698,M,Harry,1,0,1,"Exchange, Cash",0.07477,1200.0,1,New Orleans,Patrick  Powers,"New Orleans, LA",LA,Negro
39.0,New Orleans,Alexandre Lesseps,"New Orleans, LA",LA,7/6/1860,0.00587886,M,Hilaire,1,0,1,Cash and Credit,0.07287264,850.0,1,New Orleans,Louis Placide Villere,"New Orleans, LA",LA,Negro
22.0,New Orleans,Celeste Glaudin,"New Orleans, LA",LA,7/7/1860,0.00602698,M,Louis,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Magdaleine Clemence Oger,"New Orleans, LA",LA,Negro
1.67,New Orleans,Jean  Louis,"New Orleans, LA",LA,7/7/1860,0.00602698,F,Jenny,1,0,1,Cash,0.07477,300.0,1,New Orleans,Pierre Polard Dubuclet,"New Orleans, LA",LA,Griff
41.0,New Orleans,Benjamin Dreifus,"New Orleans, LA",LA,6/28/1860,0.00602698,M,John Smith,1,0,1,Cash,0.07477,1250.0,1,New Orleans,John George Weber,"New Orleans, LA",LA,Negro
41.0,New Orleans,Margaret  Gafprey,"New Orleans, LA",LA,7/7/1860,0.005790818,M,John Smith,1,0,1,Cash and Credit,0.07174632,1000.0,1,New Orleans,Benjamin Dreifus,"New Orleans, LA",LA,Negro
33.0,New Orleans,Oliver  Palmes,"New Orleans, LA",LA,7/10/1860,0.00602698,M,Henry Bell,2,0,2,Cash,0.07477,2400.0,1,New Orleans,Marshall J. Smith,"New Orleans, LA",LA,Dark Griff
35.0,Unknown,Charles Lauer,"Unknown, Unknown",Unknown,7/7/1860,0.00602698,M,Charles,1,0,1,Cash,0.07477,1435.0,1,Assumption,Edward Thomas Parker,"Assumption, LA",LA,Mulatto
30.0,New Orleans,John J. Hardie,"New Orleans, LA",LA,6/11/1860,0.006114795,M,Richard,5,0,5,Credit,0.07589632,1500.0,5,Frederick ,Sarah M. Fitzhugh,"Frederick , MD",MD,Negro
55.0,New Orleans,Jean Sauvage,"New Orleans, LA",LA,6/11/1860,0.00602698,M,Tom Allen,1,0,1,Cash,0.07477,250.0,1,Unknown,Thomas O. Moore,"Unknown, LA",LA,Negro
70.0,Unknown,Jean Baptiste  Plauche Jr.,"Unknown, Unknown",Unknown,6/15/1860,0.00602698,F,Thereze,1,0,1,Cash,0.07477,270.0,1,New Orleans,Jean Baptiste Plauche,"New Orleans, LA",LA,Negro
