ADA Accessible,ansi usable,city,congressional district,county,date,history.status,history.type,id,line 1,line 2,owned or leased,parking spaces,region id,state,status,type,zip
Will Conform,2657,MANCHESTER,1,HILLSBOROUGH,0,Not Evaluated,Field Not In Use,NH6118,2 WALL STREET, ,LEASED,3,1,NH,ACTIVE,BUILDING,31011518
Will Conform,11447,SUNCOOK,2,MERRIMACK,0,Not Evaluated,Field Not In Use,NH6119,331 COMMERCE WAY, ,LEASED,17,1,NH,ACTIVE,BUILDING,32753718
Will Conform,5871,BEDFORD,1,HILLSBOROUGH,0,Not Evaluated,Field Not In Use,NH6121,15 CONSTITUTION DRIVE, ,LEASED,25,1,NH,ACTIVE,BUILDING,31106042
Yes,3424,PORTSMOUTH,1,ROCKINGHAM,0,Not Evaluated,Field Not In Use,NH6126,PEASE INTERNATIONAL TRADEPORT, ,LEASED,4,1,NH,ACTIVE,BUILDING,38016809
Yes,11588,CONCORD,2,MERRIMACK,0,Not Evaluated,Field Not In Use,NH6131,59 CHENELL DR, ,LEASED,42,1,NH,ACTIVE,BUILDING,33018548
Yes,12665,MANCHESTER,1,HILLSBOROUGH,0,Not Evaluated,Field Not In Use,NH6132,1750 ELM ST, ,LEASED,0,1,NH,ACTIVE,BUILDING,31042907
Yes,6300,NASHUA,2,HILLSBOROUGH,0,Not Evaluated,Field Not In Use,NH6135,175 AMHERST STREET, ,LEASED,1,1,NH,ACTIVE,BUILDING,30641337
Yes,7839,NASHUA,2,HILLSBOROUGH,1-Jun-83,Not Evaluated,Field Not In Use,NH6136,410 AMHERST ST, ,LEASED,29,1,NH,ACTIVE,BUILDING,30631222
Yes,15590,CONCORD,2,MERRIMACK,0,Not Evaluated,Field Not In Use,NH6139,70 COMMERCIAL ST, ,LEASED,43,1,NH,ACTIVE,BUILDING,33015094
Yes,3200,BEDFORD,1,HILLSBOROUGH,0,Not Evaluated,Field Not In Use,NH6141,CONSTITUTION WAY, ,LEASED,10,1,NH,ACTIVE,BUILDING,31106063
Yes,625,LEBANON,2,GRAFTON,0,Not Evaluated,Field Not In Use,NH6143,5 AIRPORT ROAD, ,LEASED,10,1,NH,ACTIVE,BUILDING,37841658
Yes,13940,LONDONDERRY,1,ROCKINGHAM,0,Not Evaluated,Field Not In Use,NH6145,4 TECHNOLOGY DRIVE, ,LEASED,72,1,NH,ACTIVE,BUILDING,30532019
Yes,46234,MANCHESTER,1,HILLSBOROUGH,0,Not Evaluated,Field Not In Use,NH6148,1000 ELM ST, ,LEASED,81,1,NH,ACTIVE,BUILDING,31011730
Yes,24666,BEDFORD,1,HILLSBOROUGH,0,Not Evaluated,Field Not In Use,NH6150,COMMERCE WAY/SOUTH RIVER ROAD, ,LEASED,59,1,NH,ACTIVE,BUILDING,31106803
Yes,100706,PORTSMOUTH,1,ROCKINGHAM,1-Jan-00,Not Evaluated,Field Not In Use,NH6153,207 INTERNATIONAL DRIVE, ,LEASED,669,1,NH,ACTIVE,BUILDING,38016827
Will Conform,16524,BEDFORD,1,HILLSBOROUGH,6-Feb-09,Not Evaluated,Field Not In Use,NH6158,9 RIDGEWOOD ROAD, ,LEASED,55,1,NH,ACTIVE,BUILDING,31106908
Will Conform,1476,SALEM,2,ROCKINGHAM,1-Jun-10,Not Evaluated,Field Not In Use,NH6162,1 STILES RD,Suite 304,LEASED,2,1,NH,ACTIVE,BUILDING,30794804
Yes,2686,LACONIA,1,BELKNAP,0,Not Evaluated,Field Not In Use,NH6163,171 FAIR ST, ,LEASED,0,1,NH,ACTIVE,BUILDING,32463322
Yes,4736,PORTSMOUTH,1,ROCKINGHAM,25-Aug-11,Not Evaluated,Field Not In Use,NH6164,25 CHESTNUT ST, ,LEASED,4,1,NH,ACTIVE,BUILDING,38014064
Yes,7904,MANCHESTER,1,HILLSBOROUGH,1-Dec-10,Not Evaluated,Field Not In Use,NH6166,1100 ELM ST, ,LEASED,2,1,NH,ACTIVE,BUILDING,31011502
Yes,4690,KEENE,2,CHESHIRE,0,Not Evaluated,Field Not In Use,NH6167,640 MARLBORO ST, ,LEASED,21,1,NH,ACTIVE,BUILDING,34314049
Yes,1105,PORTSMOUTH,1,ROCKINGHAM,1-Jan-88,Not Evaluated,Field Not In Use,NH6168,215 COMMERCE WAY, ,LEASED,0,1,NH,ACTIVE,BUILDING,38013244
Will Conform,3984,KEENE,2,CHESHIRE,0,Not Evaluated,Field Not In Use,NH6170,9 ELM ST, ,LEASED,1,1,NH,ACTIVE,BUILDING,34313400
Yes,10382,LEBANON,2,GRAFTON,0,Not Evaluated,Field Not In Use,NH6171,112 ETNA RD, ,LEASED,25,1,NH,ACTIVE,BUILDING,37661454
Yes,2726,MANCHESTER,1,HILLSBOROUGH,0,Not Evaluated,Field Not In Use,NH6175,1155 ELM ST, ,LEASED,0,1,NH,ACTIVE,BUILDING,31011508
Yes,6534,DOVER,1,STRAFFORD,0,Not Evaluated,Field Not In Use,NH6177,273 LOCUST ST, ,LEASED,29,1,NH,ACTIVE,BUILDING,38204009
Will Conform,4500,LITTLETON,2,GRAFTON,0,Not Evaluated,Field Not In Use,NH6179,551 MEADOW ST, ,LEASED,0,1,NH,ACTIVE,BUILDING,35613615
Yes,190,PLYMOUTH,2,GRAFTON,0,Not Evaluated,Field Not In Use,NH6181,28 HIGHLAND ST, ,LEASED,1,1,NH,ACTIVE,BUILDING,32641561
Will Conform,900,NEWPORT,1,NEWPORT,1-Jan-19,Not Evaluated,Field Not In Use,RI0004,320 THAMES ST, ,LEASED,0,1,RI,ACTIVE,BUILDING,28406640
Will Conform,73255,PROVIDENCE,2,PROVIDENCE,1-Jan-08,National Register Listed,Field Not In Use,RI0009,1 EXCHANGE TERRACE, ,OWNED,23,1,RI,ACTIVE,BUILDING,29031270
Will Conform,67168,PROVIDENCE,2,PROVIDENCE,1-Jan-40,National Register Listed,Field Not In Use,RI0010,2 EXCHANGE TERRACE, ,OWNED,24,1,RI,ACTIVE,BUILDING,29031737
Will Conform,0,PROVIDENCE,1,PROVIDENCE,1-Jan-66,Not Evaluated,Field Not In Use,RI0024,198 PINE ST, ,OWNED,14,1,RI,ACTIVE,STRUCTURE,29033701
Will Conform,21999,WARWICK,2,KENT,0,Not Evaluated,Field Not In Use,RI7085,40 QUAKER LN, ,LEASED,5,1,RI,ACTIVE,BUILDING,28860111
Will Conform,136271,PROVIDENCE,2,PROVIDENCE,1-Jan-81,Not Evaluated,Field Not In Use,RI7097,380 WESTMINSTER ST, ,LEASED,47,1,RI,ACTIVE,BUILDING,29033214
Will Conform,4141,NEWPORT,1,NEWPORT,0,Not Evaluated,Field Not In Use,RI7101,130 BELLEVUE AVE, ,LEASED,10,1,RI,ACTIVE,BUILDING,28403283
Will Conform,24734,PROVIDENCE,2,PROVIDENCE,0,Not Evaluated,Field Not In Use,RI7111,50 KENNEDY PLAZA, ,LEASED,13,1,RI,ACTIVE,BUILDING,29032393
Will Conform,12436,EAST PROVIDENCE,1,PROVIDENCE,0,Not Evaluated,Field Not In Use,RI7114,20 RISHO STREET, ,LEASED,55,1,RI,ACTIVE,BUILDING,29141297
Will Conform,18687,PROVIDENCE,2,PROVIDENCE,0,Not Evaluated,Field Not In Use,RI7123,10 WEYBOSSET ST, ,LEASED,26,1,RI,ACTIVE,BUILDING,29032818
Will Conform,9754,WARWICK,2,KENT,0,Not Evaluated,Field Not In Use,RI7125,2 INTERNATIONAL WAY, ,LEASED,60,1,RI,ACTIVE,BUILDING,28861706
No,590,NARRAGANSETT,2,WASHINGTON,0,Not Evaluated,Field Not In Use,RI7129,83 STATE ST, ,LEASED,0,1,RI,ACTIVE,BUILDING,28825712
Yes,3372,WARWICK,2,KENT,0,Not Evaluated,Field Not In Use,RI7136,2000 POST RD, ,LEASED,0,1,RI,ACTIVE,BUILDING,28861533
Yes,17050,PROVIDENCE,2,PROVIDENCE,0,Not Evaluated,Field Not In Use,RI7137,10 DORRANCE ST, ,LEASED,0,1,RI,ACTIVE,BUILDING,29032018
Yes,0,PROVIDENCE,2,PROVIDENCE,0,Not Evaluated,Field Not In Use,RI7138,5 MEMORIAL BLVD, ,LEASED,1,1,RI,ACTIVE,STRUCTURE,29031197
Yes,18683,WARWICK,2,KENT,0,Not Evaluated,Field Not In Use,RI7139,475 KILVERT ST, ,LEASED,12,1,RI,ACTIVE,BUILDING,28861379
Yes,2050,NORTH PROVIDENCE,1,PROVIDENCE,0,Not Evaluated,Field Not In Use,RI7143,2240 MINERAL SPRING AVE, ,LEASED,12,1,RI,ACTIVE,BUILDING,29111729
Yes,3524,COVENTRY,2,KENT,0,Not Evaluated,Field Not In Use,RI7144,599 ARNOLD RD, ,LEASED,32,1,RI,ACTIVE,BUILDING,28164134
Yes,7347,WOONSOCKET,1,PROVIDENCE,0,Not Evaluated,Field Not In Use,RI7146,2168 DIAMOND HILL ROAD, ,LEASED,35,1,RI,ACTIVE,BUILDING,28951640
Yes,29204,WARWICK,2,KENT,1-Jan-09,Not Evaluated,Field Not In Use,RI7147,1 INTERNATIONAL WAY, ,LEASED,132,1,RI,ACTIVE,BUILDING,28861700
Yes,8344,PAWTUCKET,1,PROVIDENCE,5-Nov-07,Not Evaluated,Field Not In Use,RI7148,4 PLEASANT STREET, ,LEASED,47,1,RI,ACTIVE,BUILDING,28604012
Yes,2400,EAST PROVIDENCE,1,PROVIDENCE,6-Oct-08,Not Evaluated,Field Not In Use,RI7150,32 HEMINGWAY DRIVE, ,LEASED,4,1,RI,ACTIVE,BUILDING,29152224
Yes,17879,JOHNSTON,2,PROVIDENCE,31-Jul-09,Not Evaluated,Field Not In Use,RI7152,1543 ATWOOD AVE, ,LEASED,83,1,RI,ACTIVE,BUILDING,29193232
Yes,2044,PROVIDENCE,2,PROVIDENCE,1-Jan-73,Not Evaluated,Field Not In Use,RI7154,1 FINANCIAL PLZ, ,LEASED,1,1,RI,ACTIVE,BUILDING,29032448
Yes,560,PROVIDENCE,1,PROVIDENCE,15-Apr-10,Not Evaluated,Field Not In Use,RI7155,655 BROAD ST, ,LEASED,0,1,RI,ACTIVE,BUILDING,29071444
Yes,10542,WARWICK,2,KENT,0,Not Evaluated,Field Not In Use,RI7156,300 JEFFERSON BLVD, ,LEASED,39,1,RI,ACTIVE,BUILDING,28883828
Yes,17208,PROVIDENCE,2,PROVIDENCE,0,Not Evaluated,Field Not In Use,RI7165,417 WESTMINSTER ST, ,LEASED,4,1,RI,ACTIVE,BUILDING,29033205
Will Conform,6350,BEECHER FALLS,0,ESSEX,1-Jan-32,National Register Listed,Field Not In Use,VT0002,STATE ROUTE 102, ,OWNED,2,1,VT,ACTIVE,BUILDING,59029998
Will Conform,15132,BRATTLEBORO,0,WINDHAM,1-Jan-17,Not Evaluated,Field Not In Use,VT0005,MAIN & GROVE STREETS, ,LEASED,3,1,VT,ACTIVE,BUILDING,53019998
Will Conform,3945,CANAAN,0,ESSEX,1-Jan-35,National Register Listed,Field Not In Use,VT0007,STATE ROUTE 102, ,OWNED,8,1,VT,ACTIVE,BUILDING,59039998
Will Conform,5826,RICHFORD,0,FRANKLIN,1-Jan-31,National Register Listed,Field Not In Use,VT0008,357 GLEN SUTTON ROAD, ,OWNED,0,1,VT,ACTIVE,BUILDING,54769677
Will Conform,5834,RICHFORD,0,FRANKLIN,1-Jan-31,National Register Listed,Field Not In Use,VT0014,705 PROVINCE STREET, ,OWNED,14,1,VT,ACTIVE,BUILDING,54769677
Will Conform,24120,RUTLAND,0,RUTLAND,1-Jan-33,Not Evaluated,Field Not In Use,VT0016,151 WEST ST, ,LEASED,13,1,VT,ACTIVE,BUILDING,57012859
Will Conform,32507,ST. ALBANS,0,FRANKLIN,1-Jan-38,National Register Eligible,Field Not In Use,VT0018,50 SOUTH MAIN STREET, ,OWNED,42,1,VT,ACTIVE,BUILDING,54782111
Will Conform,10351,SWANTON,0,FRANKLIN,1-Jan-65,Not Evaluated,Field Not In Use,VT0020,155 GRAND AVENUE, ,OWNED,0,1,VT,ACTIVE,BUILDING,54889659
Will Conform,98144,BURLINGTON,0,CHITTENDEN,1-Jan-60,Evaluated - Not Historic,Field Not In Use,VT0024,11 ELMWOOD AVE, ,OWNED,108,1,VT,ACTIVE,BUILDING,54014366
Will Conform,45206,MONTPELIER,0,WASHINGTON,1-Jan-64,Not Evaluated,Field Not In Use,VT0026,STATE STREET, ,OWNED,95,1,VT,ACTIVE,BUILDING,56022956
Will Conform,6882,ESSEX JUNCTION,0,CHITTENDEN,1-Jan-72,Not Evaluated,Field Not In Use,VT0028,2 LINCOLN ST, ,OWNED,29,1,VT,ACTIVE,BUILDING,54523685
Will Conform,9464,SWANTON,0,FRANKLIN,1-Jan-65,Not Evaluated,Field Not In Use,VT0029,155 GRAND AVENUE,ROUTE 7,OWNED,0,1,VT,ACTIVE,BUILDING,54889657
Will Conform,2418,ALBURG,0,GRAND ISLE,1-Jan-89,Not Evaluated,Field Not In Use,VT0033,US BORDER STATION, ,OWNED,0,1,VT,ACTIVE,BUILDING,54409998
Will Conform,6012,MONTPELIER,0,WASHINGTON,1-Jan-72,Not Evaluated,Field Not In Use,VT0034,33 SCHOOL ST, ,OWNED,13,1,VT,ACTIVE,BUILDING,56023016
Will Conform,6858,BURLINGTON,0,CHITTENDEN,1-Jan-72,Not Evaluated,Field Not In Use,VT0035,58 PEARL ST, ,OWNED,13,1,VT,ACTIVE,BUILDING,54014331
Will Conform,20273,HIGHGATE SPRINGS,0,FRANKLIN,1-Jan-97,Not Evaluated,Field Not In Use,VT0057,482 WELCOME CENTER ROAD, ,OWNED,4,1,VT,ACTIVE,BUILDING,54609901
Yes,3611,HIGHGATE SPRINGS,0,FRANKLIN,1-Dec-05,Not Evaluated,Field Not In Use,VT0059,525 WELCOME CENTER ROAD, ,OWNED,0,1,VT,ACTIVE,BUILDING,54609998
Will Conform,4276,HIGHGATE SPRINGS,0,FRANKLIN,1-Jan-97,Not Evaluated,Field Not In Use,VT0060,"USBS HIGHGATE SPRINGS,482 WELCOME", ,OWNED,0,1,VT,ACTIVE,BUILDING,54609901
Will Conform,1593,HIGHGATE SPRINGS,0,FRANKLIN,1-Jan-97,Not Evaluated,Field Not In Use,VT0061,482 WELCOME CENTER ROAD, ,OWNED,0,1,VT,ACTIVE,BUILDING,54609901
Will Conform,0,HIGHGATE SPRINGS,0,FRANKLIN,1-Jan-97,Not Evaluated,Field Not In Use,VT0062,"USBS,HIGHGATE SPRGS,482 WELCOME CTR", ,OWNED,0,1,VT,ACTIVE,BUILDING,54609901
Will Conform,3192,HIGHGATE SPRINGS,0,FRANKLIN,1-Jan-97,Not Evaluated,Field Not In Use,VT0063,"USBS,HIGHGATE SPRGS,482 WELCOME CTR", ,OWNED,0,1,VT,ACTIVE,BUILDING,54609901
Will Conform,2342,HIGHGATE SPRINGS,0,FRANKLIN,13-Dec-04,Not Evaluated,Field Not In Use,VT0064,"USBS HIGHGATE SPRINGS,482 WELCOME", ,OWNED,0,1,VT,ACTIVE,BUILDING,54609901
Yes,496,ALBURG,0,GRAND ISLE,1-Jan-89,Not Evaluated,Field Not In Use,VT0065,STATE ROUTE 225, ,OWNED,0,1,VT,ACTIVE,BUILDING,54409998
Will Conform,1651,ALBURG SPRINGS,0,GRAND ISLE,1-Jan-37,National Register Listed,Field Not In Use,VT0551,US HIGHWAY, ,OWNED,0,1,VT,ACTIVE,BUILDING,54409998
Will Conform,422,ALBURG SPRINGS,0,GRAND ISLE,1-Jan-37,National Register Listed,Field Not In Use,VT0552,US HIGHWAY, ,OWNED,0,1,VT,ACTIVE,BUILDING,54409998
Will Conform,1736,BEEBE PLAIN,0,ORLEANS,1-Jan-37,National Register Listed,Field Not In Use,VT0601,MAIN STREET, ,OWNED,6,1,VT,ACTIVE,BUILDING,58239998
Yes,308,BEEBE PLAIN,0,ORLEANS,1-Jan-37,National Register Listed,Field Not In Use,VT0602,3136 BEEBE ROAD, ,OWNED,0,1,VT,ACTIVE,BUILDING,58559998
Will Conform,9966,DERBY LINE,0,ORLEANS,1-Jan-32,National Register Listed,Field Not In Use,VT0651,US ROUTE 5, ,OWNED,30,1,VT,ACTIVE,BUILDING,58309998
Will Conform,784,DERBY LINE,0,ORLEANS,1-Jan-31,National Register Listed,Field Not In Use,VT0652,US ROUTE 5, ,OWNED,0,1,VT,ACTIVE,BUILDING,58309998
Will Conform,736,DERBY LINE,0,ORLEANS,1-Jan-32,National Register Listed,Field Not In Use,VT0653,US ROUTE 5, ,OWNED,0,1,VT,ACTIVE,BUILDING,58309998
Will Conform,0,NORTH TROY,0,ORLEANS,1-Jan-37,National Register Listed,Field Not In Use,VT0751,743 VERMONT ROUTE 243, ,OWNED,0,1,VT,ACTIVE,BUILDING,58599515
Will Conform,6274,NORTH TROY,0,ORLEANS,1-Jul-05,Not Evaluated,Field Not In Use,VT0756,807 VERMONT ROUTE 243, ,OWNED,8,1,VT,ACTIVE,BUILDING,58599515
Will Conform,1022,NORTH TROY,0,ORLEANS,1-Jul-05,Not Evaluated,Field Not In Use,VT0757,807 VERMONT ROUTE 243, ,OWNED,0,1,VT,ACTIVE,BUILDING,58599515
Will Conform,5256,NORTON,0,ESSEX,1-Jan-34,National Register Listed,Field Not In Use,VT0801,STATE ROUTE 114, ,OWNED,7,1,VT,ACTIVE,BUILDING,59079998
Will Conform,791,NORTON,0,ESSEX,1-Jan-61,Evaluated - Not Historic,Field Not In Use,VT0804,STATE ROUTE 114, ,OWNED,0,1,VT,ACTIVE,BUILDING,59079998
Will Conform,5269,WEST BERKSHIRE,0,FRANKLIN,1-Jan-35,National Register Listed,Field Not In Use,VT0851,STATE ROUTE 118, ,OWNED,5,1,VT,ACTIVE,BUILDING,54570000
Will Conform,12525,DERBY LINE,0,ORLEANS,1-Jan-65,Evaluated - Not Historic,Field Not In Use,VT0861,INTERSTATE ROUTE 91, ,OWNED,21,1,VT,ACTIVE,BUILDING,58309998
Will Conform,1610,DERBY LINE,0,ORLEANS,1-Jan-65,Evaluated - Not Historic,Field Not In Use,VT0862,INTERSTATE ROUTE 91, ,OWNED,6,1,VT,ACTIVE,BUILDING,58309998
Yes,66868,WILLISTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT3378,TAFTS CORNER COMMERCIAL PARK, ,LEASED,309,1,VT,ACTIVE,BUILDING,54957554
Will Conform,129960,ST. ALBANS,0,FRANKLIN,0,Not Evaluated,Field Not In Use,VT8083,COOTE FIELD IND. PARK,75 LOWER WELDON STREET,LEASED,605,1,VT,ACTIVE,BUILDING,54782308
Will Conform,32994,WILLISTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8084,100 INTERSTATE CORPORATE CTR, ,LEASED,12,1,VT,ACTIVE,BUILDING,54957174
Will Conform,56085,SOUTH BURLINGTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8085,70 KIMBALL AVENUE, ,LEASED,249,1,VT,ACTIVE,BUILDING,54036840
Will Conform,4471,NEWPORT,0,ORLEANS,0,Not Evaluated,Field Not In Use,VT8087,2 LAKEMONT RD, ,LEASED,0,1,VT,ACTIVE,BUILDING,58559459
Will Conform,7118,RUTLAND,0,RUTLAND,0,Not Evaluated,Field Not In Use,VT8088,87-97 MERCHANTS ROW, ,LEASED,4,1,VT,ACTIVE,BUILDING,57015904
Will Conform,1850,RUTLAND,0,RUTLAND,0,Not Evaluated,Field Not In Use,VT8089,1085 US ROUTE 4 E, ,LEASED,9,1,VT,ACTIVE,BUILDING,57018815
Will Conform,31016,WILLISTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8090,124 LEROY RD, ,LEASED,41,1,VT,ACTIVE,BUILDING,54958926
Will Conform,3900,WILLISTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8091,368 AVENUE D,SUITE 10,LEASED,2,1,VT,ACTIVE,BUILDING,54957138
Yes,19200,ST. ALBANS,0,FRANKLIN,0,Not Evaluated,Field Not In Use,VT8093,4 LEMNAH DRIVE, ,LEASED,25,1,VT,ACTIVE,BUILDING,54782326
Yes,11389,ST. ALBANS,0,FRANKLIN,0,Not Evaluated,Field Not In Use,VT8097,64 GRICE BROOK ROAD, ,LEASED,53,1,VT,ACTIVE,BUILDING,54789500
Yes,4024,BURLINGTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8098,95 ST PAUL ST, ,LEASED,6,1,VT,ACTIVE,BUILDING,54014428
Yes,2977,BERLIN,0,WASHINGTON,1-Oct-09,Not Evaluated,Field Not In Use,VT8099,617 COMSTOCK RD, ,LEASED,12,1,VT,ACTIVE,BUILDING,56028294
Yes,2096,BRATTLEBORO,0,WINDHAM,0,Not Evaluated,Field Not In Use,VT8102,1222 PUTNEY RD,Suite #206,LEASED,0,1,VT,ACTIVE,BUILDING,53019000
Yes,3808,BURLINGTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8106,30 MAIN STREET, ,LEASED,10,1,VT,ACTIVE,BUILDING,54018438
Yes,45400,WILLISTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8108,166 SYCAMORE ST, ,LEASED,76,1,VT,ACTIVE,BUILDING,54958217
Yes,22055,WILLISTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8109,300 INTERSTATE CORPORATE CTR, ,LEASED,45,1,VT,ACTIVE,BUILDING,54957626
Yes,5842,SOUTH BURLINGTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8110,110 KIMBALL AVE, ,LEASED,127,1,VT,ACTIVE,BUILDING,54036833
Yes,2872,SOUTH BURLINGTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8112,1200 AIRPORT DR, ,LEASED,10,1,VT,ACTIVE,BUILDING,54036028
Yes,55091,ESSEX JUNCTION,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8113,30 RIVER RD, ,LEASED,0,1,VT,ACTIVE,BUILDING,54523808
Yes,5266,ST JOHNSBURY,0,CALEDONIA,0,Not Evaluated,Field Not In Use,VT8116,506 SUMMER STREET, ,LEASED,17,1,VT,ACTIVE,BUILDING,58192146
Yes,914,ST JOHNSBURY,0,CALEDONIA,0,Not Evaluated,Field Not In Use,VT8118,36 EASTERN AVENUE, ,LEASED,0,1,VT,ACTIVE,BUILDING,58191645
Yes,4260,BURLINGTON,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8119,126 COLLEGE STREET, ,LEASED,1,1,VT,ACTIVE,BUILDING,54018456
Yes,2406,RUTLAND,0,RUTLAND,23-Jun-10,Not Evaluated,Field Not In Use,VT8121,2-8 SOUTH MAIN STREET, ,LEASED,4,1,VT,ACTIVE,BUILDING,57014152
Yes,29305,WILLISTON,0,CHITTENDEN,1-May-08,Not Evaluated,Field Not In Use,VT8122,426 INDUSTRIAL AVE, ,LEASED,65,1,VT,ACTIVE,BUILDING,54954448
Yes,1050,RUTLAND,0,RUTLAND,22-Sep-09,Not Evaluated,Field Not In Use,VT8123,106 WEST STREET, ,LEASED,0,1,VT,ACTIVE,BUILDING,57013473
Yes,23006,RICHFORD,0,FRANKLIN,16-Dec-08,Not Evaluated,Field Not In Use,VT8125,1668 ST ALBANS RD, ,LEASED,0,1,VT,ACTIVE,BUILDING,54769611
Yes,27752,NEWPORT,0,ORLEANS,4-Feb-11,Not Evaluated,Field Not In Use,VT8126,373 CITIZENS ROAD, ,LEASED,55,1,VT,ACTIVE,BUILDING,58554525
Yes,21953,WILLISTON,0,CHITTENDEN,6-Feb-09,Not Evaluated,Field Not In Use,VT8128,237 HARVEST LANE, ,LEASED,0,1,VT,ACTIVE,BUILDING,54957331
Yes,25475,SOUTH BURLINGTON,0,CHITTENDEN,1-Feb-09,Not Evaluated,Field Not In Use,VT8129,65 BOWDOIN ST, ,LEASED,4,1,VT,ACTIVE,BUILDING,54038800
Will Conform,9293,FAIRFAX,0,FRANKLIN,1-Jun-79,Not Evaluated,Field Not In Use,VT8132,57 YANKEE PARK RD, ,LEASED,22,1,VT,ACTIVE,BUILDING,54545515
Yes,8972,SOUTH BURLINGTON,0,CHITTENDEN,15-Oct-07,Not Evaluated,Field Not In Use,VT8136,55 COMMUNITY DR,1st Floor,LEASED,20,1,VT,ACTIVE,BUILDING,54036830
Yes,8700,WILLISTON,0,CHITTENDEN,1-Apr-10,Not Evaluated,Field Not In Use,VT8137,18 WALNUT WALK,SUITE 210,LEASED,0,1,VT,ACTIVE,BUILDING,54954413
Will Conform,11363,BURLINGTON,0,CHITTENDEN,1-Oct-10,Not Evaluated,Field Not In Use,VT8139,128 LAKESIDE AVE, ,LEASED,48,1,VT,ACTIVE,BUILDING,54014939
Will Conform,52388,ESSEX JUNCTION,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8144,38 RIVER RD, ,LEASED,300,1,VT,ACTIVE,BUILDING,54523808
Yes,5010,COLCHESTER,0,CHITTENDEN,0,Not Evaluated,Field Not In Use,VT8146,105 WEST VIEW ROAD, ,LEASED,22,1,VT,ACTIVE,BUILDING,54468025
Will Conform,4513,WHITE RIVER JCTN, ,WINDSOR,0,Not Evaluated,Field Not In Use,VT8148,118 Prospect Street, ,LEASED,20,1,VT,ACTIVE,BUILDING,5001
Will Conform,69808,ANCHORAGE,0,ANCHORAGE,1-Jan-40,National Register Listed,Field Not In Use,AK0001,605 W 4TH AVENUE, ,OWNED,47,10,AK,ACTIVE,BUILDING,995012248
Will Conform,26908,KETCHIKAN,0,KETCHIKAN GATEWAY,1-Jan-38,National Register Listed,Field Not In Use,AK0005,648 MISSION ST, ,OWNED,111,10,AK,ACTIVE,BUILDING,999016534
Will Conform,95,WRANGELL,0,WRANGELL-PETERSBURG,1-Jan-41,Not Evaluated,Field Not In Use,AK0009,SECOND STREET, ,LEASED,0,10,AK,ACTIVE,BUILDING,999299998
Will Conform,202502,JUNEAU,0,JUNEAU,1-Jan-66,National Register Eligible,Field Not In Use,AK0013,709 W 9TH ST,FB/USPO/USCH,OWNED,295,10,AK,ACTIVE,BUILDING,998011807
Will Conform,72517,FAIRBANKS,0,FAIRBANKS NORTH STAR,1-Jan-77,Not Evaluated,Field Not In Use,AK0029,101 12TH AVENUE, ,OWNED,235,10,AK,ACTIVE,BUILDING,997016236
Will Conform,355301,ANCHORAGE,0,ANCHORAGE,1-Jan-76,Not Evaluated,Field Not In Use,AK0031,222 W 7TH AVE, ,OWNED,491,10,AK,ACTIVE,BUILDING,995013612
Will Conform,53018,ANCHORAGE,0,ANCHORAGE,1-Jan-80,Not Evaluated,Field Not In Use,AK0032,222 WEST 8TH AVE, ,OWNED,2,10,AK,ACTIVE,BUILDING,995137502
Will Conform,4840,ANCHORAGE,0,ANCHORAGE,1-Jan-91,Not Evaluated,Field Not In Use,AK0034,654 W 3RD AVE, ,OWNED,0,10,AK,ACTIVE,BUILDING,995012145
Will Conform,0,ANCHORAGE,0,ANCHORAGE,1-Aug-93,Not Evaluated,Field Not In Use,AK0035,7TH AVE BETWEEN C&D ST, ,OWNED,132,10,AK,ACTIVE,STRUCTURE,995137500
Will Conform,1396,TOK,0,SOUTHEAST FAIRBANKS,1-Jan-71,Not Evaluated,Field Not In Use,AK0036,M 1221 8 TENTHS AK HWY, ,OWNED,0,10,AK,ACTIVE,BUILDING,997809800
Will Conform,1026,TOK,0,SOUTHEAST FAIRBANKS,1-Jan-71,Not Evaluated,Field Not In Use,AK0037,M 1221 8 TENTHS AK HWY, ,OWNED,0,10,AK,ACTIVE,BUILDING,997809800
Yes,1321,TOK,0,SOUTHEAST FAIRBANKS,1-Sep-00,Not Evaluated,Field Not In Use,AK0038,TAYLOR HIGHWAY, ,OWNED,0,10,AK,ACTIVE,BUILDING,997809800
