1st Household Weight,1st Household Weight Description,2nd Household Weight,2nd Household Weight Description,Alpha Carotene,Ash,Beta Carotene,Beta Cryptoxanthin,Calcium,Carbohydrate,Category,Cholesterol,Choline,Copper,Description,Fiber,Iron,Kilocalories,Lutein and Zeaxanthin,Lycopene,Magnesium,Manganese,Monosaturated Fat,Niacin,Nutrient Data Bank Number,Pantothenic Acid,Phosphorus,Polysaturated Fat,Potassium,Protein,Refuse Percentage,Retinol,Riboflavin,Saturated Fat,Selenium,Sodium,Sugar Total,Thiamin,Total Lipid,Vitamin A - IU,Vitamin A - RAE,Vitamin B12,Vitamin B6,Vitamin C,Vitamin E,Vitamin K,Water,Zinc
140.0,"1 cup, chopped or diced",66,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.84,0,0,13,0.0,CHICKEN,75,64,0.044,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,STWD",0.0,0.92,184,0,0,22,0.018,2.9,7.807,5061,0.547,156,1.58,178,27.39,18,25,0.115,2.08,21.8,62,0.0,0.041,7.42,82,25,0.21,0.29,0.0,0.27,0.2,66.21,0.97
71.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",118,".5 breast, bone and skin removed",0,1.02,0,0,11,0.0,CHICKEN,58,73,0.041,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,RAW",0.0,0.72,110,0,0,28,0.018,0.3,11.194,5062,0.819,196,0.28,255,23.09,35,6,0.092,0.33,17.8,65,0.0,0.07,1.24,21,6,0.38,0.55,1.2,0.13,0.2,74.76,0.8
52.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",86,".5 breast, bone and skin removed",0,1.14,0,0,16,0.51,CHICKEN,91,96,0.054,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,FRIED",0.0,1.14,187,0,0,31,0.021,1.72,14.782,5063,1.04,246,1.07,276,33.44,27,7,0.125,1.29,26.2,79,0.0,0.079,4.71,23,7,0.37,0.64,0.0,0.42,2.4,60.21,1.08
140.0,"1 cup, chopped or diced",52,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,1.06,0,0,15,0.0,CHICKEN,85,85,0.049,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD",0.0,1.04,165,0,0,29,0.017,1.24,13.712,5064,0.965,228,0.77,256,31.02,28,6,0.114,1.01,27.6,74,0.0,0.07,3.57,21,6,0.34,0.6,0.0,0.27,0.3,65.26,1.0
140.0,"1 cup, chopped or diced",57,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.91,0,0,13,0.0,CHICKEN,77,78,0.043,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,STWD",0.0,0.88,151,0,0,24,0.018,1.03,8.469,5065,0.573,165,0.66,187,28.98,30,6,0.119,0.85,22.3,63,0.0,0.042,3.03,19,6,0.23,0.33,0.0,0.27,0.2,68.27,0.97
44.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",73,"1 drumstick, bone removed",0,0.86,0,0,11,0.0,CHICKEN,81,59,0.059,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,RAW",0.0,1.03,161,0,0,21,0.021,3.37,5.449,5066,1.182,154,1.94,206,19.27,33,29,0.178,2.39,13.2,83,0.0,0.074,8.68,95,29,0.35,0.3,2.7,0.3,2.8,72.46,2.0
43.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",72,"1 drumstick, bone removed",0,1.25,0,0,17,8.28,CHICKEN,86,0,0.076,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,BATTER",0.300000012,1.35,268,0,0,20,0.052,6.43,5.096,5067,1.007,147,3.79,186,21.95,26,26,0.215,4.14,21.9,269,0.0,0.112,15.75,86,26,0.28,0.27,0.0,0.0,0.0,52.77,2.33
29.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",49,"1 drumstick, bone removed",0,0.96,0,0,12,1.63,CHICKEN,90,0,0.08,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR",0.100000001,1.34,245,0,0,23,0.028,5.42,6.037,5068,1.215,176,3.23,229,26.96,34,25,0.225,3.66,18.4,89,0.0,0.081,13.72,84,25,0.32,0.35,0.0,0.0,0.0,56.73,2.89
140.0,"1 cup, chopped or diced",31,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.96,0,0,12,0.0,CHICKEN,91,64,0.077,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,RSTD",0.0,1.33,216,0,0,23,0.021,4.25,5.994,5069,1.211,175,2.5,229,27.03,35,30,0.216,3.05,18.6,90,0.0,0.069,11.15,100,30,0.32,0.34,0.0,0.27,4.0,62.6,2.87
140.0,"1 cup, chopped or diced",34,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.82,0,0,11,0.0,CHICKEN,83,59,0.071,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD",0.0,1.33,204,0,0,20,0.019,4.07,4.204,5070,0.858,141,2.38,184,25.32,36,27,0.19,2.91,17.0,76,0.0,0.05,10.64,91,27,0.22,0.19,0.0,0.27,4.0,65.12,2.65
37.0,"1 drumstick, bone and skin removed (yield from 1 lb ready-to-cook chicken)",62,"1 drumstick, bone and skin removed",0,0.93,0,0,11,0.0,CHICKEN,77,62,0.063,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,RAW",0.0,1.03,119,0,0,23,0.021,1.06,5.778,5071,1.287,166,0.85,226,20.59,44,17,0.199,0.88,13.5,88,0.0,0.082,3.42,57,17,0.37,0.34,3.2,0.31,2.9,76.38,2.21
25.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",42,"1 drumstick, bone and skin removed",0,1.06,0,0,12,0.0,CHICKEN,94,0,0.08,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,FRIED",0.0,1.32,195,0,0,24,0.021,2.94,6.146,5072,1.32,186,1.97,249,28.62,44,18,0.236,2.13,19.6,96,0.0,0.077,8.08,61,18,0.35,0.39,0.0,0.0,0.0,62.24,3.22
140.0,"1 cup, chopped or diced",26,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,1.05,0,0,12,0.0,CHICKEN,93,76,0.079,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,RSTD",0.0,1.3,172,0,0,24,0.021,1.87,6.075,5073,1.305,184,1.37,246,28.29,46,18,0.233,1.48,19.0,95,0.0,0.076,5.66,60,18,0.34,0.39,0.0,0.27,3.5,66.74,3.18
160.0,"1 cup, chopped or diced",28,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.91,0,0,11,0.0,CHICKEN,88,73,0.077,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD",0.0,1.37,169,0,0,21,0.019,1.93,4.3,5074,0.961,150,1.37,199,27.5,48,17,0.213,1.51,18.0,80,0.0,0.054,5.71,57,17,0.24,0.23,0.0,0.27,3.4,67.58,3.02
101.0,"1 leg, bone removed (yield from 1 lb ready-to-cook chicken)",167,"1 leg, bone removed",0,0.85,0,0,10,0.0,CHICKEN,83,57,0.058,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW",0.0,1.01,187,0,0,21,0.02,4.89,5.435,5075,1.11,149,2.65,198,18.15,27,37,0.164,3.41,13.1,79,0.0,0.067,12.12,123,37,0.32,0.29,2.5,0.44,2.9,69.91,1.77
95.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",158,"1 leg, bone removed",0,1.26,0,0,18,8.72,CHICKEN,90,0,0.08,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,BATTER",0.300000012,1.4,273,0,0,20,0.054,6.58,5.433,5076,0.994,152,3.85,189,21.77,22,27,0.221,4.28,26.6,279,0.0,0.116,16.17,91,27,0.28,0.27,0.0,0.0,0.0,52.08,2.17
67.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",112,"1 leg, bone removed",0,0.95,0,0,13,2.5,CHICKEN,94,0,0.085,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,FLR",0.100000001,1.43,254,0,0,24,0.032,5.68,6.546,5077,1.198,182,3.33,233,26.84,28,28,0.235,3.9,20.8,88,0.0,0.088,14.43,92,28,0.31,0.34,0.0,0.0,0.0,55.28,2.68
140.0,"1 cup, chopped or diced",69,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.92,0,0,12,0.0,CHICKEN,92,63,0.077,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD",0.0,1.33,232,0,0,23,0.021,5.24,6.196,5078,1.156,174,3.0,225,25.96,29,41,0.213,3.72,20.7,87,0.0,0.068,13.46,135,41,0.3,0.33,0.0,0.27,4.1,60.92,2.6
140.0,"1 cup, chopped or diced",75,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.79,0,0,11,0.0,CHICKEN,84,56,0.071,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD",0.0,1.35,220,0,0,20,0.019,5.04,4.59,5079,0.812,139,2.87,176,24.17,30,37,0.191,3.57,18.9,73,0.0,0.054,12.92,124,37,0.2,0.18,0.0,0.27,3.5,64.01,2.43
78.0,"1 leg, bone and skin removed (yield from 1 lb ready-to-cook chicken)",130,"1 leg, bone and skin removed",0,0.94,0,0,11,0.0,CHICKEN,80,62,0.064,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW",0.0,1.02,120,0,0,23,0.021,1.18,6.067,5080,1.178,167,0.95,229,20.13,43,18,0.193,0.98,13.5,86,0.0,0.079,3.81,61,18,0.36,0.33,0.0,0.32,2.9,76.13,2.06
56.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",94,"1 leg, bone and skin removed",0,1.05,0,0,13,0.65,CHICKEN,99,0,0.086,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,FRIED",0.0,1.4,208,0,0,25,0.025,3.43,6.688,5081,1.301,193,2.22,254,28.38,40,20,0.247,2.49,18.8,96,0.0,0.083,9.32,66,20,0.34,0.39,0.0,0.0,0.0,60.61,2.98
140.0,"1 cup, chopped or diced",57,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,1.0,0,0,12,0.0,CHICKEN,94,74,0.08,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD",0.0,1.31,191,0,0,24,0.021,3.05,6.319,5082,1.241,183,1.97,242,27.03,41,19,0.232,2.29,22.1,91,0.0,0.075,8.43,63,19,0.32,0.37,0.0,0.27,3.7,64.7,2.86
160.0,"1 cup, chopped or diced",60,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.88,0,0,11,0.0,CHICKEN,89,70,0.077,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,STWD",0.0,1.4,185,0,0,21,0.019,2.93,4.798,5083,0.913,149,1.88,190,26.26,43,18,0.216,2.2,26.5,78,0.0,0.059,8.06,60,18,0.23,0.21,0.0,0.27,3.6,66.44,2.78
15.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",50,"1 neck, bone removed",0,0.55,0,0,18,0.0,CHICKEN,99,0,0.08,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,RAW",0.0,1.9,297,0,0,13,0.033,10.55,3.608,5084,0.85,112,5.68,137,14.07,36,65,0.191,7.27,12.0,64,0.0,0.047,26.24,216,65,0.26,0.17,0.0,0.3,0.0,59.99,1.86
16.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",52,"1 neck, bone removed",0,1.04,0,0,31,8.7,CHICKEN,91,0,0.113,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,BATTER",0.0,2.15,330,0,0,16,0.065,9.79,4.528,5085,0.839,115,5.56,151,19.82,25,51,0.237,6.22,21.3,276,0.0,0.1,23.52,170,51,0.24,0.21,0.0,0.0,0.0,46.92,2.5
11.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",36,"1 neck, bone removed",0,0.65,0,0,31,4.24,CHICKEN,94,0,0.13,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,FLR",0.0,2.42,332,0,0,19,0.052,9.7,5.348,5086,0.982,132,5.47,180,24.01,29,57,0.259,6.32,18.6,82,0.0,0.078,23.61,190,57,0.26,0.25,0.0,0.0,0.0,47.49,3.07
11.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",38,"1 neck, bone removed",0,0.61,0,0,27,0.0,CHICKEN,70,49,0.097,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD SIMMRD",0.0,2.3,247,0,0,13,0.046,7.22,3.319,5087,0.525,122,3.94,108,19.61,32,48,0.248,5.0,17.3,52,0.0,0.04,18.1,161,48,0.14,0.1,0.0,0.27,3.9,61.73,2.72
6.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",20,"1 neck, bone and skin removed",0,0.69,0,0,27,0.0,CHICKEN,83,0,0.109,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,RAW",0.0,2.06,154,0,0,17,0.035,2.73,4.119,5088,1.09,113,2.18,175,17.55,75,44,0.228,2.25,13.5,81,0.0,0.054,8.78,146,44,0.32,0.29,0.0,0.0,0.0,71.17,2.68
7.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",22,"1 neck, bone and skin removed",0,0.78,0,0,41,1.77,CHICKEN,105,0,0.161,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,FRIED",0.0,2.98,229,0,0,20,0.05,4.57,5.027,5089,1.165,135,3.04,213,26.87,56,49,0.318,3.0,20.5,99,0.0,0.07,11.88,162,49,0.3,0.35,0.0,0.0,0.0,58.71,4.24
5.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",18,"1 neck, bone and skin removed",0,0.77,0,0,44,0.0,CHICKEN,79,0,0.129,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,SIMMRD",0.0,2.63,179,0,0,16,0.048,2.54,3.956,5090,0.671,128,2.03,140,24.56,67,36,0.283,2.1,20.5,64,0.0,0.046,8.18,121,36,0.17,0.16,0.0,0.0,0.0,67.05,3.77
57.0,"1 thigh, bone removed (yield from 1 lb ready-to-cook chicken)",94,"1 thigh, bone removed",0,0.81,7,0,10,0.0,CHICKEN,84,54,0.058,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,RAW",0.0,0.99,211,0,0,20,0.019,6.511,5.426,5091,1.032,145,3.381,192,17.27,21,41,0.153,4.386,12.9,76,0.0,0.062,15.25,149,44,0.3,0.26,2.3,0.28,2.9,67.68,1.6
52.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",86,"1 thigh, bone removed",0,1.27,0,0,18,9.08,CHICKEN,93,0,0.082,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER",0.300000012,1.45,277,0,0,21,0.057,6.7,5.715,5092,0.982,155,3.9,192,21.61,19,29,0.227,4.41,23.2,288,0.0,0.119,16.53,95,29,0.28,0.26,0.0,0.0,0.0,51.5,2.04
38.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",62,"1 thigh, bone removed",0,0.94,0,0,14,3.18,CHICKEN,97,0,0.089,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR",0.100000001,1.49,262,0,0,25,0.036,5.87,6.946,5093,1.185,187,3.41,237,26.75,23,29,0.243,4.09,19.9,88,0.0,0.094,14.98,98,29,0.3,0.33,0.0,0.0,0.0,54.14,2.52
140.0,"1 cup, chopped or diced",37,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.88,0,0,12,0.0,CHICKEN,93,61,0.078,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,RSTD",0.0,1.34,247,0,0,22,0.021,6.15,6.365,5094,1.108,174,3.42,222,25.06,23,50,0.212,4.33,19.5,84,0.0,0.067,15.49,165,50,0.29,0.31,0.0,0.27,4.3,59.42,2.36
41.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",68,"1 thigh, bone removed",0,0.78,0,0,11,0.0,CHICKEN,84,54,0.07,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD",0.0,1.37,232,0,0,19,0.019,5.84,4.894,5095,0.776,139,3.25,170,23.26,24,45,0.191,4.11,17.9,71,0.0,0.057,14.74,151,45,0.19,0.17,0.0,0.27,3.9,63.11,2.25
41.0,"1 thigh, bone and skin removed (yield from 1 lb ready-to-cook chicken)",69,"1 thigh, bone and skin removed",0,0.96,0,0,10,0.0,CHICKEN,83,62,0.067,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,RAW",0.0,1.04,119,0,0,24,0.02,1.21,6.328,5096,1.233,168,0.97,231,19.65,43,20,0.188,1.0,13.5,86,0.0,0.076,3.91,65,20,0.35,0.33,0.0,0.31,2.9,75.81,1.91
31.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",52,"1 thigh, bone and skin removed",0,1.04,0,0,13,1.18,CHICKEN,102,0,0.09,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,FRIED",0.0,1.46,218,0,0,26,0.027,3.82,7.12,5097,1.285,199,2.43,259,28.18,36,21,0.255,2.78,20.5,95,0.0,0.088,10.3,70,21,0.33,0.38,0.0,0.0,0.0,59.31,2.79
140.0,"1 cup, chopped or diced",31,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.95,0,0,12,0.0,CHICKEN,95,72,0.081,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,RSTD",0.0,1.31,209,0,0,24,0.021,4.15,6.525,5098,1.184,183,2.48,238,25.94,35,20,0.231,3.03,29.0,88,0.0,0.074,10.88,65,20,0.31,0.35,0.0,0.27,3.9,62.87,2.57
140.0,"1 cup, chopped or diced",33,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.86,0,0,11,0.0,CHICKEN,90,67,0.077,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",0.0,1.42,195,0,0,21,0.02,3.7,5.2,5099,0.874,149,2.24,183,25.0,39,19,0.218,2.71,17.1,75,0.0,0.063,9.79,62,19,0.21,0.21,0.0,0.27,3.6,65.59,2.58
29.0,"1 wing, bone removed (yield from 1 lb ready-to-cook chicken)",49,"1 wing, bone removed",0,0.69,0,0,12,0.0,CHICKEN,77,56,0.041,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW",0.0,0.95,222,0,0,18,0.018,6.35,5.926,5100,0.766,132,3.39,156,18.33,46,44,0.088,4.48,15.5,73,0.0,0.048,15.97,147,44,0.32,0.35,0.7,0.3,0.0,66.21,1.33
29.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",49,"1 wing, bone removed",0,1.17,0,0,20,10.94,CHICKEN,79,0,0.063,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER",0.300000012,1.29,324,0,0,16,0.06,8.96,5.265,5101,0.71,121,5.07,138,19.87,38,34,0.152,5.83,25.7,320,0.0,0.106,21.81,113,34,0.25,0.3,0.0,0.0,0.0,46.21,1.38
19.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",32,"1 wing, bone removed",0,0.72,0,0,15,2.39,CHICKEN,81,0,0.061,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,FLR",0.100000001,1.25,321,0,0,19,0.028,8.89,6.697,5102,0.874,150,4.95,177,26.11,47,38,0.137,6.06,21.3,77,0.0,0.058,22.16,125,38,0.28,0.41,0.0,0.0,0.0,48.62,1.76
140.0,"1 cup, chopped or diced",21,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.75,0,0,15,0.0,CHICKEN,84,62,0.057,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,RSTD",0.0,1.27,290,0,0,19,0.018,7.64,6.648,5103,0.897,151,4.14,184,26.86,48,47,0.128,5.45,22.2,82,0.0,0.042,19.46,158,47,0.29,0.42,0.0,0.27,0.3,55.04,1.82
140.0,"1 cup, chopped or diced",24,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.62,0,0,12,0.0,CHICKEN,70,51,0.046,"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,STWD",0.0,1.13,249,0,0,16,0.018,6.6,4.621,5104,0.504,121,3.58,139,22.78,48,40,0.103,4.71,18.5,67,0.0,0.04,16.82,133,40,0.18,0.22,0.0,0.27,0.2,62.18,1.63
17.0,"1 wing, bone and skin removed (yield from 1 lb ready-to-cook chicken)",29,"1 wing, bone and skin removed",0,0.83,0,0,13,0.0,CHICKEN,57,66,0.041,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,RAW",0.0,0.88,126,0,0,22,0.018,0.85,7.359,5105,0.836,155,0.8,194,21.97,68,18,0.101,0.94,17.8,81,0.0,0.059,3.54,59,18,0.38,0.53,1.2,0.13,0.0,74.95,1.63
12.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",20,"1 wing, bone and skin removed",0,0.87,0,0,15,0.0,CHICKEN,84,0,0.053,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,FRIED",0.0,1.14,211,0,0,21,0.016,3.08,7.239,5106,0.989,164,2.07,208,30.15,66,18,0.128,2.5,25.4,91,0.0,0.046,9.15,61,18,0.34,0.59,0.0,0.0,0.0,59.83,2.12
13.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",21,"1 wing, bone and skin removed",0,0.89,0,0,16,0.0,CHICKEN,85,80,0.054,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD",0.0,1.16,203,0,0,21,0.016,2.61,7.312,5107,0.999,166,1.78,210,30.46,68,18,0.129,2.26,24.7,92,0.0,0.047,8.13,61,18,0.34,0.59,0.0,0.27,0.3,62.78,2.14
140.0,"1 cup, chopped or diced",14,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.73,0,0,13,0.0,CHICKEN,74,71,0.047,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD",0.0,1.12,181,0,0,18,0.017,2.31,5.2,5108,0.571,134,1.57,153,27.18,68,16,0.11,2.0,21.7,73,0.0,0.044,7.18,54,16,0.22,0.32,0.0,0.27,0.2,67.01,2.02
1509.0,1 chicken,0,,0,0.86,0,0,10,0.09,CHICKEN,86,0,0.06,"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,RAW",0.0,1.37,213,0,0,19,0.027,6.39,6.427,5109,1.019,165,3.33,196,17.09,27,253,0.171,4.41,11.6,69,0.0,0.059,15.46,843,253,0.99,0.32,2.4,0.0,0.0,65.98,1.28
1072.0,1 chicken,235,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.85,0,0,13,0.05,CHICKEN,94,0,0.071,"CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",0.0,1.61,220,0,0,20,0.027,5.22,7.031,5110,1.003,179,2.85,204,23.96,29,179,0.189,3.66,15.7,71,0.0,0.057,13.07,597,179,0.78,0.34,0.4,0.0,0.0,62.35,1.71
293.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",668,".5 chicken, bone removed",0,0.87,0,0,10,0.0,CHICKEN,73,0,0.046,"CHICKEN,ROASTING,MEAT&SKN,RAW",0.0,1.01,216,0,0,19,0.018,6.64,6.572,5111,0.885,166,3.4,196,17.14,28,38,0.115,4.53,15.3,68,0.0,0.058,15.85,131,38,0.31,0.32,0.0,0.3,2.4,65.5,1.07
210.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",480,".5 chicken, bone removed",0,0.86,0,0,12,0.0,CHICKEN,76,0,0.058,"CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD",0.0,1.26,223,0,0,20,0.018,5.4,7.418,5112,0.918,179,2.92,211,23.97,30,0,0.143,3.74,23.6,73,0.0,0.057,13.39,83,0,0.27,0.35,0.0,0.0,0.0,62.1,1.45
209.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",477,".5 chicken, bone and skin removed",0,1.07,0,0,10,0.0,CHICKEN,65,0,0.05,"CHICKEN,ROASTING,MEAT ONLY,RAW",0.0,1.03,111,0,0,23,0.018,0.83,7.875,5113,1.032,198,0.67,238,20.33,49,13,0.134,0.67,16.9,75,0.0,0.069,2.7,45,13,0.36,0.42,0.0,0.22,2.4,74.94,1.19
140.0,"1 cup, chopped or diced",171,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.95,0,0,12,0.0,CHICKEN,75,0,0.057,"CHICKEN,ROASTING,MEAT ONLY,CKD,RSTD",0.0,1.21,167,0,0,21,0.017,2.5,7.881,5114,0.972,192,1.51,229,25.01,43,12,0.147,1.81,24.6,75,0.0,0.062,6.63,41,12,0.29,0.41,0.0,0.0,0.0,67.41,1.52
25.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",113,1 giblets,0,0.95,0,0,10,1.14,CHICKEN,236,0,0.218,"CHICKEN,ROASTING,GIBLETS,RAW",0.0,5.4,127,0,0,17,0.13,1.28,6.208,5115,2.696,184,1.26,227,18.14,0,2880,0.818,1.54,54.1,77,0.0,0.08,5.04,9592,2880,9.4,0.36,13.1,0.0,0.0,74.73,3.39
145.0,"1 cup, chopped or diced",15,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.83,0,0,12,0.86,CHICKEN,357,0,0.236,"CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD",0.0,6.09,165,0,0,20,0.147,1.33,4.032,5116,2.512,213,1.22,160,26.77,0,2443,0.808,1.64,100.1,60,0.0,0.074,5.22,8136,2443,8.45,0.3,6.5,0.0,0.0,66.32,4.63
99.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",220,".5 chicken, bone and skin removed",0,1.1,0,0,11,0.0,CHICKEN,57,0,0.038,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,RAW",0.0,0.89,109,0,0,25,0.017,0.48,10.217,5117,0.854,223,0.4,252,22.2,43,8,0.089,0.37,17.8,51,0.0,0.066,1.63,27,8,0.39,0.55,0.0,0.22,2.4,74.3,0.66
140.0,"1 cup, chopped or diced",78,"1 unit,  (yield from 1 lb ready-to-cook chicken)",0,0.95,0,0,13,0.0,CHICKEN,75,77,0.042,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,CKD,RSTD",0.0,1.08,153,0,0,23,0.015,1.52,10.469,5118,0.907,217,0.93,236,27.13,40,8,0.093,1.08,25.8,51,0.0,0.061,4.07,25,8,0.31,0.54,0.0,0.27,0.3,67.85,0.78
113.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",258,".5 chicken, bone and skin removed",0,1.04,0,0,9,0.0,CHICKEN,72,0,0.059,"CHICKEN,ROASTING,DK MEAT,MEAT ONLY,RAW",0.0,1.15,113,0,0,21,0.02,1.12,5.878,5119,1.183,178,0.9,227,18.74,53,18,0.173,0.93,13.5,95,0.0,0.072,3.61,60,18,0.34,0.32,0.0,0.21,2.4,75.48,1.65
