day,depth,distance,gap,hour,id,latitude,location.full,longitude,magnitude,minute,month,name,second,significance,time.full,year
3,49.6,0.0,0.0,7,ak13829173,61.0451,"25km SW of Anchorage, Alaska",-150.2174,3.4,51,8,Alaska,28,179,2016-08-03 07:51:28,2016
3,0.0,0.0,86.399993088,7,ak13829191,61.1723,"59km W of Valdez, Alaska",-147.4572,1.5,57,8,Alaska,14,35,2016-08-03 07:57:14,2016
3,16.85,0.08556,69.0,7,ci37646488,34.5181667,"15km ENE of Ojai, CA",-119.1043333,1.24,57,8,California,17,24,2016-08-03 07:57:17,2016
3,0.67,0.08074,195.0,7,nc72669850,37.5295,"14km SSE of Mammoth Lakes, California",-118.8965,0.67,57,8,California,17,7,2016-08-03 07:57:17,2016
3,52.4,2.858,157.0,8,us100069pu,16.0813,"13km SE of Salina Cruz, Mexico",-95.1048,4.6,1,8,Mexico,29,326,2016-08-03 08:01:29,2016
3,89.12,0.577,136.0,8,us100069px,11.2317,"2km SSE of San Juan del Sur, Nicaragua",-85.8611,4.7,5,8,Nicaragua,40,340,2016-08-03 08:05:40,2016
3,1.4,0.0,136.799989056,8,ak13844718,67.477,"77km SSW of Anaktuvuk Pass, Alaska",-152.2254,0.9,7,8,Alaska,30,12,2016-08-03 08:07:30,2016
3,11.5,0.323,204.57,8,nn00554390,39.8721,"35km NNE of Fernley, Nevada",-119.022,0.8,13,8,Nevada,4,10,2016-08-03 08:13:04,2016
3,2.53,0.03334,69.0,8,nc72669860,36.0658333,"26km WSW of Coalinga, California",-120.6371667,0.97,13,8,California,46,14,2016-08-03 08:13:46,2016
3,3.1,0.0,100.799991936,8,ak13844719,61.6425,"68km W of Willow, Alaska",-151.3224,1.1,21,8,Alaska,23,19,2016-08-03 08:21:23,2016
3,4.64,0.03692,75.0,8,ci37646504,33.5401667,"2km SW of Anza, CA",-116.6936667,0.43,27,8,California,8,3,2016-08-03 08:27:08,2016
3,9.4,0.33,110.02,8,nn00554360,38.6728,"12km SSW of Smith Valley, Nevada",-119.3765,1.3,33,8,Nevada,53,26,2016-08-03 08:33:53,2016
3,10.5,0.336,177.81,8,nn00554364,38.6677,"13km SSW of Smith Valley, Nevada",-119.3806,1.1,47,8,Nevada,19,19,2016-08-03 08:47:19,2016
3,39.7,0.0,64.799994816,8,ak13829210,61.7505,"14km N of Meadow Lakes, Alaska",-149.6259,1.2,55,8,Alaska,48,22,2016-08-03 08:55:48,2016
3,0.11,0.1022,86.0,8,ci37646512,33.7728333,"25km NE of Thermal, CA",-115.9165,0.76,58,8,California,17,9,2016-08-03 08:58:17,2016
3,20.0,0.0,50.399995968,9,ak13829216,60.9126,"35km NE of Nikiski, Alaska",-150.8214,2.1,0,8,Alaska,4,68,2016-08-03 09:00:04,2016
3,10.4,0.06119,203.0,9,uw61190086,46.8426667,"26km E of Eatonville, Washington",-121.9243333,0.57,0,8,Washington,16,5,2016-08-03 09:00:16,2016
3,20.3,0.0,86.399993088,9,ak13829221,64.3858,"39km WSW of North Nenana, Alaska",-149.7964,0.5,2,8,Alaska,54,4,2016-08-03 09:02:54,2016
3,10.2,0.0,0.0,9,ak13829222,65.1668,"57km NW of Ester, Alaska",-148.9766,1.4,6,8,Alaska,33,30,2016-08-03 09:06:33,2016
3,611.84,3.146,37.0,9,us100069q5,-18.1535,"276km N of Ndoi Island, Fiji",-178.67,4.5,21,8,Fiji,3,312,2016-08-03 09:21:03,2016
3,30.0,0.67373646,241.2,9,pr16216005,19.1399,"74km N of Brenas, Puerto Rico",-66.379,3.5,23,8,Puerto Rico,13,188,2016-08-03 09:23:13,2016
3,111.5,0.0,46.799996256,9,ak13829227,60.6581,"19km N of Redoubt Volcano, Alaska",-152.6838,1.8,24,8,Alaska,56,50,2016-08-03 09:24:56,2016
3,30.0,0.63241396,255.6,9,pr16216007,19.0893,"68km N of Brenas, Puerto Rico",-66.3498,2.8,25,8,Puerto Rico,53,121,2016-08-03 09:25:53,2016
3,29.0,0.64139711,234.0,9,pr16216006,19.1049,"70km N of Brenas, Puerto Rico",-66.3725,3.3,28,8,Puerto Rico,55,168,2016-08-03 09:28:55,2016
3,43.0,0.41951324,338.4,9,pr16216008,18.6916,"46km NE of Road Town, British Virgin Islands",-64.2816,2.3,30,8,British Virgin Islands,29,81,2016-08-03 09:30:29,2016
3,48.0,0.56144705,331.2,9,pr16216010,19.0335,"63km N of Tierras Nuevas Poniente, Puerto Rico",-66.4217,2.9,41,8,Puerto Rico,19,129,2016-08-03 09:41:19,2016
3,10.0,0.353,234.03,9,nn00554365,38.6544,"15km SSW of Smith Valley, Nevada",-119.3979,0.6,47,8,Nevada,5,6,2016-08-03 09:47:05,2016
3,16.0,0.82106017,327.6,9,pr16216009,19.2399,"91km N of Road Town, British Virgin Islands",-64.5495,2.3,50,8,British Virgin Islands,53,81,2016-08-03 09:50:53,2016
3,2.32,0.06784,86.0,10,ci37646536,33.458,"24km NNW of Borrego Springs, CA",-116.448,1.07,0,8,California,26,18,2016-08-03 10:00:26,2016
3,11.3,0.0,122.399990208,10,ak13829248,64.4856,"14km WSW of Salcha, Alaska",-147.198,0.8,10,8,Alaska,21,10,2016-08-03 10:10:21,2016
3,69.3,0.0,233.99998128,10,ak13844726,54.0148,"44km ESE of Akutan, Alaska",-165.1241,1.8,14,8,Alaska,56,50,2016-08-03 10:14:56,2016
3,16.5,0.0,226.799981856,10,ak13829249,51.1357,"86km SSE of Adak, Alaska",-176.3201,2.6,19,8,Alaska,40,104,2016-08-03 10:19:40,2016
3,52.7,0.0,0.0,10,ak13829251,61.0581,"23km SW of Anchorage, Alaska",-150.1958,3.4,32,8,Alaska,3,179,2016-08-03 10:32:03,2016
3,46.3,0.0,57.599995392,10,ak13829267,61.0623,"25km SW of Anchorage, Alaska",-150.2372,1.7,36,8,Alaska,5,44,2016-08-03 10:36:05,2016
3,2.01,0.03076,100.0,10,ci37646552,34.0998333,"10km NE of Yucaipa, CA",-116.9721667,0.96,36,8,California,24,14,2016-08-03 10:36:24,2016
3,54.0,0.0,201.599983872,10,ak13829264,51.7779,"69km E of Adak, Alaska",-175.6702,3.4,37,8,Alaska,30,178,2016-08-03 10:37:30,2016
3,8.42,0.2213,164.0,10,uw61190131,46.562,"5km SSE of Packwood, Washington",-121.6416667,1.21,40,8,Washington,9,23,2016-08-03 10:40:09,2016
3,3.13,0.114,117.0,10,ci37646560,35.5581667,"8km ESE of Bodfish, CA",-118.4176667,1.18,51,8,California,4,21,2016-08-03 10:51:04,2016
3,47.0,0.0,201.599983872,10,ak13829271,51.6157,"31km SSE of Adak, Alaska",-176.4996,2.3,56,8,Alaska,34,81,2016-08-03 10:56:34,2016
3,30.6,0.0,68.399994528,11,ak13829273,61.4883,"40km N of Valdez, Alaska",-146.4963,1.3,3,8,Alaska,41,26,2016-08-03 11:03:41,2016
3,1.0,0.0,0.0,11,us100069ry,60.1623,"69km N of Yakutat, Alaska",-139.5874,3.9,4,8,Alaska,33,234,2016-08-03 11:04:33,2016
3,3.0,0.0,64.799994816,11,ak13844734,60.1743,"70km N of Yakutat, Alaska",-139.5215,1.7,8,8,Alaska,37,44,2016-08-03 11:08:37,2016
3,143.35,2.755,62.0,11,us100069s4,-7.4356,"Kepulauan Barat Daya, Indonesia",128.5733,4.4,10,8,Indonesia,51,298,2016-08-03 11:10:51,2016
3,14.3,0.0,248.399980128,11,ak13844735,59.2403,"101km SSE of Seward, Alaska",-148.8837,1.4,12,8,Alaska,30,30,2016-08-03 11:12:30,2016
3,7.49,0.04712,77.0,11,nm60127492,36.2128333,"5km SSE of Ridgely, Tennessee",-89.475,1.0,12,8,Tennessee,31,15,2016-08-03 11:12:31,2016
3,7.61,5.56,63.0,11,us100069s6,-55.783,"102km N of Visokoi Island, South Georgia and the South Sandwich Islands",-27.1804,5.1,15,8,South Georgia and the South Sandwich Islands,17,400,2016-08-03 11:15:17,2016
3,80.1,0.0,104.399991648,11,ak13844736,59.4585,"41km SSW of Anchor Point, Alaska",-152.2245,1.6,18,8,Alaska,28,39,2016-08-03 11:18:28,2016
3,82.8,0.0,64.799994816,11,ak13844737,60.2618,"31km SE of Redoubt Volcano, Alaska",-152.3901,1.3,22,8,Alaska,34,26,2016-08-03 11:22:34,2016
3,2.31,0.02,34.0,11,us100069s7,35.8164,"7km SSW of Guthrie, Oklahoma",-97.4498,2.3,22,8,Oklahoma,51,81,2016-08-03 11:22:51,2016
3,10.3,0.04345,76.0,11,nc72669875,37.3796667,"6km WNW of West Bishop, California",-118.52,0.48,22,8,California,56,4,2016-08-03 11:22:56,2016
3,553.62,4.262,89.0,11,us100069sl,-20.2611,"59km NE of Ndoi Island, Fiji",-178.2997,4.4,26,8,Fiji,48,298,2016-08-03 11:26:48,2016
3,12.33,0.07856,145.0,11,nc72669880,40.1558333,"31km ESE of Janesville, California",-120.209,1.86,31,8,California,31,53,2016-08-03 11:31:31,2016
3,10.0,9.093,152.0,11,us10006afl,-29.0974,Southwest Indian Ridge,60.7312,4.4,37,8,Southwest Indian Ridge,57,298,2016-08-03 11:37:57,2016
3,68.52,4.679,61.0,11,us100069sf,-19.9667,"50km WSW of Pangai, Tonga",-174.7986,4.7,39,8,Tonga,54,340,2016-08-03 11:39:54,2016
3,8.5,0.0,104.399991648,11,ak13844738,60.1305,"60km SW of Redoubt Volcano, Alaska",-153.5779,0.8,42,8,Alaska,48,10,2016-08-03 11:42:48,2016
3,162.23,0.427,89.0,11,us10006afm,31.1358,"17km SW of Makurazaki, Japan",130.2071,4.2,46,8,Japan,57,271,2016-08-03 11:46:57,2016
3,5.7,0.0,172.799986176,11,ak13844739,59.6043,"50km E of Yakutat, Alaska",-138.8413,1.1,48,8,Alaska,42,19,2016-08-03 11:48:42,2016
3,2.4,0.02376,188.0,11,uw61190136,46.8598333,"29km NNW of Packwood, Washington",-121.763,0.47,49,8,Washington,57,3,2016-08-03 11:49:57,2016
3,10.5,0.2685963,244.799980416,11,ak13829325,64.2131,"60km SW of Salcha, Alaska",-147.92,0.4,52,8,Alaska,14,2,2016-08-03 11:52:14,2016
3,123.6,0.0,61.199995104,11,ak13844740,59.8879,"74km SSW of Redoubt Volcano, Alaska",-153.3523,1.6,56,8,Alaska,44,39,2016-08-03 11:56:44,2016
3,0.59,0.07723,103.0,12,nc72669885,37.5126667,"19km SE of Mammoth Lakes, California",-118.8298333,0.72,2,8,California,57,8,2016-08-03 12:02:57,2016
3,15.35,0.07112,42.0,12,ci37646592,33.2701667,"2km SW of Warner Springs, CA",-116.655,1.12,4,8,California,59,19,2016-08-03 12:04:59,2016
3,4.78,0.04755,50.0,12,nc72669890,36.6861667,"14km SSE of Ridgemark, California",-121.3271667,1.21,10,8,California,37,23,2016-08-03 12:10:37,2016
3,15.84,0.1208,71.0,12,ci37646608,34.0338333,"3km SE of Loma Linda, CA",-117.2383333,1.11,12,8,California,53,19,2016-08-03 12:12:53,2016
3,69.1,0.0,21.599998272,12,ak13829328,61.7453,"39km W of Willow, Alaska",-150.7926,2.4,15,8,Alaska,49,89,2016-08-03 12:15:49,2016
3,26.5,0.0,107.99999136,12,ak13844742,61.4989,"41km NNW of Valdez, Alaska",-146.5166,0.9,23,8,Alaska,7,12,2016-08-03 12:23:07,2016
3,17.2,0.0,86.399993088,12,ak13829335,60.3251,"66km ENE of Cape Yakataga, Alaska",-141.3498,1.1,29,8,Alaska,1,19,2016-08-03 12:29:01,2016
3,193.48,3.187,85.0,12,us100069st,18.4451,"35km S of Agrihan, Northern Mariana Islands",145.6864,4.5,29,8,Northern Mariana Islands,1,312,2016-08-03 12:29:01,2016
3,9.84,0.06361,58.0,12,nc72669895,35.712,"12km NE of San Simeon, California",-121.084,1.56,36,8,California,54,37,2016-08-03 12:36:54,2016
3,7.5,0.0,68.399994528,12,ak13844744,60.159,"68km N of Yakutat, Alaska",-139.5459,1.2,41,8,Alaska,35,22,2016-08-03 12:41:35,2016
3,9.65,0.06646,110.0,12,ci37646624,32.702,"21km E of Ocotillo, CA",-115.7746667,0.98,42,8,California,15,15,2016-08-03 12:42:15,2016
3,17.53,0.1127,68.0,12,ci37646632,33.9395,"5km ENE of Cabazon, CA",-116.7355,0.75,43,8,California,1,9,2016-08-03 12:43:01,2016
3,7.23,0.01752,100.0,12,nc72669900,36.7471667,"9km SW of Ridgemark, California",-121.4411667,0.75,53,8,California,36,9,2016-08-03 12:53:36,2016
3,1.58,0.01127,241.0,12,nc71104684,38.8345,"7km W of Cobb, California",-122.8075,0.25,54,8,California,4,1,2016-08-03 12:54:04,2016
3,14.1,0.0,0.0,13,ak13829338,65.226,"17km WNW of Tanana, Alaska",-152.4248,1.6,3,8,Alaska,30,39,2016-08-03 13:03:30,2016
3,-0.31,0.01557,57.0,13,nc72669905,36.5876667,"19km NW of Quarry near Soledad, CA",-121.4175,1.4,4,8,California,15,30,2016-08-03 13:04:15,2016
3,16.05,0.04763,52.0,13,ci37646640,33.6746667,"8km SSE of Idyllwild, CA",-116.6773333,0.76,4,8,California,15,9,2016-08-03 13:04:15,2016
3,15.75,0.1044,72.0,13,ci37646648,33.9466667,"5km NE of Cabazon, CA",-116.7406667,0.7,8,8,California,56,8,2016-08-03 13:08:56,2016
3,8.9,0.063,301.61,13,nn00554393,38.4615,"47km E of Hawthorne, Nevada",-118.0837,0.6,14,8,Nevada,33,6,2016-08-03 13:14:33,2016
3,2.522,0.003368,105.0,13,hv61362841,19.388,"6km SW of Volcano, Hawaii",-155.2785,0.33,16,8,Hawaii,15,2,2016-08-03 13:16:15,2016
3,3.04,0.01103,138.0,13,nc72669915,40.475,"30km NW of Chester, California",-121.515,0.14,22,8,California,23,0,2016-08-03 13:22:23,2016
3,1.72,0.09446,70.0,13,ci37646680,33.7656667,"25km ENE of Thermal, CA",-115.9128333,1.27,24,8,California,45,25,2016-08-03 13:24:45,2016
3,-0.35,0.187,232.0,13,ci37646688,34.6736667,"25km WSW of Vandenberg Air Force Base, CA",-120.7716667,1.47,29,8,California,49,33,2016-08-03 13:29:49,2016
3,43.1,0.0,151.199987904,13,ak13829340,59.8469,"41km ENE of Fritz Creek, Alaska",-150.5807,1.1,34,8,Alaska,23,19,2016-08-03 13:34:23,2016
3,1.75,0.02585,160.0,13,uw61190171,46.8561667,"28km NNW of Packwood, Washington",-121.7633333,0.23,34,8,Washington,49,1,2016-08-03 13:34:49,2016
3,3.2,0.085,255.01,13,nn00554396,38.0897,"35km ESE of Bridgeport, California",-118.8836,0.8,45,8,California,54,10,2016-08-03 13:45:54,2016
3,107.5,0.0,64.799994816,13,ak13829341,62.1367,"106km W of Talkeetna, Alaska",-152.1119,1.7,49,8,Alaska,39,44,2016-08-03 13:49:39,2016
3,5.1,0.0,93.599992512001,13,ak13829343,63.5621,"93km WNW of Cantwell, Alaska",-150.7797,1.2,51,8,Alaska,0,22,2016-08-03 13:51:00,2016
3,10.0,0.18,292.31,13,nn00554397,38.2565,"31km SSW of Hawthorne, Nevada",-118.7332,0.1,59,8,Nevada,47,0,2016-08-03 13:59:47,2016
3,2.4,0.0,0.0,14,ak13829348,64.4991,"81km SSW of Tanana, Alaska",-152.7641,1.1,19,8,Alaska,30,19,2016-08-03 14:19:30,2016
3,8.6,0.0,197.99998416,14,ak13844750,66.2984,"131km ENE of Circle, Alaska",-141.4104,0.9,20,8,Alaska,44,12,2016-08-03 14:20:44,2016
3,15.6,0.0,133.199989344,14,ak13829350,63.4638,"55km E of Cantwell, Alaska",-147.8433,0.7,20,8,Alaska,58,8,2016-08-03 14:20:58,2016
3,9.2,0.0,107.99999136,14,ak13844752,62.154,"9km W of Y, Alaska",-150.0331,0.9,37,8,Alaska,6,12,2016-08-03 14:37:06,2016
3,1.67,0.01041,82.0,14,nc72669925,38.7466667,"4km SE of The Geysers, California",-122.7225,1.27,40,8,California,26,25,2016-08-03 14:40:26,2016
3,12.0,0.40603851,219.6,14,pr16216012,17.8717,"24km SE of Emajagua, Puerto Rico",-65.691,1.9,43,8,Puerto Rico,21,56,2016-08-03 14:43:21,2016
3,24.0,0.15451023,190.8,14,pr16216011,18.1685,"15km NW of Puerto Real, Puerto Rico",-67.3,2.3,46,8,Puerto Rico,34,81,2016-08-03 14:46:34,2016
3,50.4,0.0,97.199992224001,14,ak13829353,56.8547,"96km SW of Larsen Bay, Alaska",-154.9645,2.4,47,8,Alaska,28,89,2016-08-03 14:47:28,2016
3,16.2,0.0,284.399977248,14,ak13829352,51.2838,"68km SSE of Adak, Alaska",-176.4202,1.5,49,8,Alaska,56,35,2016-08-03 14:49:56,2016
3,-0.11,0.02516,62.0,14,nc72669930,36.8933333,"1km SSE of Quarry near Aromas, CA",-121.6213333,1.76,55,8,California,58,48,2016-08-03 14:55:58,2016
3,-2.0,0.199,151.0,15,mb80164184,46.0208333,"6km ENE of Butte, Montana",-112.4528333,1.37,2,8,Montana,29,29,2016-08-03 15:02:29,2016
3,-0.47,0.1126,126.0,15,uw61190231,46.0136667,"3km W of Kalama, Washington",-122.8833333,1.55,13,8,Washington,18,37,2016-08-03 15:13:18,2016
3,21.7,0.0,287.99997696,15,ak13844755,51.5296,"58km SE of Adak, Alaska",-176.029,1.1,27,8,Alaska,59,19,2016-08-03 15:27:59,2016
3,30.0,0.0,320.399974368,15,ak13844756,51.6088,"82km ESE of Adak, Alaska",-175.5541,1.1,34,8,Alaska,28,19,2016-08-03 15:34:28,2016
3,31.6,0.0,75.599993952001,15,ak13829357,61.0734,"31km WSW of Anchorage, Alaska",-150.3976,1.1,34,8,Alaska,40,19,2016-08-03 15:34:40,2016
3,49.5,0.0,64.799994816,15,ak13829358,60.9384,"42km NE of Nikiski, Alaska",-150.6841,1.5,42,8,Alaska,10,35,2016-08-03 15:42:10,2016
3,5.7,0.316,200.35,15,nn00554398,36.9173,"49km NE of Lone Pine, California",-117.6653,0.5,43,8,California,51,4,2016-08-03 15:43:51,2016
3,7.48,0.152,261.0,15,mb80164199,43.5161667,"26km E of Jackson, Wyoming",-110.4413333,1.82,46,8,Wyoming,4,51,2016-08-03 15:46:04,2016
3,15.59,0.03182,63.0,15,ci37646800,33.6055,"6km N of Anza, CA",-116.675,0.41,49,8,California,19,3,2016-08-03 15:49:19,2016
3,2.61,0.006726,95.0,15,nc72669935,38.8113333,"6km NW of The Geysers, California",-122.8211667,1.28,50,8,California,18,25,2016-08-03 15:50:18,2016
3,3.75,0.05305,121.0,15,nc72669940,37.537,"17km SE of Mammoth Lakes, California",-118.8246667,0.72,57,8,California,49,8,2016-08-03 15:57:49,2016
3,1.75,0.09446,71.0,16,ci37646824,33.7665,"25km ENE of Thermal, CA",-115.9101667,1.19,1,8,California,51,22,2016-08-03 16:01:51,2016
3,3.35,0.0896,122.0,16,ci37646832,33.7635,"26km ENE of Thermal, CA",-115.9023333,1.0,3,8,California,17,15,2016-08-03 16:03:17,2016
3,70.2,0.0,187.199985024,16,ak13829360,52.1016,"11km SSW of Atka, Alaska",-174.2688,2.6,7,8,Alaska,25,104,2016-08-03 16:07:25,2016
3,69.6,0.0,64.799994816,16,ak13829363,59.7879,"38km W of Anchor Point, Alaska",-152.5172,1.6,17,8,Alaska,7,39,2016-08-03 16:17:07,2016
3,3.31,0.09331,117.0,16,ci37646856,33.766,"26km ENE of Thermal, CA",-115.9076667,1.07,29,8,California,22,18,2016-08-03 16:29:22,2016
3,3.11,0.08848,116.0,16,ci37646864,33.7611667,"25km ENE of Thermal, CA",-115.9066667,1.1,29,8,California,48,19,2016-08-03 16:29:48,2016
3,66.8,0.0,17.99999856,16,ak13829364,61.4075,"52km WSW of Big Lake, Alaska",-150.9117,2.4,34,8,Alaska,10,89,2016-08-03 16:34:10,2016
3,15.4,0.0,104.399991648,16,ak13829372,63.4035,"76km E of Cantwell, Alaska",-147.4212,0.8,48,8,Alaska,24,10,2016-08-03 16:48:24,2016
3,12.4,0.0,280.799977536,16,ak13844763,51.6314,"44km SW of Adak, Alaska",-177.1621,0.7,49,8,Alaska,0,8,2016-08-03 16:49:00,2016
3,125.6,0.0,244.799980416,16,ak13844764,51.8369,"12km SSW of Little Sitkin Island, Alaska",178.4578,1.9,52,8,Alaska,35,56,2016-08-03 16:52:35,2016
3,1.68,0.004564,72.0,17,nc72669950,38.836834,"6km WNW of Cobb, California",-122.7958298,0.95,18,8,California,42,14,2016-08-03 17:18:42,2016
3,104.9,0.0,0.0,17,us100069xc,-22.855,"48km SSE of Calama, Chile",-68.714,4.0,26,8,Chile,23,246,2016-08-03 17:26:23,2016
3,75.9,0.0,89.999992800001,17,ak13844765,59.0153,"102km SW of Homer, Alaska",-152.8602,1.6,31,8,Alaska,53,39,2016-08-03 17:31:53,2016
3,52.0,0.0,79.199993664001,17,ak13844766,61.5468,"31km W of Big Lake, Alaska",-150.5485,1.2,35,8,Alaska,59,22,2016-08-03 17:35:59,2016
3,5.14,0.02162,133.0,17,ci37646920,33.254,"2km W of Borrego Springs, CA",-116.3976667,0.8,38,8,California,28,10,2016-08-03 17:38:28,2016
3,4.51,0.1855,128.0,17,uw61190271,47.6693333,"4km NW of Carnation, Washington",-121.9615,1.32,43,8,Washington,51,27,2016-08-03 17:43:51,2016
3,21.3,0.0,190.799984736,17,ak13844767,51.4854,"53km SSW of Semisopochnoi Island, Alaska",179.4122,1.1,50,8,Alaska,1,19,2016-08-03 17:50:01,2016
3,3.86,0.1772,143.0,18,uu60157472,37.4206667,"23km NE of Toquerville, Utah",-113.1266667,0.74,4,8,Utah,12,8,2016-08-03 18:04:12,2016
3,0.0,0.25,216.56,18,nn00554420,36.4283,"56km SSW of Beatty, Nevada",-116.9522,0.1,5,8,Nevada,18,0,2016-08-03 18:05:18,2016
3,4.9,0.0,208.799983296,18,ak13829374,64.3932,"15km SSW of Salcha, Alaska",-146.992,0.2,8,8,Alaska,44,1,2016-08-03 18:08:44,2016
3,3.5,0.266,130.0,18,mb80164424,45.0776667,"29km SE of Virginia City, Montana",-111.7353333,1.05,11,8,Montana,10,17,2016-08-03 18:11:10,2016
3,10.1,0.0,169.199986464,18,ak13829375,64.4974,"38km SSW of Badger, Alaska",-147.9134,0.4,15,8,Alaska,30,2,2016-08-03 18:15:30,2016
3,3.93,0.04193,86.0,18,ci37646936,33.5235,"6km WSW of Anza, CA",-116.7331667,0.65,19,8,California,30,6,2016-08-03 18:19:30,2016
3,67.6,0.0,147.599988192,18,ak13829376,58.8145,"114km SW of Homer, Alaska",-152.7472,1.6,21,8,Alaska,50,39,2016-08-03 18:21:50,2016
3,14.1,0.0,0.0,18,ak13829377,64.6614,"38km WNW of North Nenana, Alaska",-149.8895,1.0,24,8,Alaska,24,15,2016-08-03 18:24:24,2016
3,78.76,2.474,121.0,18,us100069xr,-13.2841,"51km WSW of Ayacucho, Peru",-74.6778,4.6,35,8,Peru,42,326,2016-08-03 18:35:42,2016
3,526.13,2.999,79.0,18,us10006afw,-17.638,"235km SE of Lambasa, Fiji",-178.8027,4.2,39,8,Fiji,59,271,2016-08-03 18:39:59,2016
3,9.05,0.05071,197.0,18,uw61190311,47.6248333,"5km WNW of Seattle, Washington",-122.4031667,1.3,41,8,Washington,30,26,2016-08-03 18:41:30,2016
3,11.876,0.008451,94.0,18,hv61363156,19.384,"10km WSW of Volcano, Hawaii",-155.32,0.8,42,8,Hawaii,47,10,2016-08-03 18:42:47,2016
3,76.6,0.0,71.999994240001,18,ak13829380,59.7225,"38km W of Anchor Point, Alaska",-152.5124,1.5,46,8,Alaska,26,35,2016-08-03 18:46:26,2016
3,42.0,0.50485319,320.4,18,pr16216013,18.8507,"56km NNE of Road Town, British Virgin Islands",-64.3399,2.4,50,8,British Virgin Islands,28,89,2016-08-03 18:50:28,2016
3,4.4,0.0,43.199996544,18,ak13829381,61.1645,"73km NW of Nikiski, Alaska",-152.2261,1.1,51,8,Alaska,27,19,2016-08-03 18:51:27,2016
3,37.4,0.0,233.99998128,18,ak13844774,52.7588,"48km ESE of Nikolski, Alaska",-168.2193,1.8,58,8,Alaska,58,50,2016-08-03 18:58:58,2016
3,1.63,0.04064,96.0,19,ci37646968,33.6071667,"5km N of Murrieta Hot Springs, CA",-117.1475,0.62,5,8,California,49,6,2016-08-03 19:05:49,2016
3,101.3,0.0,57.599995392,19,ak13829415,59.8442,"59km W of Anchor Point, Alaska",-152.8763,2.5,6,8,Alaska,35,96,2016-08-03 19:06:35,2016
3,4.9,0.0,0.0,19,ak13829421,69.2682,"128km N of Arctic Village, Alaska",-145.9506,1.4,6,8,Alaska,41,30,2016-08-03 19:06:41,2016
3,3.37,0.006037,85.0,19,nc72669960,38.7943344,"2km NW of The Geysers, California",-122.7803345,0.89,19,8,California,34,12,2016-08-03 19:19:34,2016
3,89.3,0.0,104.399991648,19,ak13829427,63.2241,"26km SW of Cantwell, Alaska",-149.3175,1.1,25,8,Alaska,21,19,2016-08-03 19:25:21,2016
3,0.0,0.0,75.599993952001,19,ak13829429,64.9886,"22km NNE of Badger, Alaska",-147.3406,1.3,28,8,Alaska,2,26,2016-08-03 19:28:02,2016
3,10.0,8.512,55.0,19,us100069ya,56.0723,"37km ENE of Kichera, Russia",110.6443,4.4,28,8,Russia,54,298,2016-08-03 19:28:54,2016
3,10.2,0.387,88.76,19,nn00554425,39.2894,"28km W of Ely, Nevada",-115.2106,2.8,30,8,Nevada,24,121,2016-08-03 19:30:24,2016
3,80.8,0.0,57.599995392,19,ak13829432,62.9558,"54km SSW of Cantwell, Alaska",-149.4496,1.2,45,8,Alaska,12,22,2016-08-03 19:45:12,2016
3,138.1,0.0,183.599985312,19,ak13844780,52.1406,"44km NE of Adak, Alaska",-176.1671,2.1,50,8,Alaska,7,68,2016-08-03 19:50:07,2016
3,5.1,0.0,0.0,19,ak13829434,50.994,"56km WSW of Amatignak Island, Alaska",-179.7973,1.8,52,8,Alaska,19,50,2016-08-03 19:52:19,2016
3,538.08,3.652,143.0,19,us10006afx,-18.049,"294km NNE of Ndoi Island, Fiji",-178.1246,4.4,52,8,Fiji,29,298,2016-08-03 19:52:29,2016
3,1.93,0.007738,192.0,19,nc72669970,37.6058333,"6km SE of Mammoth Lakes, California",-118.921,0.51,55,8,California,27,4,2016-08-03 19:55:27,2016
3,68.0,0.0,86.399993088,19,ak13844782,62.6739,"54km NE of Talkeetna, Alaska",-149.373,0.9,57,8,Alaska,36,12,2016-08-03 19:57:36,2016
3,12.8,0.0,0.0,20,ak13841691,64.9445,"100km NNE of Dawson, Canada",-138.9717,1.6,3,8,Canada,43,39,2016-08-03 20:03:43,2016
3,10.2,0.0,68.399994528,20,ak13841692,60.1442,"67km N of Yakutat, Alaska",-139.553,1.1,9,8,Alaska,39,19,2016-08-03 20:09:39,2016
3,34.95,0.851,196.0,20,us100069yf,51.4562,"88km SSE of Atka, Alaska",-173.7246,4.0,16,8,Alaska,47,246,2016-08-03 20:16:47,2016
3,54.2,0.0,0.0,20,ak13841694,54.7086,"84km SE of Cold Bay, Alaska",-161.6911,2.0,26,8,Alaska,42,62,2016-08-03 20:26:42,2016
3,66.0,0.73661853,316.8,20,pr16217000,19.047,"69km N of Road Town, British Virgin Islands",-64.5652,2.3,32,8,British Virgin Islands,12,81,2016-08-03 20:32:12,2016
3,218.43,2.157,27.0,20,us100069yj,-21.3395,"60km SW of Atocha, Bolivia",-66.6236,4.4,39,8,Bolivia,50,298,2016-08-03 20:39:50,2016
3,0.0,0.0,0.0,20,ak13829475,61.1221,"51km W of Valdez, Alaska",-147.3106,1.6,45,8,Alaska,55,39,2016-08-03 20:45:55,2016
3,45.3,0.0,0.0,20,ak13829477,61.0784,"24km SW of Anchorage, Alaska",-150.2403,1.7,49,8,Alaska,29,44,2016-08-03 20:49:29,2016
3,13.3,0.357,221.34,20,nn00554434,38.6521,"15km SSW of Smith Valley, Nevada",-119.4029,1.3,59,8,Nevada,6,26,2016-08-03 20:59:06,2016
