day,depth,distance,gap,hour,id,latitude,location.full,longitude,magnitude,minute,month,name,second,significance,time.full,year
27,74.0,0.67463478,255.6,15,pr16209004,18.9866,"75km N of Culebra, Puerto Rico",-65.2505,2.7,38,7,Puerto Rico,54,112,2016-07-27 15:38:54,2016
27,4.8,1.139064,313.199974944,15,ak13831414,52.5918,"142km S of Unalaska, Alaska",-166.5903,2.1,43,7,Alaska,33,68,2016-07-27 15:43:33,2016
27,1.19,0.08604,50.0,15,ci37641032,33.7351667,"21km ENE of Thermal, CA",-115.9486667,1.02,53,7,California,25,16,2016-07-27 15:53:25,2016
27,5.19,0.02757,87.0,16,nc72667106,37.5753333,"12km SE of Mammoth Lakes, California",-118.8585,0.75,17,7,California,53,9,2016-07-27 16:17:53,2016
27,72.7,0.3036306,89.999992800001,16,ak13831415,61.6867,"68km W of Willow, Alaska",-151.3328,1.4,30,7,Alaska,28,30,2016-07-27 16:30:28,2016
27,-1.01,0.06748,61.0,16,ci37641064,35.0581667,"12km SE of Tehachapi, CA",-118.3453333,0.9,36,7,California,27,12,2016-07-27 16:36:27,2016
27,0.3,0.2551215,82.799993376001,16,ak13809431,63.2885,"23km WSW of Cantwell, Alaska",-149.3678,1.0,37,7,Alaska,17,15,2016-07-27 16:37:17,2016
27,25.0,0.6836179,226.799981856,16,ak13831417,58.2784,"87km NE of Kodiak, Alaska",-151.2473,1.8,47,7,Alaska,8,50,2016-07-27 16:47:08,2016
27,10.8,0.167985,57.599995392,16,ak13809853,67.3656,"15km NE of Coldfoot, Alaska",-149.9578,0.9,49,7,Alaska,14,12,2016-07-27 16:49:14,2016
27,1.5,0.0530006,39.599996832,16,ak13809854,61.3078,"92km N of Redoubt Volcano, Alaska",-152.4596,2.0,50,7,Alaska,22,62,2016-07-27 16:50:22,2016
27,4.7,0.05210229,215.99998272,16,ak13831420,61.3199,"93km N of Redoubt Volcano, Alaska",-152.5167,1.6,51,7,Alaska,1,39,2016-07-27 16:51:01,2016
27,7.1,0.04401745,223.199982144,16,ak13831421,61.3148,"93km N of Redoubt Volcano, Alaska",-152.5359,1.0,51,7,Alaska,39,15,2016-07-27 16:51:39,2016
27,3.0,0.03413598,61.199995104,16,ak13809857,61.2971,"91km NW of Nikiski, Alaska",-152.4237,1.4,53,7,Alaska,52,30,2016-07-27 16:53:52,2016
27,47.0,0.2281721,226.799981856,17,ak13831423,52.7724,"22km SE of Nikolski, Alaska",-168.6702,1.8,6,7,Alaska,6,50,2016-07-27 17:06:06,2016
27,25.1,0.6387022,57.599995392,17,ak13809859,63.5041,"76km E of Cantwell, Alaska",-147.4457,1.3,9,7,Alaska,18,26,2016-07-27 17:09:18,2016
27,2.54,0.0169,168.0,17,uw61172422,46.2615,"33km S of Morton, Washington",-122.2033333,0.51,17,7,Washington,18,4,2016-07-27 17:17:18,2016
27,0.0,0.1859513,97.199992224001,17,ak13809862,61.0448,"35km NNE of Whittier, Alaska",-148.3254,1.9,27,7,Alaska,50,56,2016-07-27 17:27:50,2016
27,120.9,0.182358,57.599995392,17,ak13809864,59.556,"80km ESE of Old Iliamna, Alaska",-153.5477,2.5,39,7,Alaska,37,96,2016-07-27 17:39:37,2016
27,17.3,0.02694946,79.199993664001,17,ak13809870,64.8328,"28km N of North Nenana, Alaska",-149.0904,0.9,41,7,Alaska,39,12,2016-07-27 17:41:39,2016
27,-0.78,0.15,235.0,17,uw61172437,45.9655,"11km NE of Woodland, Washington",-122.629,1.03,43,7,Washington,30,16,2016-07-27 17:43:30,2016
27,9.4,0.1527136,107.99999136,17,ak13809873,64.7836,"6km NE of North Pole, Alaska",-147.2442,0.2,47,7,Alaska,1,1,2016-07-27 17:47:01,2016
27,16.7,0.2167,69.0,17,uw61172452,47.355,"16km ESE of Soap Lake, Washington",-119.2785,1.49,59,7,Washington,1,34,2016-07-27 17:59:01,2016
27,6.51,0.04863,159.0,18,uw61172457,46.606,"10km SE of Desert Aire, Washington",-119.8398333,0.99,1,7,Washington,30,15,2016-07-27 18:01:30,2016
27,15.88,0.05913,147.0,18,ci37641112,33.6805,"11km SE of Valle Vista, CA",-116.8106667,0.68,13,7,California,30,7,2016-07-27 18:13:30,2016
27,-0.13,0.07043,61.0,18,ci37641120,33.0428333,"44km NNW of Los Algodones, B.C., MX",-114.9765,1.15,15,7,Mexico,27,20,2016-07-27 18:15:27,2016
27,-0.6,0.1345,272.0,18,uw61172462,46.2443333,"11km NW of West Longview, Washington",-123.1063333,1.36,17,7,Washington,55,28,2016-07-27 18:17:55,2016
27,27.8,0.1131877,32.399997408,18,ak13810299,61.8735,"38km ENE of Sutton-Alpine, Alaska",-148.1367,1.7,18,7,Alaska,50,44,2016-07-27 18:18:50,2016
27,9.53,0.05766,59.0,18,ci37641128,35.5331667,"24km ESE of Ridgecrest, CA",-117.4345,0.89,20,7,California,7,12,2016-07-27 18:20:07,2016
27,-0.85,0.07131,80.0,18,uw61172467,47.1195,"15km ESE of Cle Elum, Washington",-120.7686667,1.46,20,7,Washington,58,33,2016-07-27 18:20:58,2016
27,114.7,3.705,134.0,18,us100069h3,-5.9001,"43km N of Kainantu, Papua New Guinea",145.8818,4.2,38,7,Papua New Guinea,40,271,2016-07-27 18:38:40,2016
27,21.7,0.5425824,244.799980416,18,ak13831430,53.0238,"106km SSW of Unalaska, Alaska",-167.2729,1.6,41,7,Alaska,9,39,2016-07-27 18:41:09,2016
27,14.9,0.1185776,107.99999136,18,ak13810305,62.947,"50km S of Cantwell, Alaska",-148.7739,1.0,42,7,Alaska,17,15,2016-07-27 18:42:17,2016
27,5.77,0.02234,67.0,18,uu60156892,44.7286667,"10km NW of West Yellowstone, Montana",-111.2005,1.24,45,7,Montana,18,24,2016-07-27 18:45:18,2016
27,0.0,0.2129007,183.599985312,19,ak13810729,58.4159,"108km NNW of Larsen Bay, Alaska",-154.7655,1.7,1,7,Alaska,32,44,2016-07-27 19:01:32,2016
27,10.2,0.6701432,93.599992512001,19,ak13810820,63.5541,"79km ENE of Cantwell, Alaska",-147.3938,0.9,6,7,Alaska,11,12,2016-07-27 19:06:11,2016
27,4.5,0.02155957,53.99999568,19,ak13810819,61.1827,"75km NW of Nikiski, Alaska",-152.2379,1.1,6,7,Alaska,27,19,2016-07-27 19:06:27,2016
27,-0.15,0.06464,125.0,19,uw61172487,48.0113333,"11km SW of Brewster, Washington",-119.8786667,1.87,11,7,Washington,55,54,2016-07-27 19:11:55,2016
27,-0.53,0.6023,210.0,19,uw61172492,49.425,"3km SSW of Princeton, Canada",-120.523,1.94,16,7,Canada,30,58,2016-07-27 19:16:30,2016
27,19.98,0.1677,242.0,19,nc72667156,40.2971667,"36km SSW of Ferndale, California",-124.5011667,2.5,22,7,California,24,96,2016-07-27 19:22:24,2016
27,10.0,1.19,58.0,19,us100067wm,39.4543,"31km SSE of Sary-Tash, Kyrgyzstan",73.3421,4.6,27,7,Kyrgyzstan,44,326,2016-07-27 19:27:44,2016
27,-0.82,0.1042,58.0,19,ci37641144,35.038,"5km NNW of Boron, CA",-117.6803333,1.82,32,7,California,21,51,2016-07-27 19:32:21,2016
27,11.98,0.04105,48.0,19,nm60152891,36.1005,"8km NNW of Dyersburg, Tennessee",-89.426,1.88,32,7,Tennessee,43,54,2016-07-27 19:32:43,2016
27,9.2,0.1293574,154.799987616,19,ak13810828,63.8442,"8km E of Healy, Alaska",-148.788,0.7,34,7,Alaska,32,8,2016-07-27 19:34:32,2016
27,47.7,0.4051402,176.399985888,19,ak13831436,54.9465,"44km S of Sand Point, Alaska",-160.3859,2.1,43,7,Alaska,21,68,2016-07-27 19:43:21,2016
27,4.5,0.06378039,122.399990208,19,ak13810834,64.7299,"15km ENE of Eielson Air Force Base, Alaska",-146.7726,0.6,51,7,Alaska,8,6,2016-07-27 19:51:08,2016
27,-0.5,0.02757,80.0,19,ci37641160,33.7748333,"13km SSE of Home Gardens, CA",-117.4486667,0.97,52,7,California,40,14,2016-07-27 19:52:40,2016
27,21.49,2.033,92.0,19,us100067x9,-15.4456,"83km NE of Hihifo, Tonga",-173.1647,4.8,56,7,Tonga,17,354,2016-07-27 19:56:17,2016
27,2.04,0.009406,67.0,19,ci37641168,36.0303333,"16km E of Coso Junction, CA",-117.775,0.34,59,7,California,55,2,2016-07-27 19:59:55,2016
27,32.2,0.7896191,154.799987616,20,ak13811260,55.4078,"95km S of Chignik Lake, Alaska",-158.4937,2.3,0,7,Alaska,53,81,2016-07-27 20:00:53,2016
27,1.5,0.01162,65.0,20,nc72667176,38.8311653,"4km WNW of Cobb, California",-122.7736664,0.93,2,7,California,44,13,2016-07-27 20:02:44,2016
27,13.44,0.188,167.0,20,nc72667181,37.2006667,"10km WNW of Big Pine, California",-118.4,1.88,3,7,California,5,54,2016-07-27 20:03:05,2016
27,9.84,0.08017,27.0,20,ci37641176,33.449,"23km ESE of Anza, CA",-116.462,1.64,5,7,California,18,41,2016-07-27 20:05:18,2016
27,68.5,0.6054645,71.999994240001,20,ak13832313,56.8766,"131km ENE of Chignik Lake, Alaska",-156.9522,2.0,7,7,Alaska,6,62,2016-07-27 20:07:06,2016
27,45.8,0.9279597,277.199977824,20,ak13811261,51.3507,"94km S of Atka, Alaska",-174.284,2.3,8,7,Alaska,24,81,2016-07-27 20:08:24,2016
27,2.25,0.4965,116.0,20,nm60152966,35.4215,"4km NE of Dover, Arkansas",-93.0776667,2.76,19,7,Arkansas,39,137,2016-07-27 20:19:39,2016
27,5.96,0.6951,212.0,20,ci37641192,31.1293333,"149km SE of Estacion Coahuila, B.C., MX",-114.0478333,3.08,26,7,Mexico,10,147,2016-07-27 20:26:10,2016
27,2.03,0.05133,92.0,20,ci37143356,36.0583333,"6km ENE of Coso Junction, CA",-117.879,0.65,26,7,California,21,6,2016-07-27 20:26:21,2016
27,3.5,0.3314783,46.799996256,20,ak13811269,62.2068,"137km SE of McGrath, Alaska",-153.4684,1.4,31,7,Alaska,6,30,2016-07-27 20:31:06,2016
27,27.62,0.305,149.0,20,us100067xj,-30.3675,"48km WNW of Ovalle, Chile",-71.6354,4.3,34,7,Chile,20,284,2016-07-27 20:34:20,2016
27,20.4,0.2659013,82.799993376001,20,ak13811271,64.2608,"51km SW of North Nenana, Alaska",-149.8759,0.6,34,7,Alaska,48,6,2016-07-27 20:34:48,2016
27,76.01,1.686,124.0,20,us100069hu,-4.8885,"88km ESE of Taron, Papua New Guinea",153.7064,4.3,34,7,Papua New Guinea,48,284,2016-07-27 20:34:48,2016
27,4.35,0.09109,110.0,20,ci37641200,33.9611667,"5km NW of Banning, CA",-116.9105,0.62,35,7,California,31,6,2016-07-27 20:35:31,2016
27,599.55,8.139,176.0,20,us100069i2,-25.9135,South of the Fiji Islands,178.4949,4.4,36,7,South of the Fiji Islands,42,298,2016-07-27 20:36:42,2016
27,6.89,0.06007,334.0,20,nc71104639,37.1026667,"22km SW of Gustine, California",-121.154,0.68,40,7,California,6,7,2016-07-27 20:40:06,2016
27,25.3,2.056,269.0,21,us10006bs3,50.7456,"190km SSW of Buldir Island, Alaska",174.994,3.1,3,7,Alaska,7,148,2016-07-27 21:03:07,2016
27,76.0,0.2632064,118.799990496,21,ak13832318,59.8913,"27km WNW of Anchor Point, Alaska",-152.2587,1.2,6,7,Alaska,58,22,2016-07-27 21:06:58,2016
27,44.4,0.247935,82.799993376001,21,ak13832319,60.4989,"4km SSE of Sterling, Alaska",-150.7259,1.5,7,7,Alaska,5,35,2016-07-27 21:07:05,2016
27,15.6,0.05845,109.0,21,ci37641208,33.6505,"12km SSW of Idyllwild, CA",-116.7821667,0.74,10,7,California,28,8,2016-07-27 21:10:28,2016
27,2.17,0.008497,113.0,21,nc72667201,38.8168333,"6km NW of The Geysers, California",-122.817,0.23,11,7,California,49,1,2016-07-27 21:11:49,2016
27,12.5,0.193,156.91,21,nn00553602,38.6668,"19km NW of Hawthorne, Nevada",-118.7643,0.4,20,7,Nevada,7,2,2016-07-27 21:20:07,2016
27,7.6,0.08983153,104.399991648,21,ak13811707,60.1265,"80km E of Cape Yakataga, Alaska",-140.9892,1.6,23,7,Alaska,14,39,2016-07-27 21:23:14,2016
27,2.7,0.04464,312.0,21,nc71104644,37.0341667,"27km NE of Hollister, California",-121.1968333,0.49,34,7,California,3,4,2016-07-27 21:34:03,2016
27,33.915,0.1203,267.0,21,hv61355286,19.2946667,"21km SSW of Leilani Estates, Hawaii",-155.0171667,1.76,39,7,Hawaii,32,48,2016-07-27 21:39:32,2016
27,13.6,0.4195132,107.99999136,21,ak13811717,61.2486,"112km WNW of Haines Junction, Canada",-139.3301,1.3,40,7,Canada,14,26,2016-07-27 21:40:14,2016
27,43.0,0.63331228,288.0,21,pr16210000,18.9834,"55km N of Hatillo, Puerto Rico",-66.7925,2.8,41,7,Puerto Rico,30,121,2016-07-27 21:41:30,2016
27,7.5,0.0,0.0,21,us100067xv,61.2297,"107km WNW of Haines Junction, Canada",-139.2366,3.7,42,7,Canada,17,211,2016-07-27 21:42:17,2016
27,-0.12,0.05734,230.0,21,nc72667211,37.555,"11km SSE of Mammoth Lakes, California",-118.9075,0.99,58,7,California,29,15,2016-07-27 21:58:29,2016
27,12.95,0.07064,53.0,21,ci37641224,33.9906667,"7km SSE of Loma Linda, CA",-117.2443333,1.25,58,7,California,46,24,2016-07-27 21:58:46,2016
27,16.36,0.04424,147.0,22,ci37641232,33.6855,"8km SE of Idyllwild, CA",-116.6713333,0.71,2,7,California,19,8,2016-07-27 22:02:19,2016
27,15.0,0.06557702,89.999992800001,22,ak13812167,64.8504,"30km N of North Nenana, Alaska",-149.0505,0.2,5,7,Alaska,18,1,2016-07-27 22:05:18,2016
27,9.5,0.188,60.83,22,nn00553550,38.2658,"30km SSW of Hawthorne, Nevada",-118.7435,1.7,6,7,Nevada,14,44,2016-07-27 22:06:14,2016
27,59.6,0.2757828,93.599992512001,22,ak13832324,59.9332,"20km NNE of Anchor Point, Alaska",-151.6507,1.2,7,7,Alaska,33,22,2016-07-27 22:07:33,2016
27,20.9,0.6431937,219.599982432,22,ak13832325,51.1638,"11km SSW of Amatignak Island, Alaska",-179.1618,1.9,7,7,Alaska,44,56,2016-07-27 22:07:44,2016
27,114.0,0.05569555,57.599995392,22,ak13832326,59.7084,"79km W of Anchor Point, Alaska",-153.2323,1.7,14,7,Alaska,34,44,2016-07-27 22:14:34,2016
27,9.34,0.009231,49.0,22,ci37641240,33.5145,"20km SSW of La Quinta, CA",-116.4226667,1.74,19,7,California,29,47,2016-07-27 22:19:29,2016
27,5.0,1.188,197.0,22,mb80163534,48.8751667,"30km NNE of Cut Bank, Montana",-112.1306667,2.02,20,7,Montana,0,63,2016-07-27 22:20:00,2016
27,24.4,0.7366185,237.599980992,22,ak13832327,53.2254,"86km SSE of Unalaska, Alaska",-165.8291,1.8,23,7,Alaska,32,50,2016-07-27 22:23:32,2016
27,1.34,0.008377,116.0,22,nc72667221,38.7796669,"2km E of The Geysers, California",-122.7241669,0.58,24,7,California,28,5,2016-07-27 22:24:28,2016
27,0.0,0.9576041,212.399983008,22,ak13832328,58.5396,"70km WNW of Gustavus, Alaska",-136.9227,1.9,26,7,Alaska,20,56,2016-07-27 22:26:20,2016
27,79.2,0.313512,50.399995968,22,ak13812182,62.3426,"42km W of Talkeetna, Alaska",-150.9251,1.6,39,7,Alaska,38,39,2016-07-27 22:39:38,2016
27,3.5,0.9081968,244.799980416,22,ak13832330,52.8095,"119km S of Unalaska, Alaska",-166.7744,2.1,49,7,Alaska,26,68,2016-07-27 22:49:26,2016
27,3.65,0.1008,291.0,22,nc72667246,37.5061667,"16km S of Mammoth Lakes, California",-119.0055,0.57,52,7,California,46,5,2016-07-27 22:52:46,2016
27,10.66,0.03859,153.0,23,ci37641256,33.5196667,"15km ESE of Anza, CA",-116.5213333,0.42,1,7,California,51,3,2016-07-27 23:01:51,2016
27,46.9,0.2353586,97.199992224001,23,ak13832331,58.6771,"101km NNW of Kodiak, Alaska",-152.8279,1.5,19,7,Alaska,7,35,2016-07-27 23:19:07,2016
27,14.5,0.356,283.84,23,nn00553605,37.4176,"38km SSE of Goldfield, Nevada",-117.0073,0.2,22,7,Nevada,40,1,2016-07-27 23:22:40,2016
27,25.6,0.3233935,233.99998128,23,ak13812185,51.4712,"56km SSE of Little Sitkin Island, Alaska",178.8021,1.8,26,7,Alaska,57,50,2016-07-27 23:26:57,2016
27,0.0,0.224,228.31,23,nn00553553,35.6923,"31km NW of Searchlight, Nevada",-115.1236,1.4,30,7,Nevada,23,30,2016-07-27 23:30:23,2016
27,3.92,0.1495,41.0,23,ci37641264,35.3395,"24km N of California City, CA",-118.006,1.13,39,7,California,44,20,2016-07-27 23:39:44,2016
27,2.98,0.04592,313.0,23,nc71104649,37.033,"27km NE of Hollister, California",-121.1961667,0.5,40,7,California,54,4,2016-07-27 23:40:54,2016
27,12.1,0.02842,169.0,23,uw61172567,46.9391667,"25km SSE of Buckley, Washington",-121.9333333,0.24,41,7,Washington,18,1,2016-07-27 23:41:18,2016
27,11.46,0.04485,78.0,23,ci37641272,33.5131667,"15km ESE of Anza, CA",-116.522,0.65,43,7,California,1,6,2016-07-27 23:43:01,2016
27,2.58,0.006233,92.0,23,nc72667256,38.7965012,"3km WNW of The Geysers, California",-122.7946701,0.91,43,7,California,9,13,2016-07-27 23:43:09,2016
27,4.75,0.01824,70.0,23,ci37641280,33.2523333,"3km W of Borrego Springs, CA",-116.4063333,0.93,44,7,California,1,13,2016-07-27 23:44:01,2016
27,3.15,0.008763,136.0,23,nc72667261,38.7944984,"4km WNW of The Geysers, California",-122.7990036,0.94,44,7,California,29,14,2016-07-27 23:44:29,2016
27,12.277,0.1515,78.0,23,hv61355426,19.612,"17km WNW of Mountain View, Hawaii",-155.2628333,1.54,46,7,Hawaii,7,36,2016-07-27 23:46:07,2016
27,3.0,0.5030566,50.399995968,23,ak13812632,62.9088,"82km NW of Talkeetna, Alaska",-151.0824,1.4,50,7,Alaska,13,30,2016-07-27 23:50:13,2016
27,1.47,0.009427,74.0,23,nc72667266,38.8226662,"4km W of Cobb, California",-122.7796631,0.92,57,7,California,50,13,2016-07-27 23:57:50,2016
27,10.7,0.3072238,93.599992512001,23,ak13832335,61.0653,"98km NW of Redoubt Volcano, Alaska",-154.1183,0.8,59,7,Alaska,47,10,2016-07-27 23:59:47,2016
28,89.9,0.4365812,115.199990784,0,ak13832336,57.7013,"97km WNW of Larsen Bay, Alaska",-155.5783,1.7,0,7,Alaska,21,44,2016-07-28 00:00:21,2016
28,32.66,0.03848,153.0,0,hv61355456,19.2019997,"6km E of Pahala, Hawaii",-155.4136658,2.12,2,7,Hawaii,22,69,2016-07-28 00:02:22,2016
28,4.43,0.02393,60.0,0,nc72667276,37.6411667,"3km ESE of Mammoth Lakes, California",-118.9305,0.35,16,7,California,38,2,2016-07-28 00:16:38,2016
28,0.9,0.4258014,68.399994528,0,ak13812636,63.4517,"56km E of Cantwell, Alaska",-147.824,1.1,21,7,Alaska,19,19,2016-07-28 00:21:19,2016
28,9.7,0.143,223.12,0,nn00553562,41.8584,"68km ESE of Lakeview, Oregon",-119.6533,1.1,21,7,Oregon,24,19,2016-07-28 00:21:24,2016
28,7.4,0.062,97.18,0,nn00553567,37.471,"22km WSW of Enterprise, Utah",-113.9345,0.9,23,7,Utah,5,12,2016-07-28 00:23:05,2016
28,0.08,0.08505,109.0,0,ci37641296,33.7345,"20km ENE of Thermal, CA",-115.9526667,0.84,26,7,California,6,11,2016-07-28 00:26:06,2016
28,10.4,0.148,120.88,0,nn00553557,41.8477,"68km ESE of Lakeview, Oregon",-119.658,2.1,36,7,Oregon,49,68,2016-07-28 00:36:49,2016
28,20.0,0.1365439,129.599989632,0,ak13812639,64.3928,"19km SE of Salcha, Alaska",-146.6322,0.4,42,7,Alaska,49,2,2016-07-28 00:42:49,2016
28,75.3,0.182358,32.399997408,0,ak13812640,61.2858,"68km NNW of Nikiski, Alaska",-151.6304,1.6,44,7,Alaska,15,39,2016-07-28 00:44:15,2016
28,7.23,0.05115,116.0,1,nc72667296,36.5923333,"25km NE of Soledad, California",-121.1303333,1.13,0,7,California,54,20,2016-07-28 01:00:54,2016
28,8.0,0.80938207,338.4,1,pr16210001,19.0373,"74km NNE of Road Town, British Virgin Islands",-64.3435,2.1,3,7,British Virgin Islands,59,68,2016-07-28 01:03:59,2016
28,6.88,0.04253,54.0,1,nc72667306,35.5948333,"14km S of Lake Nacimiento, California",-120.8835,1.18,17,7,California,55,21,2016-07-28 01:17:55,2016
28,19.3,0.2667996,57.599995392,1,ak13812641,64.3436,"73km S of Manley Hot Springs, Alaska",-150.7385,1.6,24,7,Alaska,2,39,2016-07-28 01:24:02,2016
28,1.25,0.1319,122.0,1,nc72667311,37.4793333,"18km S of Mammoth Lakes, California",-118.9851667,1.2,27,7,California,18,22,2016-07-28 01:27:18,2016
28,19.6,0.5731252,104.399991648,1,ak13812646,60.3553,"68km SE of Whittier, Alaska",-147.7705,1.7,30,7,Alaska,50,44,2016-07-28 01:30:50,2016
28,0.56,0.169,101.0,1,nc72667316,40.0425,"30km SSW of Chester, California",-121.3488333,1.85,45,7,California,1,53,2016-07-28 01:45:01,2016
28,10.82,0.0473,26.0,1,ci37641392,33.5101667,"14km ESE of Anza, CA",-116.5275,2.05,46,7,California,29,65,2016-07-28 01:46:29,2016
28,123.3,0.3117154,57.599995392,1,ak13832343,63.7026,"37km WSW of Healy, Alaska",-149.6378,1.1,48,7,Alaska,23,19,2016-07-28 01:48:23,2016
28,10.91,0.04202,131.0,1,ci37641400,33.5173333,"15km ESE of Anza, CA",-116.5158333,0.35,52,7,California,21,2,2016-07-28 01:52:21,2016
28,104.8,0.1832563,57.599995392,1,ak13812648,59.7964,"65km W of Anchor Point, Alaska",-153.0051,1.9,55,7,Alaska,45,56,2016-07-28 01:55:45,2016
28,9.71,0.154,79.0,1,ci37641408,33.038,"23km ESE of Julian, CA",-116.3626667,1.16,56,7,California,31,21,2016-07-28 01:56:31,2016
28,7.3,0.156,225.37,1,nn00553580,41.8456,"69km ESE of Lakeview, Oregon",-119.6456,1.1,57,7,Oregon,8,19,2016-07-28 01:57:08,2016
28,63.3,0.3422581,233.99998128,2,ak13832345,52.684,"35km SW of Nikolski, Alaska",-169.1817,1.7,1,7,Alaska,57,44,2016-07-28 02:01:57,2016
28,10.0,1.639,56.0,2,us100067z6,42.9566,"9km SW of Sokhumi, Georgia",40.8998,4.2,5,7,Georgia,15,271,2016-07-28 02:05:15,2016
28,9.64,0.1314,35.0,2,ci37641432,33.4871667,"6km NW of Aguanga, CA",-116.9063333,1.23,9,7,California,23,23,2016-07-28 02:09:23,2016
28,2.09,0.01182,81.0,2,nc72667336,38.8190002,"5km W of Cobb, California",-122.7898331,1.02,12,7,California,31,16,2016-07-28 02:12:31,2016
28,43.0,0.06557702,190.8,2,pr16210002,18.3605,"9km WNW of Charlotte Amalie, U.S. Virgin Islands",-65.022,2.2,13,7,U.S. Virgin Islands,9,74,2016-07-28 02:13:09,2016
28,3.22,0.009996,40.0,2,nc72667341,38.819,"5km W of Cobb, California",-122.7911667,1.36,22,7,California,13,28,2016-07-28 02:22:13,2016
28,3.2,0.2443418,104.399991648,2,ak13813096,63.1628,"26km SSE of Cantwell, Alaska",-148.782,0.5,33,7,Alaska,31,4,2016-07-28 02:33:31,2016
28,-1.08,0.02036,111.0,2,uw61172602,46.8546667,"28km NNW of Packwood, Washington",-121.7503333,1.1,43,7,Washington,0,19,2016-07-28 02:43:00,2016
28,-1.58,0.3667,89.0,2,nc72667356,38.6791667,"24km SSW of Gardnerville Ranchos, Nevada",-119.8236667,2.56,50,7,Nevada,1,102,2016-07-28 02:50:01,2016
28,13.0,0.20481588,241.2,2,pr16210003,17.892,"12km SSW of Tallaboa, Puerto Rico",-66.7545,1.5,59,7,Puerto Rico,42,35,2016-07-28 02:59:42,2016
28,48.0,0.83992479,338.4,3,pr16210004,19.0774,"78km NNE of Road Town, British Virgin Islands",-64.355,2.4,4,7,British Virgin Islands,42,89,2016-07-28 03:04:42,2016
28,1.59,0.006523,74.0,3,nc72667361,38.8400002,"9km WNW of Cobb, California",-122.8273315,0.87,5,7,California,32,12,2016-07-28 03:05:32,2016
28,2.76,0.01078,130.0,3,nc72667366,37.6208333,"11km ESE of Mammoth Lakes, California",-118.8428333,0.47,9,7,California,45,3,2016-07-28 03:09:45,2016
28,9.0,0.9522142,349.2,3,pr16210005,18.9195,"106km ENE of Road Town, British Virgin Islands",-63.7612,2.1,12,7,British Virgin Islands,43,68,2016-07-28 03:12:43,2016
28,1.41,0.001856,98.0,3,ci37641448,36.026,"16km NE of Little Lake, CA",-117.7673333,0.7,14,7,California,58,8,2016-07-28 03:14:58,2016
28,4.7,0.612651,165.599986752,3,ak13832348,60.3183,"72km SE of Whittier, Alaska",-147.7357,1.4,28,7,Alaska,41,30,2016-07-28 03:28:41,2016
28,13.8,0.2533249,89.999992800001,3,ak13813553,65.1005,"24km ENE of Manley Hot Springs, Alaska",-150.1644,0.4,34,7,Alaska,28,2,2016-07-28 03:34:28,2016
28,11.92,0.073,125.0,3,mb80163559,44.7338333,"53km W of West Yellowstone, Montana",-111.7683333,0.85,37,7,Montana,18,11,2016-07-28 03:37:18,2016
28,38.0,0.1787647,115.199990784,3,ak13832350,61.9854,"33km NE of Sutton-Alpine, Alaska",-148.3597,1.1,37,7,Alaska,49,19,2016-07-28 03:37:49,2016
28,56.7,0.4347846,273.599978112,3,ak13832351,51.5273,"48km SSW of Little Sitkin Island, Alaska",178.3063,2.1,41,7,Alaska,48,68,2016-07-28 03:41:48,2016
28,6.1,0.36,263.42,3,nn00553578,38.6982,"21km SSW of Gardnerville Ranchos, Nevada",-119.8061,1.0,50,7,Nevada,12,15,2016-07-28 03:50:12,2016
28,120.6,0.1976294,25.199997984,4,ak13813554,63.2754,"78km W of Cantwell, Alaska",-150.4978,1.3,14,7,Alaska,50,26,2016-07-28 04:14:50,2016
28,6.98,0.01436,99.0,4,nc72667391,37.6216667,"8km ESE of Mammoth Lakes, California",-118.8856667,0.25,14,7,California,54,1,2016-07-28 04:14:54,2016
28,6.03,0.382,138.0,4,mb80164349,44.5528333,"23km WNW of Challis, Idaho",-114.5161667,1.4,33,7,Idaho,36,30,2016-07-28 04:33:36,2016
28,8.4,0.3566312,43.199996544,4,ak13813556,63.0633,"108km NW of Talkeetna, Alaska",-151.494,1.2,34,7,Alaska,25,22,2016-07-28 04:34:25,2016
28,12.37,0.03986,96.0,4,ci37641472,33.5853333,"3km NNE of Murrieta Hot Springs, CA",-117.151,0.35,38,7,California,23,2,2016-07-28 04:38:23,2016
28,4.5,0.04581408,53.99999568,4,ak13813558,61.3091,"92km NW of Nikiski, Alaska",-152.4285,1.7,39,7,Alaska,55,44,2016-07-28 04:39:55,2016
28,1.4,0.03862756,82.799993376001,4,ak13813560,61.2911,"91km N of Redoubt Volcano, Alaska",-152.4551,1.1,41,7,Alaska,42,19,2016-07-28 04:41:42,2016
28,78.4,0.2946474,151.199987904,4,ak13832356,51.6467,"40km SSE of Semisopochnoi Island, Alaska",179.9092,1.8,42,7,Alaska,14,50,2016-07-28 04:42:14,2016
28,1.0,0.04311913,39.599996832,4,ak13813561,61.2991,"92km NW of Nikiski, Alaska",-152.4507,2.1,45,7,Alaska,31,68,2016-07-28 04:45:31,2016
28,81.6,0.4347846,28.799997696,4,ak13814022,62.5478,"59km WNW of Talkeetna, Alaska",-151.1535,1.5,51,7,Alaska,10,35,2016-07-28 04:51:10,2016
28,4.1,0.337,245.02,4,nn00553617,38.6667,"13km SSW of Smith Valley, Nevada",-119.3803,1.0,55,7,Nevada,28,15,2016-07-28 04:55:28,2016
