disease,increase,loc,number,population,year
PERTUSSIS,97.58000000000001,UTAH,679,696000,1950
PERTUSSIS,472.07,VERMONT,1789,379000,1950
PERTUSSIS,96.09000000000002,VIRGINIA,3185,3315000,1950
PERTUSSIS,87.00999999999999,WASHINGTON,2077,2387000,1950
PERTUSSIS,113.99000000000001,WEST VIRGINIA,2287,2006000,1950
PERTUSSIS,181.4,WISCONSIN,6236,3438000,1950
PERTUSSIS,41.3,WYOMING,120,290000,1950
POLIO,9.129999999999999,ALABAMA,279,3058000,1950
POLIO,45.169999999999995,ALASKA,61,135000,1950
POLIO,22.59,ARIZONA,171,756000,1950
POLIO,17.490000000000006,ARKANSAS,334,1908000,1950
POLIO,19.58,CALIFORNIA,2090,10677000,1950
POLIO,15.980000000000002,COLORADO,211,1325000,1950
POLIO,24.009999999999994,CONNECTICUT,483,2016000,1950
POLIO,13.360000000000001,DELAWARE,43,321000,1950
POLIO,22.809999999999995,DISTRICT OF COLUMBIA,184,806000,1950
POLIO,16.490000000000002,FLORIDA,463,2810000,1950
POLIO,14.240000000000002,GEORGIA,492,3458000,1950
POLIO,4.0,HAWAII,20,498000,1950
POLIO,27.0,IDAHO,159,590000,1950
POLIO,21.879999999999992,ILLINOIS,1916,8738000,1950
POLIO,15.079999999999998,INDIANA,597,3967000,1950
POLIO,48.83,IOWA,1282,2625000,1950
POLIO,27.259999999999998,KANSAS,523,1916000,1950
POLIO,23.580000000000002,KENTUCKY,693,2936000,1950
POLIO,14.910000000000002,LOUISIANA,403,2697000,1950
POLIO,10.62,MAINE,97,917000,1950
POLIO,30.270000000000003,MARYLAND,713,2355000,1950
POLIO,10.870000000000003,MASSACHUSETTS,511,4686000,1950
POLIO,31.45,MICHIGAN,2014,6407000,1950
POLIO,19.689999999999998,MINNESOTA,591,2997000,1950
POLIO,18.290000000000003,MISSISSIPPI,397,2176000,1950
POLIO,10.509999999999998,MISSOURI,415,3964000,1950
POLIO,7.809999999999998,MONTANA,46,593000,1950
POLIO,33.04999999999999,NEBRASKA,438,1327000,1950
POLIO,7.409999999999999,NEVADA,12,162000,1950
POLIO,4.3500000000000005,NEW HAMPSHIRE,23,532000,1950
POLIO,18.16,NEW JERSEY,886,4872000,1950
POLIO,20.419999999999998,NEW MEXICO,140,689000,1950
POLIO,28.45,NEW YORK,4231,14865000,1950
POLIO,18.449999999999996,NORTH CAROLINA,752,4068000,1950
POLIO,6.270000000000001,NORTH DAKOTA,39,619000,1950
POLIO,22.64999999999999,OHIO,1802,7980000,1950
POLIO,23.519999999999985,OKLAHOMA,525,2229000,1950
POLIO,33.64,OREGON,515,1532000,1950
POLIO,12.720000000000002,PENNSYLVANIA,1334,10507000,1950
POLIO,6.629999999999999,RHODE ISLAND,52,786000,1950
POLIO,20.540000000000006,SOUTH CAROLINA,434,2113000,1950
POLIO,28.099999999999998,SOUTH DAKOTA,184,655000,1950
POLIO,16.950000000000003,TENNESSEE,563,3315000,1950
POLIO,35.330000000000005,TEXAS,2747,7776000,1950
POLIO,11.6,UTAH,81,696000,1950
POLIO,8.68,VERMONT,33,379000,1950
POLIO,36.67999999999999,VIRGINIA,1217,3315000,1950
POLIO,26.560000000000002,WASHINGTON,634,2387000,1950
POLIO,18.79,WEST VIRGINIA,376,2006000,1950
POLIO,27.720000000000002,WISCONSIN,953,3438000,1950
POLIO,15.439999999999996,WYOMING,45,290000,1950
SMALLPOX,0.26,ARIZONA,2,756000,1950
SMALLPOX,0.05,ARKANSAS,1,1908000,1950
SMALLPOX,0.16,COLORADO,2,1325000,1950
SMALLPOX,0.08,IOWA,2,2625000,1950
SMALLPOX,0.36,KANSAS,7,1916000,1950
SMALLPOX,0.16,KENTUCKY,5,2936000,1950
SMALLPOX,0.05,MISSISSIPPI,1,2176000,1950
SMALLPOX,0.09,MISSOURI,3,3964000,1950
SMALLPOX,0.08,NEBRASKA,1,1327000,1950
SMALLPOX,0.62,NEVADA,1,162000,1950
SMALLPOX,0.15,NEW MEXICO,1,689000,1950
SMALLPOX,0.16,NORTH DAKOTA,1,619000,1950
SMALLPOX,0.02,OHIO,2,7980000,1950
SMALLPOX,0.22,OKLAHOMA,5,2229000,1950
SMALLPOX,0.07,OREGON,1,1532000,1950
SMALLPOX,0.3,SOUTH DAKOTA,2,655000,1950
SMALLPOX,0.03,TENNESSEE,1,3315000,1950
SMALLPOX,0.01,TEXAS,1,7776000,1950
SMALLPOX,0.03,WISCONSIN,1,3438000,1950
SMALLPOX,0.69,WYOMING,2,290000,1950
MEASLES,103.24000000000002,ALABAMA,3158,3059000,1951
MEASLES,1351.4900000000007,ARIZONA,10609,785000,1951
MEASLES,401.0900000000001,ARKANSAS,7625,1901000,1951
MEASLES,548.36,CALIFORNIA,61055,11134000,1951
MEASLES,934.0200000000001,COLORADO,12385,1326000,1951
MEASLES,227.42999999999992,CONNECTICUT,4612,2028000,1951
MEASLES,208.42000000000007,DELAWARE,690,331000,1951
MEASLES,185.16000000000003,DISTRICT OF COLUMBIA,1496,808000,1951
MEASLES,76.20999999999998,FLORIDA,2270,2980000,1951
MEASLES,213.03000000000003,GEORGIA,7523,3531000,1951
MEASLES,955.2399999999999,HAWAII,4910,514000,1951
MEASLES,358.07000000000005,IDAHO,2109,589000,1951
MEASLES,187.66000000000005,ILLINOIS,16494,8790000,1951
MEASLES,101.99999999999999,INDIANA,4178,4096000,1951
MEASLES,103.78000000000002,IOWA,2716,2617000,1951
MEASLES,572.1899999999997,KANSAS,11158,1950000,1951
MEASLES,290.9599999999999,KENTUCKY,8558,2941000,1951
MEASLES,78.73000000000002,LOUISIANA,2180,2769000,1951
MEASLES,193.05000000000004,MAINE,1768,916000,1951
MEASLES,269.06999999999994,MARYLAND,6568,2441000,1951
MEASLES,311.53999999999985,MASSACHUSETTS,14499,4654000,1951
MEASLES,221.85000000000005,MICHIGAN,14414,6497000,1951
MEASLES,93.36,MINNESOTA,2810,3010000,1951
MEASLES,91.25000000000003,MISSISSIPPI,1974,2163000,1951
MEASLES,188.52999999999997,MISSOURI,7571,4015000,1951
MEASLES,416.61999999999995,MONTANA,2483,596000,1951
MEASLES,41.749999999999986,NEBRASKA,549,1316000,1951
MEASLES,171.47999999999993,NEVADA,288,168000,1951
MEASLES,196.43999999999988,NEW HAMPSHIRE,1039,529000,1951
MEASLES,395.01000000000005,NEW JERSEY,19773,5006000,1951
MEASLES,297.51,NEW MEXICO,2133,717000,1951
MEASLES,240.62999999999994,NEW YORK,35827,14890000,1951
MEASLES,81.36999999999998,NORTH CAROLINA,3353,4120000,1951
MEASLES,426.9800000000001,NORTH DAKOTA,2579,604000,1951
MEASLES,295.7600000000002,OHIO,23843,8061000,1951
MEASLES,359.93999999999977,OKLAHOMA,7954,2210000,1951
MEASLES,617.84,OREGON,9613,1556000,1951
MEASLES,299.8599999999999,PENNSYLVANIA,31369,10461000,1951
MEASLES,113.30000000000001,RHODE ISLAND,888,784000,1951
MEASLES,34.30999999999998,SOUTH CAROLINA,743,2167000,1951
MEASLES,106.72000000000001,SOUTH DAKOTA,699,655000,1951
MEASLES,80.63999999999999,TENNESSEE,2719,3372000,1951
MEASLES,808.7800000000002,TEXAS,65601,8111000,1951
MEASLES,331.40000000000003,UTAH,2340,706000,1951
MEASLES,1130.93,VERMONT,4275,378000,1951
MEASLES,408.71,VIRGINIA,14035,3434000,1951
MEASLES,733.3199999999997,WASHINGTON,17776,2424000,1951
MEASLES,227.23999999999998,WEST VIRGINIA,4509,1984000,1951
MEASLES,958.0700000000002,WISCONSIN,32948,3439000,1951
MEASLES,753.5800000000002,WYOMING,2193,291000,1951
PERTUSSIS,39.50999999999999,ALABAMA,1209,3059000,1951
PERTUSSIS,49.35999999999999,ALASKA,78,158000,1951
PERTUSSIS,230.09,ARIZONA,1806,785000,1951
PERTUSSIS,81.05999999999999,ARKANSAS,1541,1901000,1951
PERTUSSIS,24.299999999999997,CALIFORNIA,2707,11134000,1951
PERTUSSIS,67.13999999999999,COLORADO,891,1326000,1951
PERTUSSIS,24.359999999999996,CONNECTICUT,494,2028000,1951
PERTUSSIS,19.29000000000001,DELAWARE,64,331000,1951
PERTUSSIS,24.13,DISTRICT OF COLUMBIA,195,808000,1951
PERTUSSIS,27.490000000000002,FLORIDA,821,2980000,1951
PERTUSSIS,31.44000000000001,GEORGIA,1111,3531000,1951
PERTUSSIS,1.73,HAWAII,9,514000,1951
PERTUSSIS,46.75,IDAHO,275,589000,1951
PERTUSSIS,15.54,ILLINOIS,1364,8790000,1951
PERTUSSIS,23.140000000000008,INDIANA,948,4096000,1951
PERTUSSIS,17.65,IOWA,462,2617000,1951
PERTUSSIS,59.63,KANSAS,1163,1950000,1951
PERTUSSIS,43.94000000000001,KENTUCKY,1293,2941000,1951
PERTUSSIS,6.0,LOUISIANA,166,2769000,1951
PERTUSSIS,103.57000000000004,MAINE,949,916000,1951
PERTUSSIS,17.369999999999994,MARYLAND,424,2441000,1951
PERTUSSIS,47.75,MASSACHUSETTS,2224,4654000,1951
PERTUSSIS,45.68,MICHIGAN,2966,6497000,1951
PERTUSSIS,11.469999999999999,MINNESOTA,346,3010000,1951
PERTUSSIS,22.38000000000001,MISSISSIPPI,485,2163000,1951
PERTUSSIS,13.61,MISSOURI,549,4015000,1951
PERTUSSIS,76.50000000000007,MONTANA,456,596000,1951
PERTUSSIS,9.950000000000001,NEBRASKA,131,1316000,1951
PERTUSSIS,4.18,NEVADA,7,168000,1951
PERTUSSIS,50.32000000000001,NEW HAMPSHIRE,266,529000,1951
PERTUSSIS,57.259999999999984,NEW JERSEY,2863,5006000,1951
PERTUSSIS,117.60000000000002,NEW MEXICO,843,717000,1951
PERTUSSIS,24.06,NEW YORK,3578,14890000,1951
PERTUSSIS,48.31999999999999,NORTH CAROLINA,1991,4120000,1951
PERTUSSIS,40.25999999999999,NORTH DAKOTA,243,604000,1951
PERTUSSIS,24.549999999999997,OHIO,1981,8061000,1951
PERTUSSIS,46.64,OKLAHOMA,1031,2210000,1951
PERTUSSIS,17.53,OREGON,273,1556000,1951
PERTUSSIS,35.25,PENNSYLVANIA,3684,10461000,1951
PERTUSSIS,52.83000000000002,RHODE ISLAND,414,784000,1951
PERTUSSIS,10.790000000000001,SOUTH CAROLINA,234,2167000,1951
PERTUSSIS,15.750000000000007,SOUTH DAKOTA,103,655000,1951
PERTUSSIS,30.609999999999992,TENNESSEE,1033,3372000,1951
PERTUSSIS,157.76999999999998,TEXAS,12796,8111000,1951
PERTUSSIS,24.46000000000001,UTAH,173,706000,1951
PERTUSSIS,198.68,VERMONT,751,378000,1951
PERTUSSIS,56.660000000000004,VIRGINIA,1945,3434000,1951
PERTUSSIS,26.11999999999999,WASHINGTON,633,2424000,1951
PERTUSSIS,63.679999999999986,WEST VIRGINIA,1263,1984000,1951
PERTUSSIS,76.47999999999999,WISCONSIN,2631,3439000,1951
PERTUSSIS,142.25000000000003,WYOMING,414,291000,1951
POLIO,22.15,ALABAMA,677,3059000,1951
POLIO,20.240000000000002,ALASKA,32,158000,1951
POLIO,37.14,ARIZONA,292,785000,1951
POLIO,23.320000000000004,ARKANSAS,443,1901000,1951
POLIO,28.520000000000007,CALIFORNIA,3179,11134000,1951
POLIO,81.21,COLORADO,1077,1326000,1951
POLIO,14.520000000000001,CONNECTICUT,294,2028000,1951
POLIO,4.22,DELAWARE,14,331000,1951
POLIO,8.120000000000001,DISTRICT OF COLUMBIA,66,808000,1951
POLIO,11.520000000000001,FLORIDA,344,2980000,1951
POLIO,18.580000000000005,GEORGIA,656,3531000,1951
POLIO,5.39,HAWAII,28,514000,1951
POLIO,21.419999999999998,IDAHO,126,589000,1951
POLIO,19.22,ILLINOIS,1694,8790000,1951
POLIO,8.86,INDIANA,362,4096000,1951
POLIO,16.91,IOWA,442,2617000,1951
POLIO,40.38,KANSAS,788,1950000,1951
POLIO,10.799999999999997,KENTUCKY,318,2941000,1951
POLIO,29.419999999999995,LOUISIANA,815,2769000,1951
POLIO,5.500000000000002,MAINE,50,916000,1951
POLIO,5.940000000000001,MARYLAND,146,2441000,1951
POLIO,6.299999999999998,MASSACHUSETTS,294,4654000,1951
POLIO,22.789999999999996,MICHIGAN,1479,6497000,1951
POLIO,19.22,MINNESOTA,579,3010000,1951
POLIO,31.94,MISSISSIPPI,691,2163000,1951
POLIO,17.43,MISSOURI,701,4015000,1951
POLIO,22.530000000000005,MONTANA,134,596000,1951
POLIO,33.00999999999999,NEBRASKA,434,1316000,1951
POLIO,23.84000000000001,NEVADA,40,168000,1951
POLIO,7.0200000000000005,NEW HAMPSHIRE,37,529000,1951
POLIO,8.959999999999999,NEW JERSEY,448,5006000,1951
POLIO,19.720000000000002,NEW MEXICO,141,717000,1951
POLIO,11.65,NEW YORK,1735,14890000,1951
POLIO,7.77,NORTH CAROLINA,320,4120000,1951
POLIO,15.580000000000002,NORTH DAKOTA,94,604000,1951
POLIO,14.030000000000003,OHIO,1131,8061000,1951
POLIO,29.859999999999992,OKLAHOMA,659,2210000,1951
POLIO,23.249999999999996,OREGON,362,1556000,1951
POLIO,7.45,PENNSYLVANIA,776,10461000,1951
POLIO,1.9299999999999997,RHODE ISLAND,15,784000,1951
POLIO,5.789999999999998,SOUTH CAROLINA,125,2167000,1951
POLIO,19.65999999999999,SOUTH DAKOTA,129,655000,1951
POLIO,21.009999999999994,TENNESSEE,708,3372000,1951
POLIO,23.71,TEXAS,1924,8111000,1951
POLIO,80.99000000000002,UTAH,572,706000,1951
POLIO,7.640000000000001,VERMONT,29,378000,1951
POLIO,7.0600000000000005,VIRGINIA,241,3434000,1951
POLIO,17.63,WASHINGTON,427,2424000,1951
POLIO,13.97,WEST VIRGINIA,278,1984000,1951
POLIO,39.85,WISCONSIN,1370,3439000,1951
POLIO,70.03,WYOMING,204,291000,1951
SMALLPOX,0.03,ALABAMA,1,3059000,1951
SMALLPOX,0.38,ARIZONA,3,785000,1951
SMALLPOX,0.17,IDAHO,1,589000,1951
SMALLPOX,0.03,KENTUCKY,1,2941000,1951
SMALLPOX,0.04,MISSOURI,2,4015000,1951
SMALLPOX,0.22999999999999998,NEBRASKA,3,1316000,1951
SMALLPOX,1.2,NEVADA,2,168000,1951
SMALLPOX,0.02,OHIO,2,8061000,1951
SMALLPOX,0.15,SOUTH DAKOTA,1,655000,1951
SMALLPOX,0.06,WISCONSIN,2,3439000,1951
SMALLPOX,0.34,WYOMING,1,291000,1951
MEASLES,351.71999999999997,ALABAMA,10797,3068000,1952
MEASLES,424.58999999999986,ARIZONA,3576,842000,1952
MEASLES,188.5500000000001,ARKANSAS,3470,1838000,1952
MEASLES,335.25000000000006,CALIFORNIA,39016,11635000,1952
MEASLES,386.91999999999996,COLORADO,5287,1365000,1952
MEASLES,1179.01,CONNECTICUT,24540,2081000,1952
MEASLES,119.34000000000002,DELAWARE,410,341000,1952
MEASLES,286.1700000000001,DISTRICT OF COLUMBIA,2308,805000,1952
MEASLES,109.98999999999997,FLORIDA,3478,3157000,1952
MEASLES,225.42000000000007,GEORGIA,8084,3584000,1952
MEASLES,196.07,IDAHO,1156,587000,1952
MEASLES,294.52,ILLINOIS,26386,8956000,1952
MEASLES,179.11000000000004,INDIANA,7434,4148000,1952
MEASLES,120.83999999999999,IOWA,3177,2626000,1952
MEASLES,326.0699999999998,KANSAS,6454,1977000,1952
MEASLES,362.9700000000001,KENTUCKY,10603,2920000,1952
MEASLES,23.96999999999999,LOUISIANA,681,2842000,1952
MEASLES,987.72,MAINE,9043,915000,1952
MEASLES,348.0399999999999,MARYLAND,8706,2500000,1952
MEASLES,940.07,MASSACHUSETTS,43721,4650000,1952
MEASLES,407.49,MICHIGAN,27106,6650000,1952
MEASLES,96.97999999999999,MINNESOTA,2942,3030000,1952
MEASLES,64.61999999999998,MISSISSIPPI,1394,2152000,1952
MEASLES,60.98999999999998,MISSOURI,2426,3972000,1952
MEASLES,643.9200000000001,MONTANA,3881,602000,1952
MEASLES,214.03,NEBRASKA,2810,1311000,1952
MEASLES,285.3100000000001,NEVADA,517,181000,1952
MEASLES,447.27,NEW HAMPSHIRE,2398,535000,1952
MEASLES,1282.7000000000003,NEW JERSEY,65744,5125000,1952
MEASLES,210.63,NEW MEXICO,1553,735000,1952
MEASLES,500.59000000000015,NEW YORK,76056,15192000,1952
MEASLES,93.5,NORTH CAROLINA,3847,4109000,1952
MEASLES,432.13999999999993,NORTH DAKOTA,2633,608000,1952
MEASLES,248.00000000000006,OHIO,20528,8275000,1952
MEASLES,92.03,OKLAHOMA,2046,2219000,1952
MEASLES,209.72999999999985,OREGON,3324,1582000,1952
MEASLES,358.49999999999994,PENNSYLVANIA,37656,10503000,1952
MEASLES,665.7800000000002,RHODE ISLAND,5341,802000,1952
MEASLES,81.69,SOUTH CAROLINA,1786,2178000,1952
MEASLES,115.25999999999998,SOUTH DAKOTA,755,651000,1952
MEASLES,200.47999999999993,TENNESSEE,6725,3352000,1952
MEASLES,283.26,TEXAS,23560,8314000,1952
MEASLES,652.5100000000001,UTAH,4727,724000,1952
MEASLES,1397.3200000000002,VERMONT,5246,375000,1952
MEASLES,376.52,VIRGINIA,13200,3504000,1952
MEASLES,243.78,WASHINGTON,5973,2448000,1952
MEASLES,270.0,WEST VIRGINIA,5289,1957000,1952
MEASLES,1140.8300000000004,WISCONSIN,39581,3469000,1952
MEASLES,231.75000000000003,WYOMING,681,293000,1952
PERTUSSIS,30.460000000000008,ALABAMA,945,3068000,1952
PERTUSSIS,201.32000000000002,ARIZONA,1704,842000,1952
PERTUSSIS,55.84000000000001,ARKANSAS,1035,1838000,1952
PERTUSSIS,29.75999999999999,CALIFORNIA,3469,11635000,1952
PERTUSSIS,46.93999999999999,COLORADO,653,1365000,1952
PERTUSSIS,23.860000000000007,CONNECTICUT,511,2081000,1952
PERTUSSIS,22.25999999999999,DELAWARE,77,341000,1952
PERTUSSIS,20.399999999999995,DISTRICT OF COLUMBIA,172,805000,1952
PERTUSSIS,17.730000000000004,FLORIDA,568,3157000,1952
PERTUSSIS,22.109999999999996,GEORGIA,803,3584000,1952
PERTUSSIS,36.37000000000002,IDAHO,219,587000,1952
PERTUSSIS,10.860000000000001,ILLINOIS,984,8956000,1952
PERTUSSIS,16.63,INDIANA,703,4148000,1952
PERTUSSIS,13.03,IOWA,350,2626000,1952
PERTUSSIS,37.5,KANSAS,754,1977000,1952
PERTUSSIS,56.23000000000001,KENTUCKY,1653,2920000,1952
PERTUSSIS,7.14,LOUISIANA,210,2842000,1952
PERTUSSIS,63.18,MAINE,585,915000,1952
PERTUSSIS,12.64,MARYLAND,326,2500000,1952
PERTUSSIS,44.06999999999999,MASSACHUSETTS,2059,4650000,1952
PERTUSSIS,34.64000000000001,MICHIGAN,2316,6650000,1952
PERTUSSIS,7.700000000000004,MINNESOTA,241,3030000,1952
PERTUSSIS,17.79,MISSISSIPPI,395,2152000,1952
PERTUSSIS,11.4,MISSOURI,464,3972000,1952
PERTUSSIS,51.839999999999975,MONTANA,316,602000,1952
PERTUSSIS,11.670000000000005,NEBRASKA,158,1311000,1952
PERTUSSIS,6.07,NEVADA,11,181000,1952
PERTUSSIS,54.18999999999999,NEW HAMPSHIRE,295,535000,1952
PERTUSSIS,42.29999999999999,NEW JERSEY,2178,5125000,1952
PERTUSSIS,71.75,NEW MEXICO,538,735000,1952
PERTUSSIS,20.55,NEW YORK,3135,15192000,1952
PERTUSSIS,28.709999999999997,NORTH CAROLINA,1192,4109000,1952
PERTUSSIS,33.43999999999998,NORTH DAKOTA,205,608000,1952
PERTUSSIS,20.480000000000008,OHIO,1707,8275000,1952
PERTUSSIS,30.63999999999999,OKLAHOMA,688,2219000,1952
PERTUSSIS,19.660000000000007,OREGON,320,1582000,1952
PERTUSSIS,25.69000000000001,PENNSYLVANIA,2708,10503000,1952
PERTUSSIS,38.14,RHODE ISLAND,309,802000,1952
PERTUSSIS,9.730000000000004,SOUTH CAROLINA,219,2178000,1952
PERTUSSIS,16.770000000000003,SOUTH DAKOTA,112,651000,1952
PERTUSSIS,26.449999999999996,TENNESSEE,897,3352000,1952
PERTUSSIS,132.76999999999998,TEXAS,11044,8314000,1952
PERTUSSIS,29.94000000000002,UTAH,221,724000,1952
PERTUSSIS,159.23,VERMONT,604,375000,1952
PERTUSSIS,36.95,VIRGINIA,1307,3504000,1952
PERTUSSIS,14.509999999999996,WASHINGTON,361,2448000,1952
PERTUSSIS,92.19000000000001,WEST VIRGINIA,1813,1957000,1952
PERTUSSIS,59.02000000000001,WISCONSIN,2061,3469000,1952
PERTUSSIS,124.21000000000005,WYOMING,367,293000,1952
POLIO,13.559999999999997,ALABAMA,419,3068000,1952
POLIO,42.06999999999999,ARIZONA,356,842000,1952
POLIO,22.46,ARKANSAS,418,1838000,1952
POLIO,31.929999999999996,CALIFORNIA,3721,11635000,1952
POLIO,57.59000000000001,COLORADO,791,1365000,1952
POLIO,17.52,CONNECTICUT,368,2081000,1952
POLIO,29.749999999999996,DELAWARE,103,341000,1952
POLIO,14.359999999999994,DISTRICT OF COLUMBIA,118,805000,1952
POLIO,18.05,FLORIDA,574,3157000,1952
POLIO,16.07,GEORGIA,578,3584000,1952
POLIO,52.46999999999999,IDAHO,313,587000,1952
POLIO,37.150000000000006,ILLINOIS,3333,8956000,1952
POLIO,27.480000000000008,INDIANA,1144,4148000,1952
POLIO,102.87,IOWA,2705,2626000,1952
POLIO,69.03999999999996,KANSAS,1370,1977000,1952
POLIO,45.84000000000001,KENTUCKY,1344,2920000,1952
POLIO,31.550000000000004,LOUISIANA,901,2842000,1952
POLIO,16.299999999999997,MAINE,151,915000,1952
POLIO,7.800000000000001,MARYLAND,198,2500000,1952
POLIO,10.490000000000002,MASSACHUSETTS,493,4650000,1952
POLIO,46.8,MICHIGAN,3114,6650000,1952
POLIO,101.96000000000001,MINNESOTA,3094,3030000,1952
POLIO,36.120000000000005,MISSISSIPPI,783,2152000,1952
POLIO,25.419999999999998,MISSOURI,1009,3972000,1952
POLIO,38.05999999999999,MONTANA,232,602000,1952
POLIO,129.51999999999998,NEBRASKA,1702,1311000,1952
POLIO,52.71999999999999,NEVADA,98,181000,1952
POLIO,9.639999999999997,NEW HAMPSHIRE,53,535000,1952
POLIO,12.750000000000002,NEW JERSEY,658,5125000,1952
POLIO,56.43,NEW MEXICO,418,735000,1952
POLIO,15.510000000000002,NEW YORK,2361,15192000,1952
POLIO,25.620000000000005,NORTH CAROLINA,1057,4109000,1952
POLIO,42.15999999999999,NORTH DAKOTA,260,608000,1952
POLIO,36.79,OHIO,3052,8275000,1952
POLIO,42.870000000000005,OKLAHOMA,955,2219000,1952
POLIO,29.000000000000004,OREGON,462,1582000,1952
POLIO,12.460000000000003,PENNSYLVANIA,1309,10503000,1952
POLIO,11.709999999999999,RHODE ISLAND,96,802000,1952
POLIO,7.17,SOUTH CAROLINA,158,2178000,1952
POLIO,100.08000000000001,SOUTH DAKOTA,655,651000,1952
POLIO,19.8,TENNESSEE,668,3352000,1952
POLIO,42.010000000000005,TEXAS,3498,8314000,1952
POLIO,62.440000000000005,UTAH,457,724000,1952
POLIO,14.149999999999997,VERMONT,54,375000,1952
POLIO,16.570000000000004,VIRGINIA,583,3504000,1952
POLIO,40.540000000000006,WASHINGTON,996,2448000,1952
POLIO,30.93,WEST VIRGINIA,610,1957000,1952
POLIO,54.800000000000004,WISCONSIN,1905,3469000,1952
POLIO,55.62000000000001,WYOMING,167,293000,1952
SMALLPOX,0.36,ARIZONA,3,842000,1952
SMALLPOX,0.34,IDAHO,2,587000,1952
SMALLPOX,0.04,IOWA,1,2626000,1952
SMALLPOX,0.05,KANSAS,1,1977000,1952
SMALLPOX,0.17,MONTANA,1,602000,1952
SMALLPOX,0.08,NEBRASKA,1,1311000,1952
SMALLPOX,1.1,NEVADA,2,181000,1952
SMALLPOX,0.14,NEW MEXICO,1,735000,1952
SMALLPOX,0.15,SOUTH DAKOTA,1,651000,1952
SMALLPOX,0.01,TEXAS,1,8314000,1952
SMALLPOX,0.03,WISCONSIN,1,3469000,1952
SMALLPOX,0.34,WYOMING,1,293000,1952
MEASLES,93.99000000000001,ALABAMA,2869,3053000,1953
MEASLES,557.9100000000001,ARIZONA,4988,894000,1953
MEASLES,727.4099999999999,ARKANSAS,12948,1780000,1953
MEASLES,438.9099999999999,CALIFORNIA,53771,12251000,1953
MEASLES,684.0000000000001,COLORADO,9788,1431000,1953
MEASLES,99.99000000000002,CONNECTICUT,2168,2168000,1953
MEASLES,115.87999999999997,DELAWARE,407,351000,1953
MEASLES,44.04999999999997,DISTRICT OF COLUMBIA,357,810000,1953
MEASLES,38.5,FLORIDA,1276,3310000,1953
MEASLES,86.49000000000005,GEORGIA,3078,3558000,1953
MEASLES,324.34000000000003,IDAHO,1933,596000,1953
MEASLES,173.71,ILLINOIS,15746,9065000,1953
MEASLES,162.58,INDIANA,6799,4182000,1953
MEASLES,413.7799999999998,IOWA,10879,2629000,1953
MEASLES,750.8700000000001,KANSAS,14973,1994000,1953
MEASLES,134.50999999999996,KENTUCKY,3907,2903000,1953
MEASLES,155.88999999999993,LOUISIANA,4469,2866000,1953
MEASLES,181.54999999999998,MAINE,1658,913000,1953
MEASLES,79.45999999999998,MARYLAND,2040,2567000,1953
MEASLES,68.28000000000002,MASSACHUSETTS,3281,4806000,1953
MEASLES,322.98,MICHIGAN,22037,6822000,1953
MEASLES,136.2199999999999,MINNESOTA,4156,3050000,1953
MEASLES,115.45999999999995,MISSISSIPPI,2430,2105000,1953
MEASLES,218.84000000000012,MISSOURI,8799,4020000,1953
MEASLES,505.27000000000004,MONTANA,3113,616000,1953
MEASLES,183.75000000000014,NEBRASKA,2422,1318000,1953
MEASLES,102.30000000000004,NEVADA,200,195000,1953
MEASLES,50.70999999999997,NEW HAMPSHIRE,278,547000,1953
MEASLES,81.21000000000004,NEW JERSEY,4246,5229000,1953
MEASLES,662.89,NEW MEXICO,5012,756000,1953
MEASLES,74.13999999999997,NEW YORK,11516,15527000,1953
MEASLES,115.47000000000001,NORTH CAROLINA,4757,4120000,1953
MEASLES,254.43000000000004,NORTH DAKOTA,1550,609000,1953
MEASLES,314.96000000000004,OHIO,27058,8591000,1953
MEASLES,173.09,OKLAHOMA,3777,2182000,1953
MEASLES,558.1400000000001,OREGON,8936,1601000,1953
MEASLES,146.17999999999995,PENNSYLVANIA,15586,10662000,1953
MEASLES,61.969999999999985,RHODE ISLAND,505,815000,1953
MEASLES,89.38,SOUTH CAROLINA,1949,2181000,1953
MEASLES,68.80999999999999,SOUTH DAKOTA,446,648000,1953
MEASLES,84.72999999999998,TENNESSEE,2814,3319000,1953
MEASLES,885.8199999999999,TEXAS,73840,8336000,1953
MEASLES,775.41,UTAH,5730,739000,1953
MEASLES,148.93,VERMONT,565,379000,1953
MEASLES,138.95999999999992,VIRGINIA,4943,3557000,1953
MEASLES,473.15000000000003,WASHINGTON,11667,2466000,1953
MEASLES,309.5600000000001,WEST VIRGINIA,5972,1929000,1953
MEASLES,1166.8400000000001,WISCONSIN,40911,3506000,1953
MEASLES,497.53999999999974,WYOMING,1443,290000,1953
PERTUSSIS,10.379999999999999,ALABAMA,317,3053000,1953
PERTUSSIS,27.819999999999993,ARIZONA,249,894000,1953
PERTUSSIS,31.990000000000006,ARKANSAS,569,1780000,1953
PERTUSSIS,16.769999999999996,CALIFORNIA,2059,12251000,1953
PERTUSSIS,12.600000000000001,COLORADO,180,1431000,1953
PERTUSSIS,28.300000000000004,CONNECTICUT,613,2168000,1953
PERTUSSIS,9.65,DELAWARE,34,351000,1953
PERTUSSIS,18.97,DISTRICT OF COLUMBIA,154,810000,1953
PERTUSSIS,6.060000000000001,FLORIDA,202,3310000,1953
PERTUSSIS,3.3899999999999992,GEORGIA,119,3558000,1953
PERTUSSIS,16.15,IDAHO,96,596000,1953
