artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
0.549204384,ARD3LXU1187B9ABFC5,Sex Pistols,british,4.0,0.233,0.65479,0.887,0.24895,216.60689,0.177,0.73118423,9.0,0.558,37.15735675013362,Not available,-63.933357868519515,-3.736,1,0.533,754188,Punk International,ARNTVM11187B98B4B4,0.413739836,SOMKMPB12A8C1447D0,214.192,0.598,0.0445,145.518,punk,1.0,4.0,0.675,God Save the Queen (Live),1988
0.852186238,ARXOTQH1187FB57084,Chris Brown,,0.0,0.042,0.11182,0.956,0.11182,363.59791,0.09,0.892688611,1.0,0.638,37.15735675013362,"Fairfax, California",-63.933357868519515,-4.376,1,0.371,279702,Forever,ARAWOLW1187FB3AB70,,SOSGQPS12A8AE48538,353.913,1.0,0.11182,139.998,r&b,0.951770362,4.0,0.548,Forever,0
0.0,ARMG6K31187FB55677,Deekline & Wizard,,0.0,0.105,1.69231,0.558,0.3668,271.77751,0.0,0.332330882,0.0,0.674,37.15735675013362,Not available,-63.933357868519515,-6.947,1,0.556,409251,Breaks_ Beats & Blondes,AR476VS1187B99F2F5,0.319565987,SOKENJQ12AB017EC8C,267.761,1.0,0.14552,90.648,breakbeat,1.0,3.0,1.0,Sun Is Shining,2004
0.0,ARFUSID1241B9C9462,Daniela DessA!,,0.0,0.87,0.5637,0.764,0.13425,330.65751,0.229,0.349012002,2.0,0.706,44.41033,Genova,8.93889,-12.279,0,0.629,646806,Reiki - Spiritual Fitness_ Relaxation and Chakra Meditation,AR7D8371187B9ACB7E,,SOBNTXB12A8C1428BA,324.261,0.243,0.13425,140.334,opera,1.0,4.0,0.103,New Age,0
0.453435791,ARC6UC81187B989062,Hem,country,1.0,0.0,0.34565,0.0,0.34565,133.27628,0.0,0.632242851,5.0,0.783,40.71455,NY - New York City,-74.00712,-15.736,1,0.674,603055,Peace At Last - EP,AR8CZ1U1187FB4CED1,0.360370583,SOIKIJC12AC3DFB3D2,117.661,0.0,0.34565,89.86,folk-pop,1.0,1.0,0.368,Have Yourself A Merry Little Christmas,2005
0.535408379,ARKZJ301187FB521B2,Lily Allen,uk,2.0,0.1,0.43373,0.995,0.05059,264.69832,0.0,0.916058239,9.0,0.594,37.15735675013362,LDN,-63.933357868519515,-5.871,1,0.509,435050,Alright_ Still (Deluxe),ARWD25M1187FB4C563,0.566988444,SOFJNQR12A6D4FAE92,251.141,0.995,0.05059,156.097,ska,1.0,4.0,1.0,U Killed It,2006
0.333649141,ARVKAWO11F50C47C9A,Pentangle,,0.0,0.851,0.3145,0.851,0.3145,228.51873,0.229,0.547078569,5.0,0.579,37.15735675013362,Not available,-63.933357868519515,-12.053,1,0.405,340310,Light Flight - The Anthology,ARMHWUV1187B993019,,SOGDFIT12AB018528B,223.37,0.187,0.14212,179.501,british invasion,0.908676766,1.0,0.0,Rain And Snow,0
0.313989733,ARHXBJI1241B9C8B7F,DJ Dips,,0.0,0.043,0.16804,0.744,0.16804,240.3522,0.132,0.392570166,1.0,0.611,37.15735675013362,Not available,-63.933357868519515,-6.248,1,0.544,752185,This DJ,ARAZUHK1187B9AFE8F,,SOOIZTH12AB018C12E,233.465,0.837,0.16804,86.689,turnablism,1.0,3.0,0.859,Gerra De De,0
0.305074263,ARTFLEU1269FCD1FE3,Ana Bekuta,,0.0,0.061,1.02179,0.34,0.6454,145.57995,0.0,0.326699728,0.0,0.757,37.15735675013362,Not available,-63.933357868519515,-13.703,1,0.637,667517,Zlatni hitovi '90 1,AREUWVO1229890062F,,SOQPJUL12AB0189379,140.527,0.959,0.45764,160.261,pop folk,1.0,5.0,0.182,Kako mi je pitas sad,0
0.371760895,AR0LVFQ1187B9A84E0,Jason Miles,,0.0,0.15,1.97986,1.0,0.13473,235.80689,0.131,0.458055179,10.0,0.391,40.71455,NY - New York City,-74.00712,-9.716,0,0.316,150501,Miles To Miles,ARNQLOI11F50C4D0D9,0.253834736,SOMBQEO12A8C135018,235.807,0.009,0.13473,101.03,jazz fusion,0.982156256,4.0,0.58,Voices On The Corner,0
0.349476327,ARU9KWP1187B98B2A7,Busdriver,hip hop rnb and dance hall,1.0,0.026,0.68185,1.0,0.2964,192.1824,0.27,0.618002715,6.0,0.211,37.15735675013362,Not available,-63.933357868519515,-6.258,1,0.363,105115,RoadKillOvercoat,ARV4KO21187FB38008,0.519403046,SOCQWKZ12A8C13CE4C,192.182,0.936,0.10319,155.038,alternative hip hop,0.871237163,4.0,0.41,(Bloody Paw On The) Kill Floor,2007
0.36228409,ARZ05QG1187FB3843E,Byther Smith,,0.0,0.199,1.58983,0.611,0.39362,418.87302,0.264,0.465194733,1.0,0.826,31.55379,"Monticello, MS",-90.10785,-11.702,1,0.912,142192,Addressing The Nation With The Blues,ARNOCLW11F4C83BD2A,0.437351761,SONETAN12A58A7ACEB,411.481,0.0,0.09325,117.168,chicago blues,1.0,3.0,1.0,I Wish My Mother Was Here,1989
0.351624469,ARTEGHH1187FB435C8,Bebo & Cigala,world,1.0,0.0,0.17434,0.0,0.17434,198.26893,0.0,0.483703807,2.0,0.414,37.15735675013362,Not available,-63.933357868519515,-14.509,0,0.485,296995,Lagrimas Negras,ARA0BLX1187FB43537,0.676548906,SOKEXTF12A8C13AE7E,193.782,0.0,0.17434,132.967,latin jazz,1.0,1.0,0.405,Inolvidable,2003
0.354725755,ARASSX21187FB528B7,Bizarre Inc,,0.0,0.016,1.72068,0.693,1.29819,420.10077,7.367,0.633817882,11.0,1.0,52.8029,"Stafford, England",-2.10633,-9.062,1,0.726,146503,Surprise,AR58X861187FB3725D,,SOUJISW12CF4E09416,412.473,0.05,1.07786,139.91,breakbeat,0.928908881,4.0,1.0,Miracle,1996
0.446071584,ARRH2S81187B98C8AA,Bongzilla,american,1.0,0.88,1.86974,0.687,0.57631,397.26975,0.392,0.574400789,9.0,0.535,43.07295,"Madison, Wisconsin",-89.38669,-6.788,1,0.333,223472,Apogee,ARVJSYD1187B993509,0.460541281,SOJKDKH12A58A761A2,397.27,0.325,0.25336,95.882,stoner metal,1.0,4.0,0.0,Witch Weed (Live),1999
0.353000688,ARSF4161187B9B449F,The Gone Jackals,,0.0,0.244,0.68126,0.638,0.23462,229.79873,0.205,0.44104996,4.0,0.685,37.15735675013362,Not available,-63.933357868519515,-12.772,1,0.418,457879,Bone To Pick,ARII7EM1187FB5400D,0.495293621,SOTWWBZ12AB01845E0,226.441,0.411,0.08525,135.175,blues-rock,0.796353591,3.0,0.639,Not Buried Deep Enough,1995
0.173067999,AR87OXB1187FB39E0B,The Willis Brothers,,0.0,0.083,1.26047,0.368,0.2832,150.64771,0.0,0.334628878,7.0,0.804,37.15735675013362,Not available,-63.933357868519515,-9.258,1,0.728,816840,Strictly Trucking,AR65TWD1187B991437,,SOKZTUH12AB018B938,144.62,0.835,0.03978,121.983,western swing,1.0,3.0,0.852,Give Me 40 Acres (To Turn This Rig Around),0
0.341904574,ARCLCFS1187B9AE476,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,,0.0,0.227,1.04714,0.447,0.68669,286.14485,0.485,0.560411686,9.0,0.206,-23.56287,"Sao Paulo, Brazil",-46.65466,-24.597,0,0.323,319844,Music Of The Brazilian Masters,ARIZKZF1264D135019,,SOQDTZG12A8C1442E3,271.946,0.201,0.50692,169.775,latin jazz,0.970341277,3.0,0.1,Ernesto Nazareth,0
0.27238546,ARWAPYC1187FB3FCAF,S.U.P,french,1.0,0.104,0.74275,0.402,0.30755,384.70485,0.254,0.406166635,11.0,0.582,37.15735675013362,Not available,-63.933357868519515,-8.161,0,0.606,333103,To Live Alone,AR2BG1S1187FB52489,,SOIFOLA12AB017CDA1,351.01,0.655,0.30755,137.862,doom metal,1.0,4.0,0.0,The Cube (Live),2001
0.365339653,ARILV5E1187B9959C8,Boogie Pimps,pop and chart,1.0,0.043,0.47165,0.726,0.47165,415.03302,0.0,0.62799739,1.0,0.46,37.15735675013362,Not available,-63.933357868519515,-6.751,1,0.716,775316,PeeBoy EP,ARHXH6D1187B994181,0.0,SOKHVZO12AB0184C4D,372.663,1.0,0.23761,83.326,hard house,0.877277288,3.0,1.0,Get Back Down,0
0.3008559,ARHSAFX1187B98E89A,Brian Keane,,0.0,0.291,0.62429,0.623,0.62429,133.53751,2.235,0.453171007,4.0,0.0,31.1689,Texas,-100.07715,-29.295,1,0.0,599989,The Way West,ARCSTTW1187B98AC42,,SOMISOP12AC468D9D5,133.538,0.065,0.62429,117.667,world beat,0.852164388,3.0,0.255,Battle Of The Rosebud / Cries,0
0.343275661,ARGR9FY1187FB4D0E7,Aberdeen,,0.0,0.18,0.6871,0.446,0.6871,266.70975,0.0,0.583773265,9.0,0.731,37.15735675013362,"Poza Rica, MX",-63.933357868519515,-12.658,1,0.577,80339,Suburban,ARAWPGV1187B9B1384,,SOOZKNQ12A6D4F6FD4,257.225,0.266,0.24622,90.908,twee pop,0.836620552,3.0,1.0,Beyond the Light,0
0.819588282,ARVG4OK1187B9B6BD3,The Killers,rock and indie,1.0,0.071,1.03982,0.938,0.25338,284.3424,0.206,0.918451789,4.0,0.49,37.15735675013362,Not available,-63.933357868519515,-6.546,1,0.469,624887,Hitzone 49,ARVN9FZ1187FB393F1,,SOGOQGE12AB0182907,267.685,0.306,0.05455,151.953,rock,1.0,4.0,0.198,Spaceman,2008
0.47722519,ARGCY1Y1187B9A4FA5,Gloriana,,0.0,0.005,0.88942,0.507,0.88942,179.06893,0.844,0.73699197,0.0,0.437,36.16778,"Nashville, TN.",-86.77836,-17.522,0,0.465,726003,Il meglio di Gloriana,AR23BO81187FB47087,0.0,SOWTIDJ12AB018808C,175.92,0.332,0.88942,161.054,teen pop,0.97699572,4.0,0.67,Pulecenella 'e mA2,0
0.366743932,ARYFROT1187B9B78C2,Butterfly Temple,,0.0,0.168,0.76458,0.0,0.38884,100.5971,1.268,0.511000944,8.0,0.246,37.15735675013362,Not available,-63.933357868519515,-10.777,1,0.326,811387,Za Solntsem Vsled,ARLPWJI1187FB4E7A4,,SONIHLC12AB0187B0C,100.597,0.215,0.20097,159.895,doom metal,0.964861054,5.0,0.298,Iskorosten' (instr.),0
0.317248425,ARIN12F1187FB3E92C,Grant Geissman,production music,1.0,0.007,1.11054,0.838,0.1732,320.60036,0.0,0.422971308,9.0,0.802,30.24216,"PEARLINGTON, Mississippi",-89.60586,-9.993,1,0.463,460988,Time Will Tell,AR2LRXK1187FB593DD,0.0,SOLBHCO12AB018769A,303.044,1.0,0.1732,128.219,smooth jazz,1.0,4.0,0.859,Big Stax/High Volts (Album Version),0
0.314882184,ARMZ4PD1187B9ACBCD,20/20,,0.0,0.0,3.12601,0.572,2.53688,302.36689,14.588,0.50039601,6.0,1.0,37.15735675013362,Not available,-63.933357868519515,-12.99,1,0.947,590998,4 Day Tornado,ARL6APF1187B9AE81F,0.0,SOVZVPT12AB018A59E,284.595,0.024,2.23347,101.229,power pop,1.0,4.0,0.634,It Goes On,0
0.322468155,AR0CWSC1187B9AFE3F,JosA(c) Augusto,,0.0,0.24,0.52245,0.4,0.52245,284.70812,0.0,0.429544942,0.0,0.106,37.15735675013362,Not available,-63.933357868519515,-8.339,1,0.324,509285,Ao Vivo,ARBZVHM1187B9A744E,,SOZWDHS12AB0188A33,274.448,0.544,0.19975,98.859,latin pop,0.843518768,4.0,0.326,Pecado De Amor,0
0.498668875,ARD5K161187B9AC784,Orbital,british,3.0,0.039,0.89509,1.0,0.4155,327.8624,0.38,0.693009204,0.0,0.509,51.27562,"Sevenoaks, United Kingdom",0.17898,-6.531,1,0.519,2016,The Altogether,ARYPTWE1187FB49D64,0.688521844,SOFSKON12A8C13B3B5,316.447,0.528,0.17571,125.975,techno,1.0,4.0,0.794,Illuminate,2001
0.555138322,ARUZRFN1187B98AC05,Bone Thugs-N-Harmony / Akon,,0.0,0.056,0.44481,0.879,0.05666,286.30159,0.177,0.81592342,1.0,0.529,37.15735675013362,"Cleveland, OH",-63.933357868519515,-6.933,1,0.317,74586,Strength & Loyalty,ARZ2DHF1187FB3F2EA,0.557880389,SOBOCAG12A6BD55D56,273.601,0.289,0.05666,154.09,gangster rap,0.946255702,4.0,0.625,Never Forget Me,2007
0.442652003,ARSTH0R1187B98951E,Moonsorrow,black metal,1.0,0.408,0.93982,0.875,0.46604,356.49261,0.276,0.646618529,9.0,0.764,37.15735675013362,Not available,-63.933357868519515,-4.178,1,0.561,312976,Kivenkantaja,ARB5TJM1187B9A71FD,,SONCYFS12A8C14261E,356.493,0.547,0.14177,124.237,viking metal,0.972187827,4.0,0.0,Ukkosenjumalan poika,2001
0.52040786,ARSL5SP1187B9A7AE0,N.W.A.,hip hop rnb and dance hall,1.0,0.088,0.95072,1.0,0.33341,168.75057,0.281,0.747708669,9.0,0.445,34.05349,"Compton, California, USA.",-118.24532,-8.91,1,0.419,160605,Straight Outta Compton,ARUZRFN1187B98AC05,0.0,SOTNBNN12A6D4F6CC7,165.86,1.0,0.33341,97.099,gangster rap,0.882434774,4.0,1.0,A B***** Is A B***** (Edited),1989
0.5890868,ARCE0H01187B9AF741,Rage Against The Machine,funk metal,2.0,0.0,0.46699,0.0,0.46699,201.56036,0.0,0.783458021,9.0,0.539,37.15735675013362,"Los Angeles, CA",-63.933357868519515,-2.069,1,0.379,282493,Live at the Grand Olympic Auditorium,ARE8GLF1187FB52532,,SOXZLDX12A58A7CE52,201.56,0.296,0.25665,140.63,rap metal,0.999859221,1.0,0.0,Kick Out The Jams,2000
0.282286406,ARW4AGO1187FB4F107,Jazz Gillum,,0.0,0.712,0.58716,0.712,0.58716,185.67791,0.234,0.362800142,0.0,0.04,33.45081,"Indianola, MS",-90.645,-16.844,0,0.123,161810,Take One More Chance With Me,ARFGMSJ122988ED7A0,,SOEESQT12A8C13C7D5,178.765,0.594,0.30595,101.41,chicago blues,1.0,1.0,0.0,Me And My Buddy,0
0.625080481,ARZWK2R1187B98F09F,Rise Against,hardcore punk,1.0,0.264,0.54425,0.794,0.25604,218.8273,0.194,0.847081688,4.0,0.355,37.15735675013362,Chicago,-63.933357868519515,-3.803,1,0.354,559004,Revolutions Per Minute,AR6XI3F1187FB3A968,0.696469437,SOSKUNI12AB0187F12,218.827,0.576,0.113,186.254,hardcore punk,0.947856132,4.0,0.526,Amber Changing,2003
0.374449431,ARDOOH01187B991055,Ultraviolence,,0.0,0.122,0.5551,0.854,0.26867,303.04608,0.102,0.499939221,1.0,0.745,37.15735675013362,Not available,-63.933357868519515,-10.57,1,0.556,681616,Psycho Drama,AR3NHIA1187B9AC99B,0.215080319,SOSLFMU12AB018FFEA,292.664,0.426,0.12794,210.47,gabba,1.0,4.0,0.418,Murder Academy,1995
0.558298348,ARMBTFC1187FB56343,Korn,american,2.0,0.447,0.74834,0.299,0.11878,224.522,0.0,0.829135422,7.0,0.435,37.15735675013362,"Bakersfield, CA",-63.933357868519515,-6.694,1,0.467,405643,Issues,AR5H4CJ1187B9AE949,,SOOKISK12AB0180667,214.941,1.0,0.11878,94.057,rap metal,0.921075999,4.0,1.0,Hey Daddy,1999
0.353034056,ARBH0MS1187FB36311,Sir Neville Marriner,conductor,1.0,0.072,0.12893,0.072,0.12893,315.27138,0.0,0.430024987,4.0,0.517,37.15735675013362,Not available,-63.933357868519515,-16.753,1,0.396,152247,Britten: Orchestral Works,ARXZAV31187FB3CE61,,SOVGBEK12A8C134E04,303.45,0.583,0.12893,100.349,requiem,1.0,1.0,0.0,4 Sea Interludes Op. 33a: Storm,0
0.441355562,ARTXEZN1187B9B8190,Agnes,,0.0,0.014,0.84966,0.773,0.37107,275.06893,0.0,0.737540403,7.0,0.727,62.19845,Sweden,17.55142,-4.376,1,0.552,644965,I Need You Now,ARLSB9Q1187B9B8D62,,SORJOMF12AB0186F78,271.296,0.504,0.37107,124.009,europop,0.888781506,4.0,0.944,I Need You Now,0
0.491828704,ARBM57Q1187B9AF97C,James Horner,soundtrack,2.0,0.347,2.91664,0.347,2.91664,191.81669,3.146,0.679519208,9.0,0.137,34.05349,"Los Angeles, CA",-118.24532,-38.525,1,0.399,64098,Aliens - The Deluxe Edition,ARM0RY81187B9AF248,0.545230294,SOVTGXQ12A6D4FB9CA,179.868,0.05,2.91664,90.084,rock,1.0,1.0,0.342,Atmosphere Station,1986
0.467133519,ARED2DG1187FB3CB4D,Tantric,,0.0,0.689,0.14825,0.689,0.14825,177.24036,0.107,0.720808698,2.0,0.796,37.15735675013362,Not available,-63.933357868519515,-1.843,1,0.732,570488,Mind Control,AR3FOK11187FB3F4EE,0.447135796,SOLKTEK12AB018BE1A,171.404,0.727,0.14825,106.698,post-grunge,1.0,1.0,0.792,Walk Away,2009
0.574274731,ARMQHX71187B9890D3,Mastodon,heavy metal,2.0,0.447,2.49921,0.614,0.20127,233.58649,0.229,0.780461749,2.0,0.604,37.15735675013362,"Atlanta, GA",-63.933357868519515,-3.937,1,0.402,223563,Call of the Mastodon,ARMAC4T1187FB3FA4C,0.784194616,SODYZIU12A8C13FBD9,233.586,0.282,0.20127,89.78,alternative metal,0.999863626,4.0,0.0,Shadows That Move,2001
0.266275286,ARNIFX51187FB418EA,Xcultures,,0.0,0.137,1.21134,0.503,0.62753,38.3473,0.0,0.400433514,9.0,0.054,37.15735675013362,Not available,-63.933357868519515,-16.006,0,0.334,466577,One World One People,AREI7EO1187B98BE33,0.214253449,SOJRCDU12AB0189D27,38.347,0.343,0.33773,107.177,gabba,0.942755424,7.0,0.545,Smile,2000
0.374862616,AREW1KO1187B98E42E,The Irish Tenors,,0.0,0.26,1.09675,0.0,0.65712,100.85832,0.0,0.599019959,10.0,0.045,37.15735675013362,Not available,-63.933357868519515,-19.794,1,0.344,785416,Live From Dublin,ARHKEC11187B998F5B,0.0,SOBMHTY12AC9097B7C,100.858,0.0,0.65712,152.258,irish folk,1.0,4.0,0.487,Mountains Of Mourne,0
0.750311503,ARUJ5A41187FB3F5F1,U2,irish,3.0,0.041,1.4142,0.937,0.52971,485.19791,4.923,0.843526543,3.0,0.878,37.15735675013362,"Dublin, Ireland",-63.933357868519515,-7.614,1,0.916,53563,Window In The Skies,AR6LZB61187B9AF431,,SOZWHVZ12A6D4F90E7,474.517,0.081,0.52971,134.083,dance rock,1.0,4.0,0.662,Kite Live from Sydney,2007
0.292801539,ARE2BVT1187B9AC9A2,Little Joe,,0.0,0.15,0.2401,0.873,0.2401,239.01995,0.187,0.454709911,5.0,0.606,37.15735675013362,Not available,-63.933357868519515,-10.274,1,0.598,508052,Nuestra TradiciA3n,ARKDVBP1187B991607,,SOQAHUW12AB0181F04,230.545,0.719,0.2401,106.398,soul jazz,0.969186075,3.0,1.0,Loco (Crazy),0
0.558298348,ARMBTFC1187FB56343,Korn,american,2.0,0.193,0.34848,0.927,0.34848,288.49587,0.107,0.829135422,10.0,0.439,37.15735675013362,"Bakersfield, CA",-63.933357868519515,-5.912,1,0.383,282711,Untitled,AR5H4CJ1187B9AE949,,SOVHRBI12A81C22E02,276.95,0.446,0.15981,160.022,rap metal,0.921075999,3.0,0.719,Ever Be,2007
0.351345077,AR97EHA1187B98AD5F,Blind Blake & The Royal Victoria Hotel Calypsos,ragtime,1.0,0.016,0.80322,0.093,0.21688,151.53587,0.0,0.521712214,7.0,0.497,30.33138,"Jacksonville, FL",-81.6558,-7.108,1,0.494,443790,Bahamian Songs,ARRU9GR1187FB43F56,0.0,SOHULHF12AB017F6CF,145.734,0.96,0.21688,101.492,country blues,1.0,4.0,1.0,Oh Look Misery,0
0.388112774,ARFTMGO1187B9A777A,Percy Faith,,0.0,0.01,0.88661,1.0,0.18997,160.28689,0.061,0.566796475,0.0,0.837,43.64856,"Toronto, Ontario, Canada",-79.38533,-15.578,0,0.718,708314,A Jerome Kern Songbook,ARNNU4G1187FB5991B,,SOFWWGY12AB0185BC5,156.386,0.357,0.18997,86.141,instrumental pop,0.939271597,4.0,0.77,Yesterdays,0
0.497711444,AR5J8XN1187B9B712E,Extreme,,0.0,0.026,0.94816,0.929,0.42407,181.55057,0.133,0.717991696,1.0,0.306,37.15735675013362,Not available,-63.933357868519515,-9.334,1,0.369,27997,Extreme,AR873K31187FB3C338,0.621765583,SOEETVW12A6D4F93B8,173.761,0.732,0.16397,120.097,funk metal,0.887026978,4.0,0.194,Teacher's Pet,0
0.560380805,AR4B3RX1187B9A868A,Alexandre Desplat,easy listening soundtracks and musicals,1.0,0.059,0.56464,0.667,0.10177,70.26893,0.0,0.609816403,7.0,0.417,37.15735675013362,Not available,-63.933357868519515,-16.942,0,0.524,263915,L'enquAate corse - bof,ARU52PB1187FB58E46,,SOJTIKK12A8C13B15E,64.505,0.785,0.10177,128.173,soundtrack,1.0,4.0,0.189,Palmer enquAate,2004
0.37425994,ARE1N571187B98A47D,Prozak,,0.0,0.887,0.59386,0.381,0.59386,173.24363,0.09,0.621213511,8.0,0.364,51.50632,London,-0.12714,-6.021,1,0.433,585535,Tales From The Sick,ARKZ9HT1187FB38E18,0.606816327,SOQBQWN12AB0186782,161.414,0.571,0.16834,88.835,rap,1.0,4.0,0.854,Go To Hell,0
0.389589781,AR8XG9J1187FB418C1,Jerry Butler,,0.0,0.75,0.07702,0.913,0.07702,155.74159,0.177,0.589259678,2.0,0.426,33.54243,"Sunflower, MS",-90.53727,-13.135,1,0.45,428274,Jerry Butler Selected Hits Vol. 4,ARYBUAO1187FB3F4EB,0.0,SOKLQWF12A8C1423F2,144.689,0.518,0.07702,105.24,chicago soul,0.930691919,4.0,0.0,Moon River - Original,0
0.295889812,ARHSS201187B98A8CC,Yvette Horner,,0.0,1.0,0.1822,1.0,0.1822,148.03546,0.404,0.411875463,7.0,0.881,37.15735675013362,Not available,-63.933357868519515,-6.893,1,0.724,150354,L'essentiel 2003,ARD7U0O1187FB5531A,,SORQLMX12A8C133FCD,141.427,0.798,0.1822,162.385,chanson,1.0,1.0,0.0,La Plus Bath Des Javas,0
0.409550595,AR02PUA1187FB52574,Delta 9,,0.0,0.096,1.56449,0.121,0.48327,94.06649,0.0,0.586000058,2.0,0.171,37.15735675013362,Not available,-63.933357868519515,-9.506,1,0.24,556140,No Regrets,ARQAHO71187FB38C61,,SOCLQKJ12AF72A4AB0,94.066,0.014,0.21636,109.636,gabba,1.0,5.0,0.935,Infidel,0
0.586433379,AR6892W1187B9AC71B,Placebo,alternative rock,3.0,0.381,1.03723,0.775,0.48534,241.52771,0.0,0.804523521,10.0,0.532,37.15735675013362,"London, England",-63.933357868519515,-7.255,0,0.523,314,Sleeping With Ghosts,AR6LZB61187B9AF431,0.873702495,SODWXQV12A6310F10D,229.837,0.585,0.07522,108.264,british pop,0.999766449,4.0,0.902,English Summer Rain,2003
0.316692162,ARGNGRI11E2835D567,Tam Tam Go!,spanish,1.0,0.174,0.86869,0.737,0.38598,226.82077,0.322,0.515044056,9.0,0.51,37.15735675013362,Not available,-63.933357868519515,-7.684,1,0.456,157419,Miscelanea,AR1FROD1187B9B984C,,SORKRKK12A8C13C12F,220.235,0.538,0.14402,119.524,pop rock,0.873697928,4.0,0.941,Spanish Shuffle (Album Version),0
0.344814469,ARQDYV0119B866800F,Gertrudis,,0.0,0.056,1.24011,0.564,0.63239,106.52689,4.104,0.444926413,9.0,0.0,37.15735675013362,Not available,-63.933357868519515,-12.385,0,0.0,448373,500,ARG17O11187FB4A8DA,0.323112121,SOQPPKZ12A58A7B1EC,106.527,0.155,0.34167,97.76,big beat,0.956568016,4.0,0.832,Intro,2009
0.413237884,ARN5W1B1187B98BE10,Warrior King,,0.0,0.008,0.2753,0.989,0.2753,224.28689,2.409,0.588370653,10.0,0.693,37.15735675013362,Not available,-63.933357868519515,-4.779,1,0.501,146292,Virtuous Woman,ARI4SKQ1187B9B43B0,0.537503904,SOXSUNF12A8C134195,217.623,0.989,0.2753,241.877,roots reggae,0.926108914,4.0,0.947,Empress So Divine,2002
0.466826993,ARBJSO81187B9BA09B,Soda Stereo,rock en espanol,1.0,0.1,1.9407,0.995,0.63157,340.29669,0.374,0.711165787,7.0,0.403,37.15735675013362,Not available,-63.933357868519515,-11.356,1,0.196,509726,De Musica Ligera,ARL3VGT1187FB40E8E,0.547324832,SOVRJYX12AB01844E1,327.396,0.442,0.46721,91.328,rock,1.0,4.0,0.884,Terapia De Amor Intensiva,1988
0.394127577,ARETCTY1187FB4C033,LORE,,0.0,0.422,0.25594,0.852,0.25594,216.55465,3.17,0.510794577,8.0,0.9,37.15735675013362,Not available,-63.933357868519515,-8.147,1,0.702,467695,My Soul Speaks,ARR6TOR1187B9A8B88,0.494357324,SOMOHEI12AB018785F,209.537,0.092,0.25594,130.062,trip hop,1.0,4.0,0.281,Haunting,0
0.466775622,ARQXR6R1187FB46FD6,Soul Asylum,american underground,1.0,0.013,1.9281,0.983,1.05993,279.2224,2.009,0.690080124,11.0,0.905,37.15735675013362,"Minneapolis, MN",-63.933357868519515,-6.582,0,0.883,287672,Candy From A Stranger,AR07SOR1187FB46179,0.360370583,SOOGRLD12A8C132B2F,265.834,0.725,0.47298,68.734,hard rock,1.0,4.0,0.0,Lies Of Hate,1998
0.292656454,ARP8TSJ1187FB54852,Carl Doy with NZSO,,0.0,0.064,1.53215,0.877,0.28794,158.56281,0.223,0.342558954,2.0,0.954,37.15735675013362,Not available,-63.933357868519515,-16.527,1,0.647,662561,Music For Christmas Lovers,ARL3IIC1187FB394BD,0.0,SODAEVD12AB01886BB,153.211,0.816,0.28794,94.658,progressive house,1.0,3.0,0.653,The First Noel,0
0.374271174,AR3PN3R1187FB4CEBD,Horace Andy,classic pop and rock,1.0,0.636,0.55116,0.636,0.55116,234.44853,0.374,0.626436382,10.0,0.166,18.01571,"Kingston, Jamaica",-76.79731,-10.173,0,0.211,206882,Exclusively,ARABKKO11F50C4D0A5,0.345802234,SOAESJW12A8C137CC2,222.546,0.842,0.55116,102.055,roots reggae,1.0,1.0,0.0,Musical Episode,2005
0.291539727,ARQGYP71187FB44566,Jimmy Wakely,,0.0,0.901,0.24263,0.901,0.24263,155.95057,0.299,0.39413854,2.0,0.745,34.31109,"Mineola, AR",-94.02978,-14.123,1,0.704,493266,Country Masters Vol 1,ARFYPFB1187FB3D65C,0.462643183,SOHCYVK12AB017BBF2,144.283,0.447,0.24263,109.065,classic country,1.0,1.0,0.04,Beautiful Brown eyes,2001
0.244243643,ARHVU591187B99F46A,The Nightraver & The Magican,,0.0,0.073,0.94024,0.0,0.28878,233.53424,0.0,0.341937434,6.0,0.741,37.15735675013362,Not available,-63.933357868519515,-5.483,1,0.548,577462,Ultimate Happy Hardcore 3,AR554NI1187B99B2A0,0.0,SOCWXYM12AB018BDF3,226.04,0.654,0.28878,184.981,gabba,0.999155923,4.0,0.32,Drop the Bass,0
0.411448143,ARV2V751187FB4330F,Rah Digga (Featuring Outsidaz),,0.0,0.135,0.03033,0.0,0.03033,256.80934,0.0,0.583231605,7.0,0.638,40.14323,New Jersey,-74.72671,-7.307,1,0.684,611258,Dirty Harriet,AR05OJD1187B9B99A6,0.405115722,SOSYVIZ12A8C141964,242.95,0.362,0.03033,201.802,hip hop,1.0,3.0,0.896,The Last Word (Amended Version),2000
0.606630152,ARX9YIP1187B98A656,RUN-DMC,hip-hop,1.0,0.043,1.46506,0.593,0.9623,234.65751,0.638,0.686988955,1.0,0.572,37.15735675013362,Not available,-63.933357868519515,-12.75,1,0.382,293884,Run DMC,ARKAI6D1187B98A539,,SOTVEKK12A8C1392E1,217.281,0.992,0.71179,119.67,hip hop,1.0,4.0,0.686,Hard Times,1984
