# killed,# wounded,age,assassination?,attacker.name,birth.location,birth.year,campaign.name,country,day,education,gender,location,marital,month,occupation,religion,target.name,type,weapon,year
9,27,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,9,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Shia civilians in market,Civilian,Car bomb,2006
9,27,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,9,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Mishin trade complex,Civilian,Car bomb,2006
0,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,11,Unknown,Male,"Iraq, TajiBaghdad Province",Unknown,11,Unknown,Unknown,US military patrol,Security,Car bomb,2006
2,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,11,Unknown,Unknown,"Iraq, BaqubahDiyala Province",Unknown,11,Unknown,Unknown,Iraqi Police station,Security,Car bomb,2006
35,60,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,12,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Iraqi Police Commando Recruitment Center,Security,Belt bomb,2006
10,12,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,13,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Bus transporting Iraqi Shia civilians,Civilian,Belt bomb,2006
0,1,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,13,Unknown,Unknown,"Afghanistan, AzizabadHerat Province",Unknown,11,Unknown,Unknown,Joint NATO-ISAF and Afghan National Army (ANA) military convoy,Security,Car bomb,2006
10,18,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,14,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Minibus transporting Iraqi civilians,Civilian,Belt bomb,2006
3,15,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,15,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Sunni Iraqis attending funeral,Civilian,Car bomb,2006
0,1,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,15,Unknown,Male,"Afghanistan, Jabal SarajParvan Province",Unknown,11,Unknown,Unknown,Unknown,Civilian,Belt bomb,2006
0,2,20,False,Nadeem Khan,Pakistan,1987,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,17,Unknown,Male,"Pakistan, PeshtakharaNorth-West Frontier Province (NWFP)",Unknown,11,Unknown,Unknown,Pakistani Police van,Security,Belt bomb,2006
0,0,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,18,Unknown,Male,"Afghanistan, KhostKhost Province",Unknown,11,Unknown,Unknown,Afghan National Police (ANP) patrol,Security,Belt bomb,2006
0,7,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,18,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,11,Unknown,Unknown,Iraqi Army checkpoint,Security,Car bomb,2006
3,24,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,19,Unknown,Unknown,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,11,Unknown,Unknown,Kurdish Civilians,Civilian,Belt bomb,2006
22,44,-1,False,Unknown,Syria,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,19,Unknown,Male,"Iraq, HillahBabil Province",Unknown,11,Unknown,Unknown,Construction Day Laborers,Civilian,Car bomb,2006
3,4,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,20,Unknown,Male,"Iraq, BaajNinawa Province",Unknown,11,Unknown,Unknown,Iraqi Army patrol,Security,Car bomb,2006
2,6,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,20,Unknown,Male,"Iraq, RamadiAl Anbar Province",Unknown,11,Unknown,Unknown,Iraqi Police checkpoint,Security,Car bomb,2006
1,4,-1,False,Asadollah,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,21,Unknown,Male,"Afghanistan, Khost (Matun) districtKhost Province",Unknown,11,Unknown,Unknown,NATO-ISAF military convoy,Security,Belt bomb,2006
67,85,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Jamila market frequented by Iraqi Shia civilians,Civilian,Car bomb,2006
0,5,57,False,Fatima Omar Mahmud al-Najar,"Palestinian Territory, Occupied",1949,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",23,Unknown,Female,"Palestinian Territory, Occupied, JabaliyaGaza",Unknown,11,Unknown,Muslim (Sunni),Israeli Soldiers,Security,Belt bomb,2006
67,85,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Shahidein Square frequented by Iraqi Shia civilians,Civilian,Car bomb,2006
67,85,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,11,Unknown,Unknown,Al-Hay market frequented by Iraqi Shia civilians,Civilian,Car bomb,2006
22,26,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,24,Unknown,Unknown,"Iraq, Tal AfarNinawa Province",Unknown,11,Unknown,Unknown,Car market,Civilian,Car bomb,2006
4,10,23,False,Unknownaka Muna,Iraq,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Post-secondary,Female,"Iraq, FallujahAl Anbar Province",Unknown,11,Professional,Unknown,Joint US and Iraqi Army checkpoint,Security,Car bomb,2006
0,5,-1,False,Mohammad Omar,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,25,Unknown,Male,"Afghanistan, DaberLowgar Province",Unknown,11,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2006
15,25,-1,True,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,26,Unknown,Unknown,"Afghanistan, UrgunPaktika Province",Unknown,11,Unknown,Unknown,District Chief Mubin Shah and Afghan Special Forces Commander,Political,Belt bomb,2006
0,1,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,28,Unknown,Male,"Afghanistan, PanjwaiKandahar Province",Unknown,11,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2006
0,2,28,False,Amer Abdullah,Syria,-1,Hezbollah vs. Israel,Syria,28,Unknown,Male,"Syria, Jdeidet YabousDimashq",Unknown,11,Unknown,Unknown,Syrian Arab Army (SAA) checkpoint,Security,Belt bomb,2006
1,4,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,28,Unknown,Unknown,"Afghanistan, HeratHerat Province",Unknown,11,Unknown,Unknown,Afghan National Army (ANA) military convoy,Security,Car bomb,2006
1,18,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,28,Unknown,Unknown,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,11,Unknown,Unknown,"Abdel Rahman Mustafa, Governor of Kirkuk Province [survived]",Political,Belt bomb,2006
4,6,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,29,Unknown,Male,"Iraq, SamarraSalah ad Din Province",Unknown,11,Unknown,Unknown,Tharthar Iraqi Police station,Security,Car bomb,2006
2,0,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,29,Unknown,Male,"Afghanistan, Kandahar CityKandahar Province",Unknown,11,Unknown,Unknown,NATO-ISAF military convoy,Security,Motorcycle bomb,2006
8,8,-1,False,Unknown,Unknown,-1,Somali Rebels vs. Ethiopia & Allies,Somalia,30,Unknown,Female,"Somalia, BaidoaBay",Unknown,11,Unknown,Unknown,Checkpoint,Security,Car bomb,2006
3,4,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,1,Unknown,Unknown,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,12,Unknown,Unknown,Joint US and Iraqi Army patrol,Security,Car bomb,2006
2,14,-1,True,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,1,Unknown,Unknown,"Sri Lanka, ColomboWestern Province",Unknown,12,Unknown,Hindu,Sri Lanka's Defense Secretary Gotabhaya Rajapakse,Political,Motorcycle bomb,2006
0,0,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,1,Unknown,Male,"Pakistan, PeshawarNorth-West Frontier Province (NWFP)",Unknown,12,Unknown,Unknown,Pakistan Military Facility,Security,Motorcycle bomb,2006
3,2,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,3,Unknown,Male,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,12,Unknown,Unknown,Laylan Police Director,Security,Belt bomb,2006
3,12,-1,False,Abdorrahim,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,3,Unknown,Male,"Afghanistan, BabajiKandahar Province",Unknown,12,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2006
0,5,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,12,Unknown,Unknown,US military convoy,Security,Car bomb,2006
0,11,-1,False,Abdullah,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,5,Unknown,Male,"Afghanistan, Kandahar CityKandahar Province",Unknown,12,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2006
7,12,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,5,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Iraqi Police recruits,Security,Car bomb,2006
4,15,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,6,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Bus transporting Iraqi Shia civilians,Civilian,Other PBIED,2006
8,4,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,6,Unknown,Male,"Afghanistan, Kandahar CityKandahar Province",Unknown,12,Unknown,Unknown,Office of US Protection and Investigations (USPI) private security service contracted to NATO,Security,Belt bomb,2006
2,7,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,7,Unknown,Unknown,"Afghanistan, Kandahar CityKandahar Province",Unknown,12,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2006
3,15,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,9,Unknown,Unknown,"Iraq, Tal AfarNinawa Province",Unknown,12,Unknown,Unknown,Iraqi Army checkpoint,Security,Car bomb,2006
6,47,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,9,Unknown,Unknown,"Iraq, KarbalaKarbala Province",Unknown,12,Unknown,Unknown,Iraqi Shia shrine,Civilian,Car bomb,2006
1,5,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,11,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Iraqi Police Commando Base,Security,Car bomb,2006
8,8,-1,True,Samiollah,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,12,Unknown,Male,"Afghanistan, Lashkar GahHelmand Province",Unknown,12,Unknown,Unknown,"Mohammad Daud, Governor of Helmand Province [survived]",Political,Belt bomb,2006
5,15,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,12,Unknown,Male,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,12,Unknown,Unknown,Iraqi Army checkpoint,Security,Car bomb,2006
70,235,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,12,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Iraqi day laborers,Civilian,Car bomb,2006
4,29,-1,True,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,14,Unknown,Unknown,"Afghanistan, QalatZabol Province",Unknown,12,Unknown,Unknown,Afghan National Police (ANP) commander Rozi Khan,Security,Belt bomb,2006
2,9,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,14,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Iraqi Police checkpoint,Security,Car bomb,2006
2,5,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,15,Unknown,Unknown,"Afghanistan, GardezPaktia Province",Unknown,12,Unknown,Unknown,Joint NATO-ISAF and Afghan National Army (ANA) patrol,Security,Car bomb,2006
1,3,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,15,Unknown,Male,"Afghanistan, ShikinPaktika Province",Unknown,12,Unknown,Unknown,Afghan National Army (ANA) patrol,Security,Belt bomb,2006
4,5,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,15,Unknown,Unknown,"Iraq, RamadiAl Anbar Province",Unknown,12,Unknown,Unknown,US military checkpoint,Security,Car bomb,2006
1,3,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,17,Unknown,Male,"Afghanistan, Nader Shah KowtKhost Province",Unknown,12,Unknown,Unknown,NATO-ISAF (US) military convoy,Security,Car bomb,2006
0,2,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,18,Unknown,Male,"Afghanistan, Alaqehdan DamanKandahar Province",Unknown,12,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2006
11,30,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,20,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Iraqi Army checkpoint,Security,Car bomb,2006
6,6,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,20,Unknown,Unknown,"Iraq, Tal AfarNinawa Province",Unknown,12,Unknown,Unknown,Unknown,Unknown,Belt bomb,2006
15,15,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,21,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Iraqi Police Academy,Security,Belt bomb,2006
0,8,-1,True,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,22,Unknown,Male,"Afghanistan, KabulKabol Province",Unknown,12,Unknown,Unknown,"Bacha Khan Zadran, Parliament Member",Political,Belt bomb,2006
7,30,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,24,Unknown,Unknown,"Iraq, MiqdadiyahDiyala Province",Unknown,12,Unknown,Unknown,Iraqi Police station,Security,Belt bomb,2006
3,7,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Unknown,"Iraq, RamadiAl Anbar Province",Unknown,12,Unknown,Unknown,Iraqi Police checkpoint,Security,Belt bomb,2006
3,19,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,12,Unknown,Unknown,Bus transporting Iraqi civilians,Civilian,Belt bomb,2006
2,16,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,28,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,12,Unknown,Unknown,Democratic Party of Kurdistan (PDK) offices,Political,Car bomb,2006
9,15,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,29,Unknown,Unknown,"Iraq, KhalisDiyala Province",Unknown,12,Unknown,Unknown,Imam of the Shia mosque,Civilian,Belt bomb,2006
10,50,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,5,Unknown,Unknown,"Afghanistan, Tarin KotOruzgan Province",Unknown,1,Unknown,Unknown,US Ambassador Ronald Neumann,Political,Belt bomb,2007
0,4,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,5,Unknown,Male,"Afghanistan, MarghahPaktika Province",Unknown,1,Unknown,Unknown,NATO-ISAF checkpoint,Security,Car bomb,2007
15,40,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,6,Unknown,Female,"Sri Lanka, PeraliyaSouthern Province",Unknown,1,Unknown,Unknown,Truck transporting soldiers,Security,Car bomb,2007
0,3,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,8,Unknown,Male,"Afghanistan, BermalPaktika Province",Unknown,1,Unknown,Unknown,Afghan National Army (ANA) military convoy,Security,Car bomb,2007
4,12,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,10,Unknown,Unknown,"Iraq, Tal AfarNinawa Province",Unknown,1,Unknown,Unknown,Iraqi Police station,Security,Belt bomb,2007
1,4,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,10,Unknown,Unknown,"Iraq, Tal AfarNinawa Province",Unknown,1,Unknown,Unknown,Tal Afar Mayor Najam Abdullah al-Jaboury [survived],Political,Car bomb,2007
3,33,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,11,Unknown,Unknown,"Iraq, SamarraSalah ad Din Province",Unknown,1,Unknown,Unknown,Head of the Municipal Council in Samarra [survived],Political,Truck bomb,2007
0,3,-1,True,Muhammad Frouq,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,12,Unknown,Male,"Afghanistan, Mohammad AghaLowgar Province",Unknown,1,Unknown,Unknown,Foreign police advisers,Security,Car bomb,2007
2,0,13,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,12,Unknown,Male,"Iraq, KhalidiyahAl Anbar Province",Unknown,1,Unknown,Unknown,US military patrol,Security,Belt bomb,2007
0,1,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,14,Unknown,Male,"Afghanistan, QalatZabol Province",Unknown,1,Unknown,Unknown,"Trucks belonging to Contrack International, a US-based construction and logistics firm",Security,Belt bomb,2007
7,40,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,15,Unknown,Unknown,"Iraq, MosulNinawa Province",Unknown,1,Unknown,Unknown,Iraqi Army patrol,Security,Car bomb,2007
4,3,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,15,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Iraqi Army checkpoint,Security,Car bomb,2007
15,74,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,16,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Market for used motorcycles,Civilian,Car bomb,2007
70,110,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,16,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Shia Mustansiriya University,Civilian,Belt bomb,2007
11,45,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,17,Unknown,Unknown,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,1,Unknown,Unknown,Iraqi Police checkpoint,Security,Car bomb,2007
17,33,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,17,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Predominantly Shia Mereidi market,Civilian,Car bomb,2007
1,5,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,18,Unknown,Male,"Afghanistan, SharanPaktika Province",Unknown,1,Unknown,Unknown,Afghan National Army (ANA) patrol,Security,Belt bomb,2007
0,0,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,19,Unknown,Male,"Afghanistan, Tarin KotOruzgan Province",Unknown,1,Unknown,Unknown,NATO-ISAF military convoy,Security,Car bomb,2007
0,0,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,21,Unknown,Male,"Afghanistan, Chahar SayabKabol Province",Unknown,1,Unknown,Unknown,NATO-ISAF military convoy,Security,Belt bomb,2007
4,20,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,21,Unknown,Male,"Pakistan, Miram ShahFederally Administered Tribal Areas (FATA)",Unknown,1,Unknown,Unknown,Pakistani Army convoy,Security,Car bomb,2007
2,6,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,21,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,1,Unknown,Unknown,Iraqi Army patrol,Security,Car bomb,2007
0,19,-1,False,Unknown,Unknown,-1,LTTE vs. Sri Lanka & India,Sri Lanka,21,Unknown,Unknown,"Sri Lanka, Point Pedro (Off Coast)Eastern Province",Unknown,1,Unknown,Unknown,"British civilian cargo ship, the MV of Liverpool, resupplying Jaffna",Security,Boat bomb,2007
88,160,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,22,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Market frequented by Iraqi Shia civilians,Civilian,Car bomb,2007
10,14,-1,False,Mohammed Hanif,Afghanistan,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,23,Unknown,Male,"Afghanistan, Sara Bagh (Salerno)Khost Province",Unknown,1,Unknown,Unknown,NATO ISAF Forward Operating Base (FOB) Camp Salerno,Security,Belt bomb,2007
0,10,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,23,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,1,Unknown,Unknown,Kurdish Youth Federation Headquarters (associated with KDP),Political,Car bomb,2007
3,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Unknown,"Iraq, FallujahAl Anbar Province",Unknown,1,Unknown,Unknown,Post Office,Political,Motorcycle bomb,2007
26,34,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Iraqi Police patrol,Security,Car bomb,2007
0,4,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Unknown,"Iraq, Tal AfarNinawa Province",Unknown,1,Unknown,Unknown,US military patrol,Security,Car bomb,2007
0,3,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,26,Unknown,Male,"Afghanistan, Lashkar GahHelmand Province",Unknown,1,Unknown,Unknown,Offices of the Alternative Livelihoods Programme,Political,Belt bomb,2007
2,13,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,26,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Iraqi Army convoy,Security,Car bomb,2007
1,7,25,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,26,Unknown,Male,"Pakistan, IslamabadIslamabad Province",Unknown,1,Unknown,Unknown,Foreigners at Marriott Hotel,Civilian,Belt bomb,2007
7,3,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,26,Unknown,Male,"Iraq, MosulNinawa Province",Unknown,1,Unknown,Unknown,Iraqi Shia mosque,Civilian,Belt bomb,2007
15,55,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,27,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Commercial area,Civilian,Car bomb,2007
14,35,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,27,Unknown,Male,"Pakistan, PeshawarNorth-West Frontier Province (NWFP)",Unknown,1,Unknown,Unknown,Pakistani Police forces guarding Shia Ashura procession,Security,Belt bomb,2007
8,15,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,28,Unknown,Unknown,"Iraq, KirkukAt Ta'mim (Kirkuk) Province",Unknown,1,Unknown,Unknown,Warehouse,Civilian,Car bomb,2007
3,7,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,29,Unknown,Male,"Pakistan, Dera Ismail KhanNorth-West Frontier Province (NWFP)",Unknown,1,Unknown,Unknown,Pakistani Police post,Security,Belt bomb,2007
5,25,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,29,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,1,Unknown,Unknown,Iraqi Army checkpoint,Security,Car bomb,2007
3,2,21,False,Muhammad Faisal Saksak,"Palestinian Territory, Occupied",1986,Palestinian Resistance vs. Israel,Israel,29,Unknown,Male,"Israel, EilatHaDarom Province (Southern)",Married,1,Unknown,Muslim (NA),Bakery,Civilian,Other PBIED,2007
23,57,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,30,Unknown,Male,"Iraq, MandaliDiyala Province",Unknown,1,Unknown,Unknown,Shia mosque,Civilian,Belt bomb,2007
0,12,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,30,Unknown,Male,"Afghanistan, Mir DaoudHerat Province",Unknown,1,Unknown,Unknown,Afghan National Army (ANA) military convoy,Security,Car bomb,2007
0,12,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,31,Unknown,Male,"Iraq, MiqdadiyahDiyala Province",Unknown,1,Unknown,Unknown,Iraqi Army checkpoint,Security,Belt bomb,2007
2,1,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,31,Unknown,Male,"Afghanistan, Towr KhamNangarhar Province",Unknown,1,Unknown,Unknown,NATO-ISAF troops,Security,Belt bomb,2007
1,3,-1,True,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,1,Unknown,Male,"Iraq, TikritSalah ad Din Province",Unknown,2,Unknown,Unknown,"Hamad al-Qaysi, Provincial Governor",Political,Belt bomb,2007
6,12,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,1,Unknown,Unknown,"Iraq, BaghdadBaghdad Province",Unknown,2,Unknown,Unknown,Minibus transporting Iraqi civilians,Civilian,Truck bomb,2007
63,150,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,1,Unknown,Male,"Iraq, HillahBabil Province",Unknown,2,Unknown,Unknown,Market frequented by Iraqi Shia civilians,Civilian,Belt bomb,2007
