# killed,# wounded,age,assassination?,attacker.name,birth.location,birth.year,campaign.name,country,day,education,gender,location,marital,month,occupation,religion,target.name,type,weapon,year
0,10,46,False,Daoud Abu Swayaka Dawud Ali Ahmed Saad,"Palestinian Territory, Occupied",1955,Palestinian Resistance vs. Israel,Israel,5,Unknown,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Married,12,Unemployed,Unknown,Israeli civilians at Mamilla Hilton Hotel,Civilian,Belt bomb,2001
0,10,18,False,Nimir Mohammad Abu-Sayfayn,Unknown,1983,Palestinian Resistance vs. Israel,Israel,9,Unknown,Male,"Israel, HaifaHiefa Province (Haifa)",Unknown,12,Unknown,Unknown,Israeli Defense Forces (IDF) Checkpoint,Security,Belt bomb,2001
0,4,19,False,Ali Ibrahim Ashour,"Palestinian Territory, Occupied",1982,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",12,Post-secondary,Male,"Palestinian Territory, Occupied, Gush Katif (S)Gaza",Unknown,12,Student,Muslim (NA),Israeli civilians at Palm Beach Hotel,Civilian,Belt bomb,2001
12,0,-1,False,Unknown,Unknown,-1,Kashmiri Rebels vs. India,India,13,Unknown,Unknown,"India, New DelhiIndia",Unknown,12,Unknown,Unknown,Parliament Building,Political,Belt bomb,2001
0,0,28,False,Mahmoud Jamil Hussein Faraj,Unknown,1973,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",15,Unknown,Male,"Palestinian Territory, Occupied, TulkarmWest Bank",Unmarried,12,Unknown,Muslim (NA),Israeli Defense Forces (IDF) Roadblack,Security,Belt bomb,2001
0,24,18,False,Safwat Abd al-Rahman Muhammad Khalilaka Safwat Khalil,"Palestinian Territory, Occupied",1984,Palestinian Resistance vs. Israel,Israel,25,Unknown,Male,"Israel, Tel AvivTel Aviv Province",Unknown,1,Professional,Unknown,Israeli civilians in crowded commercial area,Civilian,Belt bomb,2002
1,150,28,False,Wafa Idrisaka Wafa 'Ali Khalil Falyfel,"Palestinian Territory, Occupied",1974,Palestinian Resistance vs. Israel,Israel,27,Post-secondary,Female,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unmarried,1,Professional,Unknown,Israeli Civilians,Civilian,Belt bomb,2002
0,2,23,False,Murad Muhammad Abd al-Fatah Abu Assalaka Murad Abu Asal,"Palestinian Territory, Occupied",1979,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",30,Unknown,Male,"Palestinian Territory, Occupied, TaybehWest Bank",Unknown,1,Unskilled,Unknown,Shin Bet Officers,Security,Belt bomb,2002
1,4,32,False,Cheng Minganaka Shi,China,1970,Isolated Attacks,China,1,Unknown,Male,"China, UrumqiXinjiang",Unknown,2,Unknown,Unknown,Tianshan Department Store,Civilian,Belt bomb,2002
2,30,19,False,Sadeq Ahid Mahmoud Abd al-Hafezaka Sadek Abdel-Hafez,"Palestinian Territory, Occupied",1983,Palestinian Resistance vs. Israel,Israel,16,Unknown,Male,"Israel, Karnei Shomron (S)Hauafon Province (Northern)",Unknown,2,Skilled,Unknown,Israeli Civilians at mall food court,Civilian,Belt bomb,2002
1,2,34,False,Yasser Oda Odehaka Yasser Sayid Musa Odeh,"Palestinian Territory, Occupied",1968,Palestinian Resistance vs. Israel,Israel,18,Unknown,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,2,Unknown,Unknown,Checkpoint,Security,Car bomb,2002
3,2,19,False,Mohammed Abu Marasidaka Mohammed Mahmud al-Kasir,"Palestinian Territory, Occupied",1983,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",18,Unknown,Male,"Palestinian Territory, Occupied, Gush Katif (S)Gaza",Unknown,2,Unknown,Unknown,Convoy of Israeli settlers,Civilian,Belt bomb,2002
0,0,-1,False,Unknown,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",19,Unknown,Male,"Palestinian Territory, Occupied, Mehola (S)West Bank",Unknown,2,Unknown,Unknown,Publi Bus transporting Israeli civilians,Civilian,Belt bomb,2002
0,3,21,False,Dareen Abu Ayshehaka Darin Abu-Isa,"Palestinian Territory, Occupied",1981,Palestinian Resistance vs. Israel,Israel,27,Post-secondary,Female,"Israel, Modi'in-Maccabim-Re'utHaMerkaz Province (Central)",Unknown,2,Student,Unknown,Israeli Defense Forces (IDF) Roadblock,Security,Car bomb,2002
11,57,19,False,Muhammed Ahmad Daraghmeh al-Shouani,"Palestinian Territory, Occupied",1983,Palestinian Resistance vs. Israel,Israel,2,Unknown,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,3,Unknown,Unknown,Bar Mitzvah Celebrators,Civilian,Belt bomb,2002
1,20,21,False,Abd al-Kareem Issa Khalil Tahayinahaka Abdel Karim Tahayneh,"Palestinian Territory, Occupied",1981,Palestinian Resistance vs. Israel,Israel,5,Unknown,Male,"Israel, AfulaHauafon Province (Northern)",Unknown,3,Unknown,Unknown,Public Bus #823 transporting Israeli civilians,Civilian,Belt bomb,2002
0,10,-1,False,Shadi Muhammad Sidqi Nasser,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",7,Unknown,Male,"Palestinian Territory, Occupied, Ariel (S)West Bank",Unknown,3,Unknown,Unknown,Israeli civilians in hotel lobby,Civilian,Belt bomb,2002
11,64,22,False,Fuad Ismail Ahmad al-Huraniaka Isma'el al-Hourani,"Palestinian Territory, Occupied",1980,Palestinian Resistance vs. Israel,Israel,9,Post-secondary,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,3,Unknown,Unknown,Israeli Customers,Civilian,Belt bomb,2002
0,25,-1,False,Akram Ishak Abdallah al-Nabatiti,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,Israel,17,Unknown,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,3,Unknown,Unknown,Public Bus #22 transporting Israeli civilians,Civilian,Belt bomb,2002
7,30,20,False,Rafat Tahsin Salim Najib Abu Diyak,"Palestinian Territory, Occupied",1982,Palestinian Resistance vs. Israel,Israel,20,Unknown,Male,"Israel, Umm Al-FahmHiefa Province (Haifa)",Unknown,3,Unknown,Muslim (NA),Public Bus #823 transporting Israeli civilians,Civilian,Belt bomb,2002
3,87,22,False,Muhammad Mashhur Muhammad al-Hashaykah,"Palestinian Territory, Occupied",1982,Palestinian Resistance vs. Israel,Israel,21,Unknown,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,3,Skilled,Unknown,Israeli civilians at Cafe,Civilian,Belt bomb,2002
0,2,25,False,Inad Rashid Hussein Shqeirataka Inad Rashid Hasan Shuqayrat,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",22,Unknown,Male,"Palestinian Territory, Occupied, NablusWest Bank",Unknown,3,Unknown,Unknown,Israeli Defense Forces (IDF) Roadblock,Security,Belt bomb,2002
30,152,25,False,Abd al-Basit Mahammad Qassim Odeh,"Palestinian Territory, Occupied",1977,Palestinian Resistance vs. Israel,Israel,27,Unknown,Male,"Israel, NatanyaHaMerkaz Province (Central)",Unknown,3,Skilled,Unknown,Israeli Holocaust survivors at Passover Seder,Civilian,Belt bomb,2002
3,23,18,False,Ayat Muhammad Lutfi al-Akhras,"Palestinian Territory, Occupied",1984,Palestinian Resistance vs. Israel,Israel,29,Unknown,Female,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,3,Unknown,Unknown,Supermarket,Civilian,Belt bomb,2002
0,32,22,False,Muhannad Ibrahim Fayadh Salahataka Muhannad Salahat,"Palestinian Territory, Occupied",1980,Palestinian Resistance vs. Israel,Israel,30,Unknown,Male,"Israel, Tel AvivTel Aviv Province",Unknown,3,Unknown,Unknown,Israeli civilians at coffee shop,Civilian,Belt bomb,2002
1,1,-1,False,Majdi Abd al-Jawad Abd al-Jabar Khanfar,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,Israel,30,Unknown,Male,"Israel, Baqah al-GharbiyyahHiefa Province (Haifa)",Unknown,3,Unknown,Unknown,Israeli Police,Security,Belt bomb,2002
15,40,23,False,Shadi Zakariya Ridha Tubasiaka Shadi Tubasi,"Palestinian Territory, Occupied",1978,Palestinian Resistance vs. Israel,Israel,31,Primary,Male,"Israel, HaifaHiefa Province (Haifa)",Unknown,3,Unknown,Unknown,Israeli civilians at Matza Restaurant,Civilian,Belt bomb,2002
0,6,18,False,Jamil Khalaf Mustafa Hamidaka Jamil Khalef,"Palestinian Territory, Occupied",1984,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",31,Unknown,Male,"Palestinian Territory, Occupied, Efrata (S)West Bank",Unknown,3,Unknown,Unknown,Ambulance Station,Civilian,Belt bomb,2002
10,20,22,False,Aiman Abu-AL-Hija,"Palestinian Territory, Occupied",1980,Palestinian Resistance vs. Israel,Israel,1,Unknown,Male,"Israel, HaifaHiefa Province (Haifa)",Unknown,4,Unknown,Unknown,Public Bus #960 transporting Israeli civilians,Civilian,Belt bomb,2002
1,3,23,False,Rami Muhammad Hussein Issa al-Shawanaaka Rahmi Shwami,"Palestinian Territory, Occupied",1979,Palestinian Resistance vs. Israel,Israel,1,Unknown,Male,"Israel, Jerusalem (East)HaMerkaz Province (Central)",Unknown,4,Unknown,Unknown,Israeli Police Checkpoint,Security,Car bomb,2002
0,0,-1,False,Unknown,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",2,Unknown,Male,"Palestinian Territory, Occupied, Baka al-SharkiyehWest Bank",Unknown,4,Unknown,Unknown,Israeli Defense Forces (IDF) Troops,Security,Belt bomb,2002
10,17,22,False,Raghab Ahmad Izzat Jaradataka Ayman Abu Haija,"Palestinian Territory, Occupied",1980,Palestinian Resistance vs. Israel,Israel,10,Unknown,Male,"Israel, HaifaHiefa Province (Haifa)",Unknown,4,Unknown,Unknown,Public Bus #960 transporting Israeli civilians,Civilian,Belt bomb,2002
21,0,24,False,Nizar Ben Muhammad Nasr Nawaraka Seif el-Islam Ettounsi,Tunisia,-1,Al Qaeda vs. U.S. & Allies,Tunisia,11,Unknown,Male,"Tunisia, DjerbaTunisia",Unknown,4,Unknown,Muslim (NA),Ghriba Synagogue,Civilian,Truck bomb,2002
6,95,20,False,Andalib Khalil Muhammad Suliman Takafka,"Palestinian Territory, Occupied",1982,Palestinian Resistance vs. Israel,Israel,12,Primary,Female,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,4,Unknown,Muslim (NA),Israeli Shoppers,Civilian,Belt bomb,2002
0,2,-1,False,Abdallah Hassan Jumah Abu Odeh,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",19,Unknown,Male,"Palestinian Territory, Occupied, Gush Katif (S)Gaza",Unknown,4,Unknown,Unknown,Israeli Defense Forces (IDF) Checkpoint,Security,Car bomb,2002
0,0,-1,False,Mahmoud Muhammad Hussein Shuli,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",20,Unknown,Male,"Palestinian Territory, Occupied, QaqilyahWest Bank",Unknown,4,Unknown,Unknown,Israeli Defense Forces (IDF) Soldier,Security,Belt bomb,2002
16,55,19,False,Muhammad Jamil Ahmad Muamar,"Palestinian Territory, Occupied",1983,Palestinian Resistance vs. Israel,Israel,7,Unknown,Male,"Israel, Rishon Le ZionHaMerkaz Province (Central)",Unknown,5,Skilled,Unknown,Israeli civilians at a pool hall,Civilian,Belt bomb,2002
15,21,-1,False,Unknown,Unknown,-1,Al Qaeda vs. U.S. & Allies,Pakistan,8,Unknown,Unknown,"Pakistan, KarachiSindh Province",Unknown,5,Unknown,Unknown,French engineers at Sheraton Hotel,Civilian,Car bomb,2002
3,55,18,False,Osama Bushkar,"Palestinian Territory, Occupied",1984,Palestinian Resistance vs. Israel,Israel,19,Unknown,Male,"Israel, NatanyaHaMerkaz Province (Central)",Unknown,5,Skilled,Unknown,Israeli Shoppers,Civilian,Belt bomb,2002
0,0,-1,False,Unknown,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,Israel,20,Unknown,Unknown,"Israel, AfulaHauafon Province (Northern)",Unknown,5,Unknown,Unknown,Ta'anachim Bus Stop,Civilian,Belt bomb,2002
0,3,-1,False,Muhammad Awad Ibrahim Hamdia,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,Israel,20,Unknown,Male,"Israel, AfulaHauafon Province (Northern)",Unknown,5,Unknown,Unknown,Israeli Defense Forces (IDF) Jeep,Security,Belt bomb,2002
2,51,16,False,Issa Abd Rabbo Ibrahim Badiraka Issa Bdeir,"Palestinian Territory, Occupied",1986,Palestinian Resistance vs. Israel,Israel,22,Unknown,Male,"Israel, Rishon Le ZionHaMerkaz Province (Central)",Unknown,5,Unknown,Unknown,Chess Cafe,Civilian,Belt bomb,2002
2,53,18,False,Jihad Ibrahim Saud Titiaka Jihad Titi,"Palestinian Territory, Occupied",1984,Palestinian Resistance vs. Israel,Israel,27,Unknown,Male,"Israel, Peta TikvaHaMerkaz Province (Central)",Unknown,5,Unknown,Unknown,Israeli civilians at Bravisimo Cafe,Civilian,Belt bomb,2002
4,0,-1,False,Unknown,Unknown,-1,Chechen Separatists vs. Russia,Russia,31,Unknown,Male,"Russia, GroznyChechnya",Unknown,5,Unknown,Unknown,Russian military checkpoint,Security,Belt bomb,2002
18,50,16,False,Hamzah 'Aref Hassan Samudi,"Palestinian Territory, Occupied",1986,Palestinian Resistance vs. Israel,Israel,5,Secondary,Male,"Israel, MegiddoHauafon Province (Northern)",Unknown,6,Unknown,Muslim (NA),Public #830,Security,Car bomb,2002
1,15,29,False,Omar Zayadehaka Umar Muhammad Ziyadi,"Palestinian Territory, Occupied",1973,Palestinian Resistance vs. Israel,Israel,11,Unknown,Male,"Israel, HerzliyyaTel Aviv Province",Unknown,6,Unskilled,Unknown,Israeli civilians at a falafel stand,Civilian,Belt bomb,2002
12,51,-1,False,Unknown,Unknown,-1,Pakistani Rebels vs. Pakistan & U.S. Allies,Pakistan,14,Unknown,Male,"Pakistan, KarachiSindh Province",Unknown,6,Unknown,Unknown,US Consulate,Political,Car bomb,2002
0,0,16,False,Unknown,"Palestinian Territory, Occupied",1986,Palestinian Resistance vs. Israel,Israel,17,Unknown,Male,"Israel, Bat Hefer (S)HaMerkaz Province (Central)",Unknown,6,Unknown,Unknown,IDF Patrol,Security,Belt bomb,2002
19,70,24,False,Mohammed Hazza Kaed al-Ghul,"Palestinian Territory, Occupied",1978,Palestinian Resistance vs. Israel,Israel,18,Post-secondary,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,6,Professional,Muslim (Other),Public Bus #32 transporting Israeli civilians,Civilian,Belt bomb,2002
7,45,-1,False,Unknown,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,Israel,19,Unknown,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,6,Unknown,Unknown,Israeli Commuters,Civilian,Belt bomb,2002
5,40,19,False,Ibrahim Yasser Naji Walail,"Palestinian Territory, Occupied",1983,Palestinian Resistance vs. Israel,Israel,17,Unknown,Male,"Israel, Tel AvivTel Aviv Province",Unknown,7,Unknown,Unknown,Israeli Shoppers,Civilian,Belt bomb,2002
0,5,17,False,Majed Atta,"Palestinian Territory, Occupied",1985,Palestinian Resistance vs. Israel,Israel,30,Unknown,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,7,Unknown,Unknown,Israeli civilians at Yemenite Falafel Stand,Civilian,Belt bomb,2002
9,52,-1,False,Jihad Khaled Hamadaaka Jihad Hamada,Jordan,-1,Palestinian Resistance vs. Israel,Israel,4,Unknown,Male,"Israel, MeronHauafon Province (Northern)",Unknown,8,Unknown,Unknown,Public Bus #361 transporting Israeli civilians,Civilian,Belt bomb,2002
0,1,-1,False,Muhammad Zaki Zakariya Asfar,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,Israel,6,Unknown,Male,"Israel, Umm Al-FahmHiefa Province (Haifa)",Unknown,8,Unskilled,Unknown,Israeli Arab civilian transporting bomber in his car,Civilian,Belt bomb,2002
1,5,-1,False,Marzuk Midhat Abd al-Latif Ghawarda,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,Israel,18,Unknown,Male,"Israel, Umm Al-FahmHiefa Province (Haifa)",Unknown,9,Unknown,Unknown,Israeli Police patrol car,Security,Car bomb,2002
6,60,23,False,Iyad Naim Subhi Radad,"Palestinian Territory, Occupied",1979,Palestinian Resistance vs. Israel,Israel,19,Unknown,Male,"Israel, Tel AvivTel Aviv Province",Unknown,9,Unknown,Unknown,Public Bus #4 transporting Israeli civilians,Civilian,Other PBIED,2002
1,0,-1,False,Shibab al-Yamani,Yemen,-1,Al Qaeda vs. U.S. & Allies,Yemen,6,Unknown,Male,"Yemen, Aden'Adan",Unknown,10,Unknown,Unknown,The Limburg French Oil Tanker,Civilian,Boat bomb,2002
1,48,31,False,Rafik Muhammad 'Ali Abd al-Rahman Hamad,"Palestinian Territory, Occupied",1971,Palestinian Resistance vs. Israel,Israel,10,Unknown,Male,"Israel, Ramat GanTel Aviv Province",Married,10,Unknown,Unknown,Public Bus #87 transporting Israeli civilians,Civilian,Belt bomb,2002
6,100,19,False,Petri Gerdt,Finland,1983,Isolated Attacks,Finland,11,Post-secondary,Male,"Finland, VantaaEtela-Suomen Laani",Unknown,10,Professional,Unknown,Myyrmanni Shopping Mall,Civilian,Belt bomb,2002
202,300,24,False,Iqbal,Indonesia,1978,Al Qaeda vs. U.S. & Allies,Indonesia,12,Unknown,Male,"Indonesia, KutaBali",Unknown,10,Unknown,Muslim (NA),Western tourists at Paddy's Bar and Sari's Bar,Civilian,Backpack bomb,2002
16,48,18,False,Ashraf Salah Ahmad al-Asmar,"Palestinian Territory, Occupied",1984,Palestinian Resistance vs. Israel,Israel,21,Unknown,Male,"Israel, HaderaHiefa Province (Haifa)",Unknown,10,Unknown,Unknown,Public Bus #841 transporting Israeli civilians,Civilian,Car bomb,2002
3,30,19,False,Muhammad Kazeid Feisal Bustamiaka Mohammed Ishkair,"Palestinian Territory, Occupied",1983,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",27,Post-secondary,Male,"Palestinian Territory, Occupied, Ariel (S)West Bank",Unknown,10,Professional,Unknown,Israeli Soldiers and Civilians,Civilian,Belt bomb,2002
2,60,20,False,Khaled Nabil Khamis Sawalha,"Palestinian Territory, Occupied",1982,Palestinian Resistance vs. Israel,Israel,4,Unknown,Male,"Israel, Kefar SabaHaMerkaz Province (Central)",Unknown,11,Unknown,Unknown,Israeli Shoppers,Civilian,Belt bomb,2002
2,1,-1,False,Iyad Harb,"Palestinian Territory, Occupied",-1,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",7,Unknown,Male,"Palestinian Territory, Occupied, Kedumim (S)West Bank",Unknown,11,Unknown,Muslim (NA),Israeli Defense Forces (IDF) patrol,Security,Belt bomb,2002
0,0,-1,False,Unknown,Unknown,-1,Palestinian Resistance vs. Israel,Israel,8,Unknown,Unknown,"Israel, MetzerHiefa Province (Haifa)",Unknown,11,Unknown,Unknown,Boarder Police Patrol,Security,Car bomb,2002
11,48,23,False,Nael Azmi Abu-Halil,"Palestinian Territory, Occupied",1979,Palestinian Resistance vs. Israel,Israel,21,Unknown,Male,"Israel, Jerusalem (West)Yerushalayim Province (Jerusalem)",Unknown,11,Unknown,Unknown,Public Bus #20 transporting Israeli civilians,Civilian,Belt bomb,2002
0,4,21,False,Jemal Ali Yussuf Ismailaka Jamal Ismail,"Palestinian Territory, Occupied",1981,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",22,Unknown,Male,"Palestinian Territory, Occupied, Dugit (S)Gaza",Unknown,11,Unknown,Unknown,Israeli Cost Guard Patrol Boat,Security,Boat bomb,2002
0,0,22,False,Muhannad Ismail Mahdi,"Palestinian Territory, Occupied",1980,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",27,Unknown,Male,"Palestinian Territory, Occupied, Erez CrossingGaza",Unknown,11,Unknown,Unknown,Israeli Defense Forces (IDF) Offices,Security,Car bomb,2002
13,80,29,False,Abdullah Ahmed Abdullahaka Saleh,Egypt,1973,Al Qaeda vs. U.S. & Allies,Kenya,28,Unknown,Male,"Kenya, MombasaCoast",Unknown,11,Unknown,Unknown,Israeli-owned Paradise Hotel,Civilian,Car bomb,2002
1,3,-1,False,Unknown,Unknown,-1,Afghan Rebels vs. U.S. & Allies,Afghanistan,19,Unknown,Male,"Afghanistan, Pol-e CharkhiKabol Province",Unknown,12,Unknown,Unknown,NATO-ISAF Headquarters for German forces,Security,Belt bomb,2002
72,200,17,False,Ilyas Tumriyevaka Nurali,Russia,1985,Chechen Separatists vs. Russia,Russia,27,Unknown,Male,"Russia, GroznyChechnya",Unknown,12,Unknown,Unknown,Chechen Government Administration Compound,Political,Truck bomb,2002
25,106,19,False,Samir Imad Muhammad al-Nouri,"Palestinian Territory, Occupied",1984,Palestinian Resistance vs. Israel,Israel,5,Unknown,Male,"Israel, Tel AvivTel Aviv Province",Unmarried,1,Unknown,Unknown,Old Central Bus Station,Civilian,Belt bomb,2003
0,4,24,False,Muhammad Yassin Daoud al-Jamasi,"Palestinian Territory, Occupied",1979,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",17,Unknown,Male,"Palestinian Territory, Occupied, Gaza CityGaza",Unmarried,1,Unknown,Muslim (Sunni),Israeli Navy Patrol Boat,Security,Boat bomb,2003
4,0,21,False,Abdul Karim S'aban Bakrounaka Karim Batron,"Palestinian Territory, Occupied",1982,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",19,Unknown,Male,"Palestinian Territory, Occupied, Gaza CityGaza",Unknown,2,Unknown,Unknown,Israeli Defense Forces (IDF) Tank,Security,Belt bomb,2003
3,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,26,Unknown,Male,"Iraq, HalabjaAs Sulaymaniyah Province",Unknown,2,Unknown,Unknown,Kurdish security forces checkpoint,Security,Belt bomb,2003
5,0,-1,False,Unknown,Unknown,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,27,Unknown,Male,"Iraq, ZamaqiAs Sulaymaniyah Province",Unknown,2,Unknown,Unknown,Kurdish Military Checkpoint,Security,Belt bomb,2003
17,55,20,False,Muhammad Umran Salim Qawasmeh,"Palestinian Territory, Occupied",1983,Palestinian Resistance vs. Israel,Israel,5,Post-secondary,Male,"Israel, HaifaHiefa Province (Haifa)",Unknown,3,Professional,Muslim (NA),Public Bus #37 transporting Israeli civilians,Civilian,Belt bomb,2003
5,9,23,False,Abdelaziz bin Saud bin Mahmoud al-gharbi al-Mufidi al-Tamimiaka Abu al-Hur,Saudi Arabia,1980,Iraqi Rebels vs. U.S. & Allies,Iraq,22,Post-secondary,Male,"Iraq, KhormalAs Sulaymaniyah Province",Unknown,3,Professional,Muslim (NA),Foreign journalists stopped at a checkpoint,Civilian,Car bomb,2003
0,0,-1,False,Unknown,Iraq,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,25,Unknown,Male,"Iraq, FawAl Basrah Province",Unknown,3,Unknown,Unknown,US military convoy,Security,Other PBIED,2003
4,0,50,False,Ali Hammad al-Namaniaka Ali Jaffer Al Nomani,Iraq,1953,Iraqi Rebels vs. U.S. & Allies,Iraq,29,Unknown,Male,"Iraq, NajafAn Najaf Province",Married,3,Professional,Muslim (Shia),US military checkpoint,Security,Car bomb,2003
2,58,19,False,Rami Muhamad Al Jameel Ghanemaka Rami Jamil Mutlaq Ghanim,"Palestinian Territory, Occupied",1984,Palestinian Resistance vs. Israel,Israel,30,Post-secondary,Male,"Israel, NatanyaHaMerkaz Province (Central)",Unknown,3,Professional,Unknown,Israeli Troops,Security,Belt bomb,2003
3,2,-1,False,Nusha Mujalli Munayfir al-Shammariaka Nour Qaddar al Shambani,Iraq,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,4,Unknown,Female,"Iraq, HadithahAl Anbar Province",Unknown,4,Unknown,Muslim (NA),US military checkpoint,Security,Car bomb,2003
1,5,-1,False,Unknown,Iraq,-1,Iraqi Rebels vs. U.S. & Allies,Iraq,10,Unknown,Male,"Iraq, BaghdadBaghdad Province",Unknown,4,Unknown,Unknown,US military checkpoint,Security,Belt bomb,2003
1,15,18,False,Ahmad Khaled Muhammad Ridha Khatib,"Palestinian Territory, Occupied",1985,Palestinian Resistance vs. Israel,Israel,24,Unknown,Male,"Israel, Kefar SabaHaMerkaz Province (Central)",Unknown,4,Unknown,Unknown,Israeli Commuters,Civilian,Belt bomb,2003
2,7,-1,False,Farhat Askari,Unknown,-1,Kashmiri Rebels vs. India,India,26,Unknown,Male,"India, SrinagarJammu and Kashmir",Unknown,4,Unknown,Muslim (NA),State-Owned All India Radio and Doordarshan Television,Political,Car bomb,2003
3,65,22,False,Assif Muhamad Hanifaka Taz Hanif,United Kingdom,1981,Palestinian Resistance vs. Israel,Israel,1,Post-secondary,Male,"Israel, Tel AvivTel Aviv Province",Unknown,5,Professional,Muslim (NA),"Israeli civilians at ""Mike's Place"" Cafe",Civilian,Belt bomb,2003
0,0,20,False,Mahmoud Said Abd al-Anani,"Palestinian Territory, Occupied",1983,Palestinian Resistance vs. Israel,"Palestinian Territory, Occupied",8,Unknown,Male,"Palestinian Territory, Occupied, Kefar Darom (S)Gaza",Unknown,5,Unknown,Unknown,Israeli Defense Forces (IDF) tank,Security,Car bomb,2003
13,60,30,False,Khaled Mohammad bin Muslim Al-Arawi Al-Juhani,Saudi Arabia,-1,Al Qaeda vs. U.S. & Allies,Saudi Arabia,12,Unknown,Male,"Saudi Arabia, RiyadhAr Riyad Province",Unknown,5,Unknown,Unknown,Vinnell Residential Compound,Security,Car bomb,2003
11,110,-1,False,Hazem Mohammed Saeed Kashmiri,Saudi Arabia,-1,Al Qaeda vs. U.S. & Allies,Saudi Arabia,12,Unknown,Male,"Saudi Arabia, RiyadhAr Riyad Province",Unknown,5,Unknown,Unknown,Al-Hamra Residential Compound,Civilian,Car bomb,2003
41,200,-1,False,Unknown,Unknown,-1,Chechen Separatists vs. Russia,Russia,12,Unknown,Male,"Russia, ZnamenskoyeChechnya",Unknown,5,Unknown,Unknown,Russian Federal Security Service (FSS) building,Security,Truck bomb,2003
5,30,-1,False,Bandar bin Abdul-Rahman Menawer Al-Rahimi Al-mutairiaka Talal Anbar Ahmad Anbari own,Saudi Arabia,-1,Al Qaeda vs. U.S. & Allies,Saudi Arabia,12,Unknown,Male,"Saudi Arabia, RiyadhAr Riyad Province",Unknown,5,Unknown,Unknown,Dorrat Al Jadawel Compound,Civilian,Car bomb,2003
16,150,26,True,Larisa Musalayeva,Russia,1977,Chechen Separatists vs. Russia,Russia,14,Unknown,Female,"Russia, Ilaskhani-YurtChechnya",Unknown,5,Unknown,Muslim (Other),Chechen pro-Russian leader Akhmad Kadyrov,Political,Belt bomb,2003
20,70,-1,False,Mohammed El Arbaoui,Morocco,-1,Al Qaeda vs. U.S. & Allies,Morocco,16,Unknown,Male,"Morocco, CasablancaCasablanca",Unknown,5,Unknown,Muslim (Sunni),"""Casa de Espana"" Spanish Club and Restaurant",Civilian,Backpack bomb,2003
2,15,23,False,Hassan Taoussi,Morocco,1980,Al Qaeda vs. U.S. & Allies,Morocco,16,Post-secondary,Male,"Morocco, CasablancaCasablanca",Unknown,5,Professional,Muslim (Sunni),Farah Hotel,Civilian,Backpack bomb,2003
