attendance,capacity,date,day,gross,month,performances,previews,show,theatre,year
4820,0.93,07/28/2013,28,361826,7,8,0,THE ASSEMBLED PARTIES,Friedman,2013
8752,1.03,07/28/2013,28,1738664,7,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
13605,1.0,07/28/2013,28,2155758,7,8,0,THE LION KING,Minskoff,2013
4974,0.68,07/28/2013,28,363658,7,8,0,THE NANCE,Lyceum,2013
12775,0.99,07/28/2013,28,1173574,7,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
5771,0.68,07/28/2013,28,449395,7,8,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
6069,0.96,07/28/2013,28,706215,7,8,0,VANYA AND SONIA AND MASHA AND SPIKE,Golden,2013
15664,0.96,07/28/2013,28,2088425,7,9,0,WICKED,Gershwin,2013
11249,0.82,08/04/2013,4,942089,8,8,0,ANNIE '12,Palace,2013
8352,0.97,08/04/2013,4,695084,8,8,0,CHICAGO,Ambassador,2013
11440,0.82,08/04/2013,4,1077805,8,8,0,CINDERELLA,Broadway,2013
7747,0.91,08/04/2013,4,430115,8,0,8,FIRST DATE,Longacre,2013
5000,0.67,08/04/2013,4,332317,8,8,0,FOREVER TANGO '13,Walter Kerr,2013
8641,0.88,08/04/2013,4,834861,8,8,0,JERSEY BOYS,August Wilson,2013
11482,1.01,08/04/2013,4,1636476,8,8,0,KINKY BOOTS,Al Hirschfeld,2013
7090,0.53,08/04/2013,4,377941,8,8,0,LET IT BE,St. James,2013
10766,0.9,08/04/2013,4,937040,8,8,0,MAMMA MIA!,Winter Garden,2013
11542,1.01,08/04/2013,4,1286980,8,8,0,MATILDA,Shubert,2013
11812,0.98,08/04/2013,4,1423791,8,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
9577,1.01,08/04/2013,4,965025,8,8,0,NEWSIES,Nederlander,2013
7875,0.93,08/04/2013,4,786155,8,8,0,ONCE,Jacobs,2013
7963,1.01,08/04/2013,4,1043942,8,8,0,PIPPIN,Music Box,2013
4359,0.93,08/04/2013,4,406126,8,8,0,ROCK OF AGES,Helen Hayes,2013
4532,0.81,08/04/2013,4,195120,8,0,8,SOUL DOCTOR,Circle In The Square,2013
12977,0.84,08/04/2013,4,1295262,8,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,08/04/2013,4,1730668,8,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
13604,1.0,08/04/2013,4,2145484,8,8,0,THE LION KING,Minskoff,2013
4932,0.67,08/04/2013,4,352327,8,8,0,THE NANCE,Lyceum,2013
12739,0.99,08/04/2013,4,1182528,8,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
5529,0.65,08/04/2013,4,475842,8,8,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
5348,0.85,08/04/2013,4,569705,8,8,0,VANYA AND SONIA AND MASHA AND SPIKE,Golden,2013
13958,0.96,08/04/2013,4,1880559,8,8,0,WICKED,Gershwin,2013
11033,0.81,08/11/2013,11,907382,8,8,0,ANNIE '12,Palace,2013
8608,1.0,08/11/2013,11,728309,8,8,0,CHICAGO,Ambassador,2013
11478,0.82,08/11/2013,11,1091550,8,8,0,CINDERELLA,Broadway,2013
7163,0.84,08/11/2013,11,416131,8,6,2,FIRST DATE,Longacre,2013
5216,0.7,08/11/2013,11,384407,8,8,0,FOREVER TANGO '13,Walter Kerr,2013
8902,0.91,08/11/2013,11,855282,8,8,0,JERSEY BOYS,August Wilson,2013
11480,1.01,08/11/2013,11,1632911,8,8,0,KINKY BOOTS,Al Hirschfeld,2013
5780,0.43,08/11/2013,11,365570,8,8,0,LET IT BE,St. James,2013
11102,0.93,08/11/2013,11,1002632,8,8,0,MAMMA MIA!,Winter Garden,2013
11538,1.01,08/11/2013,11,1313384,8,8,0,MATILDA,Shubert,2013
12126,1.01,08/11/2013,11,1476600,8,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
9503,1.0,08/11/2013,11,958460,8,8,0,NEWSIES,Nederlander,2013
7632,0.9,08/11/2013,11,762161,8,8,0,ONCE,Jacobs,2013
8023,1.01,08/11/2013,11,1057057,8,8,0,PIPPIN,Music Box,2013
4304,0.92,08/11/2013,11,407743,8,8,0,ROCK OF AGES,Helen Hayes,2013
4824,0.86,08/11/2013,11,197157,8,0,8,SOUL DOCTOR,Circle In The Square,2013
11573,0.86,08/11/2013,11,1106734,8,7,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,08/11/2013,11,1747273,8,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
13605,1.0,08/11/2013,11,2149242,8,8,0,THE LION KING,Minskoff,2013
5948,0.81,08/11/2013,11,444605,8,8,0,THE NANCE,Lyceum,2013
12973,1.01,08/11/2013,11,1232628,8,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
5799,0.68,08/11/2013,11,489212,8,8,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
5375,0.85,08/11/2013,11,556185,8,8,0,VANYA AND SONIA AND MASHA AND SPIKE,Golden,2013
15614,0.96,08/11/2013,11,2053281,8,9,0,WICKED,Gershwin,2013
9975,0.73,08/18/2013,18,806640,8,8,0,ANNIE '12,Palace,2013
8253,0.96,08/18/2013,18,678773,8,8,0,CHICAGO,Ambassador,2013
10216,0.73,08/18/2013,18,980547,8,8,0,CINDERELLA,Broadway,2013
6881,0.8,08/18/2013,18,424227,8,8,0,FIRST DATE,Longacre,2013
4806,0.65,08/18/2013,18,282884,8,8,0,FOREVER TANGO '13,Walter Kerr,2013
8733,0.89,08/18/2013,18,812903,8,8,0,JERSEY BOYS,August Wilson,2013
11480,1.01,08/18/2013,18,1649031,8,8,0,KINKY BOOTS,Al Hirschfeld,2013
5329,0.4,08/18/2013,18,316572,8,8,0,LET IT BE,St. James,2013
10487,0.88,08/18/2013,18,953280,8,8,0,MAMMA MIA!,Winter Garden,2013
11542,1.01,08/18/2013,18,1329084,8,8,0,MATILDA,Shubert,2013
11980,0.99,08/18/2013,18,1437843,8,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
9316,0.98,08/18/2013,18,904461,8,8,0,NEWSIES,Nederlander,2013
7682,0.91,08/18/2013,18,708350,8,8,0,ONCE,Jacobs,2013
7921,1.0,08/18/2013,18,1023367,8,8,0,PIPPIN,Music Box,2013
4185,0.9,08/18/2013,18,384217,8,8,0,ROCK OF AGES,Helen Hayes,2013
4958,0.88,08/18/2013,18,200673,8,4,4,SOUL DOCTOR,Circle In The Square,2013
10612,0.79,08/18/2013,18,1025358,8,7,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,08/18/2013,18,1741615,8,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
13511,0.99,08/18/2013,18,2112788,8,8,0,THE LION KING,Minskoff,2013
12479,0.97,08/18/2013,18,1167085,8,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
5717,0.67,08/18/2013,18,473711,8,8,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
5337,0.85,08/18/2013,18,554932,8,8,0,VANYA AND SONIA AND MASHA AND SPIKE,Golden,2013
13880,0.96,08/18/2013,18,1871050,8,8,0,WICKED,Gershwin,2013
9463,0.69,08/25/2013,25,747017,8,8,0,ANNIE '12,Palace,2013
7520,0.87,08/25/2013,25,592959,8,8,0,CHICAGO,Ambassador,2013
8941,0.64,08/25/2013,25,811958,8,8,0,CINDERELLA,Broadway,2013
6207,0.73,08/25/2013,25,411514,8,8,0,FIRST DATE,Longacre,2013
4205,0.57,08/25/2013,25,206708,8,8,0,FOREVER TANGO '13,Walter Kerr,2013
8172,0.83,08/25/2013,25,762714,8,8,0,JERSEY BOYS,August Wilson,2013
11480,1.01,08/25/2013,25,1635009,8,8,0,KINKY BOOTS,Al Hirschfeld,2013
5726,0.43,08/25/2013,25,321418,8,8,0,LET IT BE,St. James,2013
9470,0.79,08/25/2013,25,831600,8,8,0,MAMMA MIA!,Winter Garden,2013
11539,1.01,08/25/2013,25,1320097,8,8,0,MATILDA,Shubert,2013
11701,0.97,08/25/2013,25,1401954,8,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
8987,0.95,08/25/2013,25,809180,8,8,0,NEWSIES,Nederlander,2013
7002,0.83,08/25/2013,25,635876,8,8,0,ONCE,Jacobs,2013
7839,0.99,08/25/2013,25,1003459,8,8,0,PIPPIN,Music Box,2013
3992,0.86,08/25/2013,25,352664,8,8,0,ROCK OF AGES,Helen Hayes,2013
2390,0.91,08/25/2013,25,207375,8,0,2,ROMEO AND JULIET,Richard Rodgers,2013
4729,0.84,08/25/2013,25,187435,8,8,0,SOUL DOCTOR,Circle In The Square,2013
10705,0.69,08/25/2013,25,966952,8,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,08/25/2013,25,1698210,8,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
13603,1.0,08/25/2013,25,1875882,8,8,0,THE LION KING,Minskoff,2013
11779,0.92,08/25/2013,25,1068863,8,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
5243,0.7,08/25/2013,25,481516,8,7,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
5352,0.85,08/25/2013,25,565571,8,8,0,VANYA AND SONIA AND MASHA AND SPIKE,Golden,2013
13223,0.91,08/25/2013,25,1708781,8,8,0,WICKED,Gershwin,2013
9003,0.66,09/01/2013,1,720823,9,8,0,ANNIE '12,Palace,2013
7556,0.87,09/01/2013,1,602100,9,8,0,CHICAGO,Ambassador,2013
9065,0.65,09/01/2013,1,806878,9,8,0,CINDERELLA,Broadway,2013
7037,0.82,09/01/2013,1,464602,9,8,0,FIRST DATE,Longacre,2013
4724,0.64,09/01/2013,1,210053,9,8,0,FOREVER TANGO '13,Walter Kerr,2013
8523,0.87,09/01/2013,1,804982,9,8,0,JERSEY BOYS,August Wilson,2013
11458,1.01,09/01/2013,1,1683060,9,8,0,KINKY BOOTS,Al Hirschfeld,2013
6933,0.51,09/01/2013,1,385586,9,8,0,LET IT BE,St. James,2013
9019,0.75,09/01/2013,1,773583,9,8,0,MAMMA MIA!,Winter Garden,2013
11540,1.01,09/01/2013,1,1335417,9,8,0,MATILDA,Shubert,2013
11708,0.97,09/01/2013,1,1428092,9,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
9091,0.96,09/01/2013,1,802255,9,8,0,NEWSIES,Nederlander,2013
7586,0.9,09/01/2013,1,688789,9,8,0,ONCE,Jacobs,2013
7806,0.99,09/01/2013,1,990567,9,8,0,PIPPIN,Music Box,2013
4267,0.91,09/01/2013,1,388406,9,8,0,ROCK OF AGES,Helen Hayes,2013
6527,0.71,09/01/2013,1,489143,9,0,7,ROMEO AND JULIET,Richard Rodgers,2013
4108,0.73,09/01/2013,1,171977,9,8,0,SOUL DOCTOR,Circle In The Square,2013
10628,0.69,09/01/2013,1,969849,9,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,09/01/2013,1,1745146,9,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
13507,0.99,09/01/2013,1,1818423,9,8,0,THE LION KING,Minskoff,2013
11124,0.87,09/01/2013,1,958454,9,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
6081,0.82,09/01/2013,1,565669,9,7,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
13169,0.91,09/01/2013,1,1692789,9,8,0,WICKED,Gershwin,2013
8500,0.75,09/08/2013,8,595536,9,8,0,ANNIE '12,Palace,2013
5520,1.01,09/08/2013,8,383543,9,0,4,BIG FISH,Neil Simon,2013
7280,0.84,09/08/2013,8,587646,9,8,0,CHICAGO,Ambassador,2013
8565,0.61,09/08/2013,8,686831,9,8,0,CINDERELLA,Broadway,2013
6005,0.7,09/08/2013,8,349853,9,8,0,FIRST DATE,Longacre,2013
3876,0.52,09/08/2013,8,190462,9,8,0,FOREVER TANGO '13,Walter Kerr,2013
8425,0.86,09/08/2013,8,785299,9,8,0,JERSEY BOYS,August Wilson,2013
11212,0.98,09/08/2013,8,1507607,9,8,0,KINKY BOOTS,Al Hirschfeld,2013
8926,0.74,09/08/2013,8,726845,9,8,0,MAMMA MIA!,Winter Garden,2013
10102,0.88,09/08/2013,8,1099556,9,8,0,MATILDA,Shubert,2013
10799,0.9,09/08/2013,8,1277120,9,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
7862,0.83,09/08/2013,8,666148,9,8,0,NEWSIES,Nederlander,2013
6603,0.78,09/08/2013,8,592222,9,8,0,ONCE,Jacobs,2013
6869,0.87,09/08/2013,8,802535,9,8,0,PIPPIN,Music Box,2013
4252,0.91,09/08/2013,8,358542,9,8,0,ROCK OF AGES,Helen Hayes,2013
6227,0.67,09/08/2013,8,442142,9,0,7,ROMEO AND JULIET,Richard Rodgers,2013
3515,0.63,09/08/2013,8,110717,9,8,0,SOUL DOCTOR,Circle In The Square,2013
9631,0.76,09/08/2013,8,790714,9,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,09/08/2013,8,1692289,9,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
3847,0.82,09/08/2013,8,318952,9,0,6,THE GLASS MENAGERIE '13,Booth,2013
13520,0.99,09/08/2013,8,1680327,9,8,0,THE LION KING,Minskoff,2013
11275,0.88,09/08/2013,8,894516,9,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
5676,0.76,09/08/2013,8,461684,9,7,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
13339,0.92,09/08/2013,8,1373885,9,8,0,WICKED,Gershwin,2013
6941,0.61,09/15/2013,15,467612,9,8,0,ANNIE '12,Palace,2013
8836,0.92,09/15/2013,15,582583,9,0,7,BIG FISH,Neil Simon,2013
7787,0.9,09/15/2013,15,618659,9,8,0,CHICAGO,Ambassador,2013
8162,0.58,09/15/2013,15,650464,9,8,0,CINDERELLA,Broadway,2013
5942,0.69,09/15/2013,15,340514,9,8,0,FIRST DATE,Longacre,2013
4059,0.55,09/15/2013,15,220070,9,8,0,FOREVER TANGO '13,Walter Kerr,2013
8815,0.9,09/15/2013,15,847978,9,8,0,JERSEY BOYS,August Wilson,2013
11288,0.99,09/15/2013,15,1529670,9,8,0,KINKY BOOTS,Al Hirschfeld,2013
8886,0.74,09/15/2013,15,716290,9,8,0,MAMMA MIA!,Winter Garden,2013
10485,0.92,09/15/2013,15,1041882,9,8,0,MATILDA,Shubert,2013
10476,0.87,09/15/2013,15,1241903,9,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
5191,0.88,09/15/2013,15,454268,9,5,0,NEWSIES,Nederlander,2013
7121,0.84,09/15/2013,15,653560,9,8,0,ONCE,Jacobs,2013
7601,0.96,09/15/2013,15,843779,9,8,0,PIPPIN,Music Box,2013
4474,0.96,09/15/2013,15,368747,9,8,0,ROCK OF AGES,Helen Hayes,2013
8010,0.76,09/15/2013,15,471807,9,0,8,ROMEO AND JULIET,Richard Rodgers,2013
2736,0.56,09/15/2013,15,97659,9,7,0,SOUL DOCTOR,Circle In The Square,2013
9620,0.76,09/15/2013,15,731212,9,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,09/15/2013,15,1691518,9,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
5684,0.91,09/15/2013,15,465685,9,0,8,THE GLASS MENAGERIE '13,Booth,2013
13408,0.99,09/15/2013,15,1697637,9,8,0,THE LION KING,Minskoff,2013
11783,0.92,09/15/2013,15,898375,9,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
5505,0.74,09/15/2013,15,471537,9,7,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
13995,0.97,09/15/2013,15,1452909,9,8,0,WICKED,Gershwin,2013
1856,0.91,09/22/2013,22,144461,9,0,3,A NIGHT WITH JANIS JOPLIN,Lyceum,2013
5348,0.47,09/22/2013,22,412001,9,8,0,ANNIE '12,Palace,2013
9685,0.89,09/22/2013,22,690188,9,0,8,BIG FISH,Neil Simon,2013
7343,0.85,09/22/2013,22,603095,9,8,0,CHICAGO,Ambassador,2013
7479,0.53,09/22/2013,22,624567,9,8,0,CINDERELLA,Broadway,2013
5672,0.66,09/22/2013,22,358225,9,8,0,FIRST DATE,Longacre,2013
8536,0.87,09/22/2013,22,876545,9,8,0,JERSEY BOYS,August Wilson,2013
11480,1.01,09/22/2013,22,1584027,9,8,0,KINKY BOOTS,Al Hirschfeld,2013
9054,0.76,09/22/2013,22,775756,9,8,0,MAMMA MIA!,Winter Garden,2013
11016,0.96,09/22/2013,22,1171253,9,8,0,MATILDA,Shubert,2013
11841,0.98,09/22/2013,22,1425653,9,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
7865,0.83,09/22/2013,22,630288,9,8,0,NEWSIES,Nederlander,2013
6875,0.81,09/22/2013,22,660873,9,8,0,ONCE,Jacobs,2013
8008,1.01,09/22/2013,22,962677,9,8,0,PIPPIN,Music Box,2013
4159,0.89,09/22/2013,22,376048,9,8,0,ROCK OF AGES,Helen Hayes,2013
7495,0.71,09/22/2013,22,471441,9,5,3,ROMEO AND JULIET,Richard Rodgers,2013
3642,0.65,09/22/2013,22,143750,9,8,0,SOUL DOCTOR,Circle In The Square,2013
9683,0.76,09/22/2013,22,718957,9,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,09/22/2013,22,1759612,9,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
4829,0.89,09/22/2013,22,424420,9,0,7,THE GLASS MENAGERIE '13,Booth,2013
13468,0.99,09/22/2013,22,1743149,9,8,0,THE LION KING,Minskoff,2013
10869,0.85,09/22/2013,22,896703,9,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
5051,0.68,09/22/2013,22,483907,9,7,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
2362,0.64,09/22/2013,22,88627,9,0,5,THE WINSLOW BOY,American Airlines,2013
12987,0.9,09/22/2013,22,1471059,9,8,0,WICKED,Gershwin,2013
4372,0.81,09/29/2013,29,271564,9,0,8,A NIGHT WITH JANIS JOPLIN,Lyceum,2013
776,0.97,09/29/2013,29,54952,9,0,1,A TIME TO KILL,Golden,2013
6320,0.56,09/29/2013,29,441059,9,8,0,ANNIE '12,Palace,2013
10048,0.92,09/29/2013,29,736722,9,0,8,BIG FISH,Neil Simon,2013
6713,0.78,09/29/2013,29,540459,9,8,0,CHICAGO,Ambassador,2013
7689,0.55,09/29/2013,29,615987,9,8,0,CINDERELLA,Broadway,2013
4734,0.55,09/29/2013,29,306593,9,8,0,FIRST DATE,Longacre,2013
8531,0.87,09/29/2013,29,861977,9,8,0,JERSEY BOYS,August Wilson,2013
11480,1.01,09/29/2013,29,1604362,9,8,0,KINKY BOOTS,Al Hirschfeld,2013
8688,0.72,09/29/2013,29,725606,9,8,0,MAMMA MIA!,Winter Garden,2013
11013,0.96,09/29/2013,29,1148640,9,8,0,MATILDA,Shubert,2013
11630,0.96,09/29/2013,29,1384216,9,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
7920,0.84,09/29/2013,29,663518,9,8,0,NEWSIES,Nederlander,2013
6622,0.78,09/29/2013,29,653267,9,8,0,ONCE,Jacobs,2013
7764,0.98,09/29/2013,29,888583,9,8,0,PIPPIN,Music Box,2013
4259,0.91,09/29/2013,29,377822,9,8,0,ROCK OF AGES,Helen Hayes,2013
6030,0.57,09/29/2013,29,450894,9,8,0,ROMEO AND JULIET,Richard Rodgers,2013
3245,0.66,09/29/2013,29,134027,9,7,0,SOUL DOCTOR,Circle In The Square,2013
8950,0.71,09/29/2013,29,621960,9,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,09/29/2013,29,1699204,9,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
5892,0.95,09/29/2013,29,511429,9,5,3,THE GLASS MENAGERIE '13,Booth,2013
13586,1.0,09/29/2013,29,1710914,9,8,0,THE LION KING,Minskoff,2013
10536,0.82,09/29/2013,29,848934,9,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
5769,0.78,09/29/2013,29,566482,9,7,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
3664,0.62,09/29/2013,29,166477,9,0,8,THE WINSLOW BOY,American Airlines,2013
12923,0.89,09/29/2013,29,1467774,9,8,0,WICKED,Gershwin,2013
4555,0.84,10/06/2013,6,281871,10,0,8,A NIGHT WITH JANIS JOPLIN,Lyceum,2013
3784,0.67,10/06/2013,6,215552,10,0,7,A TIME TO KILL,Golden,2013
6387,0.56,10/06/2013,6,478876,10,8,0,ANNIE '12,Palace,2013
7371,1.0,10/06/2013,6,1100818,10,0,7,BETRAYAL '13,Ethel Barrymore,2013
10434,0.95,10/06/2013,6,643550,10,1,7,BIG FISH,Neil Simon,2013
6939,0.8,10/06/2013,6,555450,10,8,0,CHICAGO,Ambassador,2013
7821,0.56,10/06/2013,6,639996,10,8,0,CINDERELLA,Broadway,2013
5410,0.63,10/06/2013,6,324767,10,8,0,FIRST DATE,Longacre,2013
8527,0.87,10/06/2013,6,889467,10,8,0,JERSEY BOYS,August Wilson,2013
11469,1.01,10/06/2013,6,1629721,10,8,0,KINKY BOOTS,Al Hirschfeld,2013
8994,0.75,10/06/2013,6,768298,10,8,0,MAMMA MIA!,Winter Garden,2013
11250,0.98,10/06/2013,6,1170047,10,8,0,MATILDA,Shubert,2013
11630,0.96,10/06/2013,6,1394785,10,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
7871,0.83,10/06/2013,6,676380,10,8,0,NEWSIES,Nederlander,2013
6683,0.79,10/06/2013,6,672833,10,8,0,ONCE,Jacobs,2013
7582,0.96,10/06/2013,6,894252,10,8,0,PIPPIN,Music Box,2013
4331,0.93,10/06/2013,6,391241,10,8,0,ROCK OF AGES,Helen Hayes,2013
5108,0.48,10/06/2013,6,366705,10,8,0,ROMEO AND JULIET,Richard Rodgers,2013
3849,0.69,10/06/2013,6,111912,10,8,0,SOUL DOCTOR,Circle In The Square,2013
9392,0.74,10/06/2013,6,654748,10,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,10/06/2013,6,1760259,10,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
6162,0.99,10/06/2013,6,641797,10,8,0,THE GLASS MENAGERIE '13,Booth,2013
13287,0.98,10/06/2013,6,1722720,10,8,0,THE LION KING,Minskoff,2013
10512,0.82,10/06/2013,6,850637,10,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
3691,0.81,10/06/2013,6,200041,10,0,7,THE SNOW GEESE,Friedman,2013
6474,0.87,10/06/2013,6,673002,10,7,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
3531,0.6,10/06/2013,6,169325,10,0,8,THE WINSLOW BOY,American Airlines,2013
13328,0.92,10/06/2013,6,1543608,10,8,0,WICKED,Gershwin,2013
5023,0.93,10/13/2013,13,353070,10,5,3,A NIGHT WITH JANIS JOPLIN,Lyceum,2013
5464,0.85,10/13/2013,13,278494,10,0,8,A TIME TO KILL,Golden,2013
9182,0.81,10/13/2013,13,735228,10,8,0,ANNIE '12,Palace,2013
7371,1.0,10/13/2013,13,1112027,10,0,7,BETRAYAL '13,Ethel Barrymore,2013
10112,0.9,10/13/2013,13,856110,10,8,0,BIG FISH,Neil Simon,2013
7961,0.92,10/13/2013,13,684614,10,8,0,CHICAGO,Ambassador,2013
9964,0.71,10/13/2013,13,842893,10,8,0,CINDERELLA,Broadway,2013
6559,0.77,10/13/2013,13,448331,10,8,0,FIRST DATE,Longacre,2013
8862,0.9,10/13/2013,13,980494,10,8,0,JERSEY BOYS,August Wilson,2013
11480,1.01,10/13/2013,13,1810202,10,8,0,KINKY BOOTS,Al Hirschfeld,2013
10027,0.84,10/13/2013,13,900507,10,8,0,MAMMA MIA!,Winter Garden,2013
11499,1.0,10/13/2013,13,1430085,10,8,0,MATILDA,Shubert,2013
12124,1.01,10/13/2013,13,1488380,10,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
9198,0.97,10/13/2013,13,843620,10,8,0,NEWSIES,Nederlander,2013
7692,0.91,10/13/2013,13,798203,10,8,0,ONCE,Jacobs,2013
8007,1.01,10/13/2013,13,989455,10,8,0,PIPPIN,Music Box,2013
4090,0.88,10/13/2013,13,399628,10,8,0,ROCK OF AGES,Helen Hayes,2013
5832,0.55,10/13/2013,13,470744,10,8,0,ROMEO AND JULIET,Richard Rodgers,2013
4202,0.75,10/13/2013,13,128256,10,8,0,SOUL DOCTOR,Circle In The Square,2013
11243,0.89,10/13/2013,13,956929,10,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,10/13/2013,13,1844539,10,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
6327,1.02,10/13/2013,13,724363,10,8,0,THE GLASS MENAGERIE '13,Booth,2013
13603,1.0,10/13/2013,13,1885054,10,8,0,THE LION KING,Minskoff,2013
11986,0.93,10/13/2013,13,1023947,10,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
4030,0.89,10/13/2013,13,236863,10,0,7,THE SNOW GEESE,Friedman,2013
3148,0.99,10/13/2013,13,317826,10,3,0,THE TRIP TO BOUNTIFUL,Stephen Sondheim,2013
4232,0.71,10/13/2013,13,199512,10,0,8,THE WINSLOW BOY,American Airlines,2013
14430,1.0,10/13/2013,13,1874654,10,8,0,WICKED,Gershwin,2013
4980,0.92,10/20/2013,20,397767,10,8,0,A NIGHT WITH JANIS JOPLIN,Lyceum,2013
5659,0.88,10/20/2013,20,250779,10,1,7,A TIME TO KILL,Golden,2013
2968,0.98,10/20/2013,20,235823,10,0,3,AFTER MIDNIGHT,Brooks Atkinson,2013
9177,0.81,10/20/2013,20,708039,10,8,0,ANNIE '12,Palace,2013
8424,1.0,10/20/2013,20,1250565,10,0,8,BETRAYAL '13,Ethel Barrymore,2013
9700,0.86,10/20/2013,20,841498,10,8,0,BIG FISH,Neil Simon,2013
7661,0.89,10/20/2013,20,648594,10,8,0,CHICAGO,Ambassador,2013
9758,0.7,10/20/2013,20,789856,10,8,0,CINDERELLA,Broadway,2013
6264,0.73,10/20/2013,20,411385,10,8,0,FIRST DATE,Longacre,2013
9111,0.93,10/20/2013,20,967800,10,8,0,JERSEY BOYS,August Wilson,2013
11482,1.01,10/20/2013,20,1669794,10,8,0,KINKY BOOTS,Al Hirschfeld,2013
10063,0.84,10/20/2013,20,894941,10,8,0,MAMMA MIA!,Winter Garden,2013
10773,0.94,10/20/2013,20,1278480,10,8,0,MATILDA,Shubert,2013
12133,1.01,10/20/2013,20,1464583,10,8,0,MOTOWN THE MUSICAL,Lunt-fontanne,2013
9042,0.95,10/20/2013,20,803577,10,8,0,NEWSIES,Nederlander,2013
7216,0.85,10/20/2013,20,745326,10,8,0,ONCE,Jacobs,2013
7930,1.0,10/20/2013,20,957303,10,8,0,PIPPIN,Music Box,2013
4464,0.96,10/20/2013,20,406072,10,8,0,ROCK OF AGES,Helen Hayes,2013
5619,0.53,10/20/2013,20,447953,10,8,0,ROMEO AND JULIET,Richard Rodgers,2013
10701,0.84,10/20/2013,20,856976,10,8,0,SPIDER-MAN TURN OFF THE DARK,Foxwoods,2013
8752,1.03,10/20/2013,20,1767297,10,8,0,THE BOOK OF MORMON,Eugene O'neill,2013
6299,1.01,10/20/2013,20,722255,10,8,0,THE GLASS MENAGERIE '13,Booth,2013
13458,0.99,10/20/2013,20,1804890,10,8,0,THE LION KING,Minskoff,2013
11915,0.93,10/20/2013,20,1044707,10,8,0,THE PHANTOM OF THE OPERA,Majestic,2013
4886,0.94,10/20/2013,20,280700,10,0,8,THE SNOW GEESE,Friedman,2013
