Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
2100 EXETER ROAD,0,GERMANTOWN,SHELBY,No,0,0,0,35.092724,-89.801489,0,BAPTIST REHABILITATION GERMANTOWN,0,Voluntary non-profit - Private,9017571350,440147,0,TN,Acute Care Hospitals,38138
220 N PENNSYLVANIA AVENUE,0,COLUMBUS,CHEROKEE,Yes,0,0,0,37.172106,-94.843776,0,MERCY MAUDE NORTON HOSPITAL,0,Voluntary non-profit - Church,6204292545,171308,0,KS,Critical Access Hospitals,66725
"115  SECOND STREET WEST, BOX 157",0,GRACEVILLE,BIG STONE,Yes,0,0,0,45.568841,-96.433729,0,ESSENTIA HEALTH HOLY TRINITY HOSPITAL,0,Voluntary non-profit - Private,3207488200,241321,0,MN,Critical Access Hospitals,56240
10701 EAST BLVD,0,CLEVELAND,CUYAHOGA,No,0,0,0,41.513655,-81.613886,0,CLEVELAND-WADE PARK VA MEDICAL CENTER,0,Government Federal,2167913800,36001F,0,OH,ACUTE CARE - VETERANS ADMINISTRATION,44106
1800 EAST PARK AVE,392,STATE COLLEGE,CENTRE,Yes,1674,4045,655,40.819363,-77.842727,1368,MOUNT NITTANY MEDICAL CENTER,1208,Voluntary non-profit - Other,8142317000,390268,1178,PA,Acute Care Hospitals,16803
701 10TH STREET SE,1317,CEDAR RAPIDS,LINN,Yes,1582,5893,506,41.979047,-91.656962,1941,MERCY MEDICAL CENTER - CEDAR RAPIDS,3461,Voluntary non-profit - Church,3193986011,160079,430,IA,Acute Care Hospitals,52403
500 WEST MAIN STREET,69,LEWISVILLE,DENTON,Yes,0,396,58,33.045428,-97.004729,158,MEDICAL CENTER OF LEWISVILLE,77,Voluntary non-profit - Private,9724201000,450669,2,TX,Acute Care Hospitals,75057
987400 NEBRASKA MEDICAL CENTER,1960,OMAHA,DOUGLAS,Yes,374,6489,385,41.254947,-95.978753,671,THE NEBRASKA MEDICAL CENTER,664,Voluntary non-profit - Private,4025522040,280013,1825,NE,Acute Care Hospitals,68198
1455 ST FRANCIS AVENUE,90,SHAKOPEE,SCOTT,Yes,10,2299,119,44.772523,-93.503228,515,ST FRANCIS REGIONAL MEDICAL CENTER,76,Voluntary non-profit - Church,9524033000,240104,84,MN,Acute Care Hospitals,55379
2801 MEDICAL CENTER DRIVE,0,POCAHONTAS,RANDOLPH,Yes,0,0,0,36.289821,-90.997503,0,FIVE RIVERS MEDICAL CENTER,0,Government - Local,8708926000,40047,0,AR,Acute Care Hospitals,72455
200 TYLER,0,WEST MEMPHIS,CRITTENDEN,Yes,0,0,0,35.144116,-90.187682,0,CRITTENDEN MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,8707351500,40042,0,AR,Acute Care Hospitals,72301
1808 WEST MAIN STREET,0,RUSSELLVILLE,POPE,Yes,0,0,0,35.28319,-93.149218,0,ST MARYS REGIONAL MEDICAL CENTER,0,Proprietary,4799682841,40041,0,AR,Acute Care Hospitals,72801
901 NORTH PORTER,448,NORMAN,CLEVELAND,Yes,592,1149,254,35.230279,-97.440108,721,NORMAN REGIONAL HEALTH SYSTEM,864,Government - Local,4053211700,370008,47,OK,Acute Care Hospitals,73070
800 CLAY ST,0,DARLINGTON,LAFAYETTE,Yes,0,0,0,42.683687,-90.110436,0,MEMORIAL HOSPITAL LAFAYETTE CTY,0,Government - Local,6087764466,521312,0,WI,Critical Access Hospitals,53530
1120 SOUTH UTICA AVENUE,956,TULSA,TULSA,Yes,464,5667,933,36.147041,-95.968189,3439,HILLCREST MEDICAL CENTER,117,Proprietary,9185791000,370001,2229,OK,Acute Care Hospitals,74104
900 17TH STREET,20,WOODWARD,WOODWARD,Yes,255,513,18,36.437782,-99.400029,113,WOODWARD REGIONAL HOSPITAL,0,Proprietary,5802548492,370002,24,OK,Acute Care Hospitals,73801
"200 SECOND AVENUE SOUTHWEST, BOX 1207",12,MIAMI,OTTAWA,Yes,525,959,68,36.874515,-94.877455,150,INTEGRIS BAPTIST REG HEALTH CENTER,15,Voluntary non-profit - Other,9185426611,370004,20,OK,Acute Care Hospitals,74355
1900 NORTH 14TH STREET,74,PONCA CITY,KAY,Yes,0,348,56,36.724869,-97.068483,170,PONCA CITY MEDICAL CENTER,160,Proprietary,5807653321,370006,33,OK,Acute Care Hospitals,74601
905 SOUTH MAIN STREET,0,SHATTUCK,ELLIS,Yes,117,163,1,36.268676,-99.881468,14,NEWMAN MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,5809382551,370007,132,OK,Acute Care Hospitals,73858
6511 SPRINGBROOK AVENUE,45,RHINEBECK,DUTCHESS,Yes,186,1409,420,41.935072,-73.912876,593,NORTHERN DUTCHESS HOSPITAL,681,Voluntary non-profit - Other,8458713391,330049,67,NY,Acute Care Hospitals,12572
155 5TH STREET N E,116,BARBERTON,SUMMIT,Yes,166,174,358,41.014764,-81.589132,1078,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,207,Proprietary,3306153000,360019,1364,OH,Acute Care Hospitals,44203
500 SOUTH CLEVELAND AVENUE,629,WESTERVILLE,FRANKLIN,Yes,136,5240,597,40.114794,-82.946774,373,MOUNT CARMEL ST ANN'S,18,Voluntary non-profit - Church,6148984000,360012,83,OH,Acute Care Hospitals,43081
915 WEST MICHIGAN STREET,39,SIDNEY,SHELBY,Yes,0,1571,193,40.287871,-84.179679,369,WILSON MEMORIAL HOSPITAL,61,Voluntary non-profit - Other,9374985418,360013,78,OH,Acute Care Hospitals,45365
659 BOULEVARD,51,DOVER,TUSCARAWAS,Yes,100,444,356,40.514203,-81.456113,654,UNION HOSPITAL,1388,Voluntary non-profit - Other,3303433311,360010,91,OH,Acute Care Hospitals,44622
301 EAST MAIN STREET,343,BAY SHORE,SUFFOLK,Yes,7,2776,1257,40.725733,-73.24166,1382,SOUTHSIDE HOSPITAL,2890,Voluntary non-profit - Private,6319683000,330043,513,NY,Acute Care Hospitals,11706
5445 AVE O,4,FORT MADISON,LEE,Yes,271,771,160,40.624179,-91.382344,244,FORT MADISON COMMUNITY HOSPITAL,366,Voluntary non-profit - Private,3193726530,160122,5,IA,Acute Care Hospitals,52627
270 PARK AVENUE,676,HUNTINGTON,SUFFOLK,Yes,359,3293,1914,40.879463,-73.416215,1606,HUNTINGTON HOSPITAL,501,Voluntary non-profit - Private,6313512000,330045,1379,NY,Acute Care Hospitals,11743
1111 AMSTERDAM AVENUE,619,NEW YORK,NEW YORK,Yes,0,7360,1269,40.805637,-73.961625,2028,ST LUKE'S ROOSEVELT HOSPITAL,1606,Voluntary non-profit - Private,2125234000,330046,94,NY,Acute Care Hospitals,10025
427 GUY PARK AVENUE,126,AMSTERDAM,MONTGOMERY,Yes,135,4783,1151,42.954617,-74.216655,1185,ST MARY'S HOSPITAL AT AMSTERDAM,181,Voluntary non-profit - Private,5188421900,330047,366,NY,Acute Care Hospitals,12010
1200 JD ANDERSON DR,2047,MORGANTOWN,MONONGALIA,Yes,3,8344,698,39.663826,-79.946811,2693,MONONGALIA COUNTY GENERAL HOSPITAL,48,Voluntary non-profit - Private,3045981200,510024,4365,WV,Acute Care Hospitals,26505
8929 PARALLEL PARKWAY,615,KANSAS CITY,WYANDOTTE,Yes,12,1485,327,39.126562,-94.786652,574,PROVIDENCE MEDICAL CENTER,1126,Voluntary non-profit - Church,9135963930,170146,1350,KS,Acute Care Hospitals,66112
1400 W 4TH ST,86,COFFEYVILLE,MONTGOMERY,Yes,128,815,167,37.040435,-95.638342,355,COFFEYVILLE REGIONAL MEDICAL CENTER,392,Government - Local,6202511200,170145,147,KS,Acute Care Hospitals,67337
1600 EAST RIVERVIEW AVENUE,17,NAPOLEON,HENRY,Yes,165,513,143,41.409905,-84.095924,21,"HENRY COUNTY HOSPITAL, INC",0,Voluntary non-profit - Private,4195924015,361309,12,OH,Critical Access Hospitals,43545
1823 COLLEGE AVE,242,MANHATTAN,RILEY,Yes,156,1433,517,39.201592,-96.599445,142,MERCY REGIONAL HEALTH CENTER,1691,Voluntary non-profit - Church,7857762831,170142,1185,KS,Acute Care Hospitals,66502
1010 MURRAY ST,0,SAN LUIS OBISPO,SAN LUIS OBISPO,Yes,0,0,0,35.291961,-120.666321,0,SIERRA VISTA REGIONAL MEDICAL CENTER,0,Proprietary,8505467600,50506,0,CA,Acute Care Hospitals,93405
2131 W 3RD ST,0,LOS ANGELES,LOS ANGELES,Yes,0,0,0,34.063824,-118.273649,0,SAINT VINCENT MEDICAL CENTER,0,Voluntary non-profit - Church,2134847111,50502,0,CA,Acute Care Hospitals,90057
354 SANTA FE DRIVE,0,ENCINITAS,SAN DIEGO,Yes,0,0,0,33.036901,-117.283913,0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,0,Voluntary non-profit - Private,7607536501,50503,0,CA,Acute Care Hospitals,92024
975 SERENO DR,0,VALLEJO,SOLANO,Yes,0,0,0,38.12767,-122.248443,0,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,0,Voluntary non-profit - Other,7076511000,50073,0,CA,Acute Care Hospitals,94589
520 MEDICAL DRIVE,2,GUYMON,TEXAS,Yes,0,472,13,36.690709,-101.475986,60,MEMORIAL HOSPITAL OF TEXAS COUNTY,42,Government - Local,5803386515,370138,267,OK,Acute Care Hospitals,73942
501 FOURTEENTH STREET,0,PERRY,NOBLE,Yes,18,158,0,36.289168,-97.29952,21,PERRY MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,5803363541,370139,0,OK,Acute Care Hospitals,73077
10455 LINCOLN HIGHWAY,20,EVERETT,BEDFORD,Yes,301,1891,514,40.025245,-78.433062,88,UPMC BEDFORD MEMORIAL,0,Voluntary non-profit - Other,8146236161,390117,765,PA,Acute Care Hospitals,15537
1000 WEST HAMLET AVENUE,79,HAMLET,RICHMOND,Yes,0,1,8,34.902274,-79.711259,63,SANDHILLS REGIONAL MEDICAL CENTER,1,Proprietary,9109582361,340106,70,NC,Acute Care Hospitals,28345
810 W  COLUMBIA STREET,0,OBERLIN,DECATUR,Yes,0,0,0,39.816175,-100.537206,0,DECATUR COUNTY HOSPITAL,0,Government - Local,7854752208,171352,0,KS,Critical Access Hospitals,67749
1101 JACKSON STREET SW,0,GRAVETTE,BENTON,Yes,0,0,0,36.409496,-94.461106,0,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,0,Proprietary,4797875291,41331,0,AR,Critical Access Hospitals,72736
111 HOSPITAL DR,225,TARBORO,EDGECOMBE,Yes,244,251,42,35.921155,-77.555852,71,VIDANT EDGECOMBE HOSPITAL,138,Government - Local,2526417700,340107,751,NC,Acute Care Hospitals,27886
361 RANDOLPH STREET,0,CUTHBERT,RANDOLPH,Yes,0,94,10,31.774907,-84.796957,0,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,0,Government - Hospital District or Authority,2297322181,111300,18,GA,Critical Access Hospitals,39840
340 PEAK ONE DRIVE,0,FRISCO,SUMMIT,No,0,0,0,39.569424,-106.07938,0,ST ANTHONY SUMMIT MEDICAL CENTER,0,Voluntary non-profit - Church,9706683300,60118,0,CO,Acute Care Hospitals,80443
898 COLLEGE STREET,0,MONTICELLO,JASPER,Yes,0,0,0,33.313865,-83.686842,0,JASPER MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,7064686411,111303,0,GA,Critical Access Hospitals,31064
700 SOUTH 19TH STREET,0,BIRMINGHAM,JEFFERSON,No,0,0,0,33.504398,-86.801416,0,BIRMINGHAM VA MEDICAL CENTER,0,Government Federal,2059334515,01014F,0,AL,ACUTE CARE - VETERANS ADMINISTRATION,35233
209 N CUTHBERT STREET,18,COLQUITT,MILLER,Yes,0,172,5,31.175184,-84.734567,0,MILLER COUNTY HOSPITAL,0,Government - Hospital District or Authority,2297584231,111305,1066,GA,Critical Access Hospitals,39837
459 GA HIGHWAY 119 SOUTH,0,SPRINGFIELD,EFFINGHAM,Yes,266,583,8,32.364354,-81.320121,288,EFFINGHAM COUNTY HOSPITAL,5,Government - Hospital District or Authority,9127540160,111306,235,GA,Critical Access Hospitals,31329
10101 RIDGE GATE PARKWAY,0,LONE TREE,DOUGLAS,Yes,0,0,0,39.529099,-104.871212,0,SKY RIDGE MEDICAL CENTER,0,Proprietary,7202251000,60112,0,CO,Acute Care Hospitals,80124
7700 S BROADWAY,0,LITTLETON,ARAPAHOE,Yes,0,0,0,39.576288,-104.986104,0,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,0,Voluntary non-profit - Church,3037305888,60113,0,CO,Acute Care Hospitals,80122
200 EXEMPLA CIRCLE,0,LAFAYETTE,BOULDER,Yes,0,0,0,39.970613,-105.086113,0,EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC,0,Voluntary non-profit - Private,3036894000,60116,0,CO,Acute Care Hospitals,80026
575 RIVERGATE LANE,0,DURANGO,LA PLATA,Yes,0,0,0,37.247888,-107.870778,0,"ANIMAS SURGICAL HOSPITAL, LLC",0,Proprietary,9702473537,60117,0,CO,Acute Care Hospitals,81301
9395 CROWN CREST BLVD,0,PARKER,DOUGLAS,Yes,0,0,0,39.548613,-104.771038,0,PARKER ADVENTIST HOSPITAL,0,Voluntary non-profit - Private,3032694000,60114,0,CO,Acute Care Hospitals,80138
2420 LAKE AVENUE,314,ASHTABULA,ASHTABULA,Yes,388,2249,724,41.880342,-80.795533,452,ASHTABULA COUNTY MEDICAL CENTER,62,Voluntary non-profit - Private,4409972262,360125,5,OH,Acute Care Hospitals,44004
29000 CENTER RIDGE ROAD,744,WESTLAKE,CUYAHOGA,Yes,207,609,377,41.436532,-81.944514,1060,ST JOHN MEDICAL CENTER,1929,Voluntary non-profit - Private,4408358000,360123,226,OH,Acute Care Hospitals,44145
433 WEST HIGH STREET,12,BRYAN,WILLIAMS,Yes,621,1099,106,41.474083,-84.556865,226,COMMUNITY HOSPITALS AND WELLNESS CENTERS,3,Voluntary non-profit - Other,4196361131,360121,7,OH,Acute Care Hospitals,43506
5808 W 110TH STREET,0,OVERLAND PARK,JOHNSON,No,0,0,0,38.929879,-94.652375,0,CHILDREN'S MERCY  SOUTH,0,Voluntary non-profit - Private,9132343000,173300,0,KS,Childrens,66211
5402 KELL WEST BOULEVARD,65,WICHITA FALLS,WICHITA,Yes,881,397,331,33.872364,-98.57883,486,KELL WEST REGIONAL HOSPITAL,62,Proprietary,9406925888,450827,4,TX,Acute Care Hospitals,76310
191 IOWA BOULEVARD,0,TRENTON,GRUNDY,Yes,0,0,0,40.068195,-93.580404,0,WRIGHT MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,6603595621,261309,0,MO,Critical Access Hospitals,64683
16655 SOUTHWEST FREEWAY,497,SUGAR LAND,FORT BEND,Yes,41,155,518,29.589075,-95.631121,2606,METHODIST SUGAR LAND HOSPITAL,822,Voluntary non-profit - Church,2812748000,450820,158,TX,Acute Care Hospitals,77479
1000 MEDICAL CENTER DRIVE,22,HARDEEVILLE,JASPER,Yes,0,832,186,32.320422,-81.057084,967,COASTAL CAROLINA HOSPITAL,0,Proprietary,8437848000,420101,1163,SC,Acute Care Hospitals,29927
8200 DODGE ST,0,OMAHA,DOUGLAS,Yes,0,0,0,41.260197,-96.041965,0,CHILDREN'S HOSPITAL & MEDICAL CENTER,0,Voluntary non-profit - Private,4029555400,283301,0,NE,Childrens,68114
900 RIDGE ST,0,STOUGHTON,DANE,Yes,0,0,0,42.920811,-89.210276,0,STOUGHTON HOSPITAL,0,Voluntary non-profit - Private,6088736611,521343,0,WI,Critical Access Hospitals,53589
113 4TH AVE,0,SHELL LAKE,WASHBURN,Yes,0,0,0,45.742074,-91.925444,0,INDIANHEAD MEDICAL CTR,0,Proprietary,7154687833,521342,0,WI,Critical Access Hospitals,54871
333 E SECOND ST,0,RICHLAND CENTER,RICHLAND,Yes,0,0,0,43.339101,-90.382844,0,RICHLAND HOSPITAL,0,Voluntary non-profit - Private,6086476321,521341,0,WI,Critical Access Hospitals,53581
1401 W FIRST ST POST OFFICE BOX 489,0,WEBSTER,DAY,Yes,0,0,0,45.33218,-97.520089,0,SANFORD HOSPITAL WEBSTER - CAH,0,Voluntary non-profit - Private,6053453336,431311,0,SD,Critical Access Hospitals,57274
730 10TH AVE,0,BALDWIN,SAINT CROIX,Yes,0,0,0,44.970742,-92.37453,0,BALDWIN AREA MEDICAL CTR,0,Voluntary non-profit - Private,7156843311,521347,0,WI,Critical Access Hospitals,54002
309 N BARTLETTE ST,0,SHAWANO,SHAWANO,Yes,0,0,0,44.784394,-88.617052,0,SHAWANO MEDICAL CTR,0,Voluntary non-profit - Private,7155262111,521346,0,WI,Critical Access Hospitals,54166
400 FOOT HILL AVE.,0,CANANDAIGUA,ONTARIO,No,0,0,0,42.900636,-77.271252,0,CANANDAIGUA VA MEDICAL CENTER,0,Government Federal,5853942000,33013F,0,NY,ACUTE CARE - VETERANS ADMINISTRATION,14424
205 PARKER ST,0,BOSCOBEL,GRANT,Yes,0,0,0,43.132947,-90.707876,0,BOSCOBEL AREA HEALTH CARE,0,Voluntary non-profit - Private,6083754112,521344,0,WI,Critical Access Hospitals,53805
1629 E DIVISION ST,27,RIVER FALLS,PIERCE,Yes,305,932,57,44.866593,-92.602192,158,RIVER FALLS AREA HOSPITAL,20,Voluntary non-profit - Private,7153076000,521349,26,WI,Critical Access Hospitals,54022
507 SOUTH MAIN ST,0,VIROQUA,VERNON,Yes,0,0,0,43.551084,-90.88887,0,VERNON MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,6086372101,521348,0,WI,Critical Access Hospitals,54665
1111 EAST END BOULEVARD,0,WILKES-BARRE,LUZERNE,No,0,0,0,41.24802,-75.835536,0,WILKES BARRE VA MEDICAL CENTER,0,Government Federal,5708243521,39013F,0,PA,ACUTE CARE - VETERANS ADMINISTRATION,18711
5000 W CHAMBERS ST,631,MILWAUKEE,MILWAUKEE,Yes,890,9031,945,43.073932,-87.976123,4912,WHEATON FRANCISCAN ST JOSEPH,2537,Voluntary non-profit - Church,4144472000,520136,1203,WI,Acute Care Hospitals,53210
1892 WILLIAMS STREET,0,FORT HARRISON,LEWIS AND CLARK,No,0,0,0,46.614601,-112.092841,0,VA MONTANA HEALTHCARE SYSTEM,0,Government Federal,4064477900,27003F,0,MT,ACUTE CARE - VETERANS ADMINISTRATION,59636
5445 LABRANCH STREET,0,HOUSTON,HARRIS,No,42,1648,25,29.7241,-95.383853,40,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,878,Proprietary,7135286800,450797,74,TX,Acute Care Hospitals,77004
1100 BALSAM AVENUE,0,BOULDER,BOULDER,Yes,0,0,0,40.026126,-105.28367,0,BOULDER COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,3034402273,60027,0,CO,Acute Care Hospitals,80304
12605 EAST 16TH AVENUE,0,AURORA,ADAMS,Yes,0,0,0,39.742336,-104.841558,0,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,0,Government - Hospital District or Authority,7208480000,60024,0,CO,Acute Care Hospitals,80045
"1364 CLIFTON ROAD, NE",49,ATLANTA,DEKALB,Yes,2,292,422,33.792241,-84.321784,272,EMORY UNIVERSITY HOSPITAL,8,Voluntary non-profit - Private,4046868500,110010,719,GA,Acute Care Hospitals,30322
1400 E BOULDER ST,0,COLORADO SPRINGS,EL PASO,Yes,0,0,0,38.839385,-104.799426,0,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,0,Government - Local,7193655000,60022,0,CO,Acute Care Hospitals,80909
2635 N 7TH STREET,0,GRAND JUNCTION,MESA,Yes,0,0,0,39.090481,-108.562705,0,ST MARYS HOSPITAL AND MEDICAL CENTER,0,Voluntary non-profit - Church,9702981950,60023,0,CO,Acute Care Hospitals,81502
400 W 16TH STREET,0,PUEBLO,PUEBLO,Yes,0,0,0,38.281835,-104.612558,0,PARKVIEW MEDICAL CENTER INC,0,Voluntary non-profit - Private,7195844000,60020,0,CO,Acute Care Hospitals,81003
298 MEMORIAL DRIVE,153,SENECA,OCONEE,Yes,10,4822,405,34.69572,-82.98686,217,OCONEE MEDICAL CENTER,1402,Voluntary non-profit - Private,8648823351,420009,13,SC,Acute Care Hospitals,29672
729 SOUTH EAST MAIN STREET,27,SIMPSONVILLE,GREENVILLE,Yes,0,1871,17,34.719978,-82.248384,376,GHS-HILLCREST MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,8644546151,420037,13,SC,Acute Care Hospitals,29681
5126 HOSPITAL DRIVE NE,67,COVINGTON,NEWTON,Yes,384,490,283,33.60104,-83.848047,2587,NEWTON MEDICAL CENTER,2554,Voluntary non-profit - Private,7707867053,110018,2026,GA,Acute Care Hospitals,30014
ONE ARH LANE - PO BOX 7,10,LOW MOOR,ALLEGHANY,Yes,365,480,27,37.791058,-79.882628,1044,LEWISGALE HOSPITAL ALLEGHANY,332,Proprietary,5408626011,490126,10,VA,Acute Care Hospitals,24457
501 ROBERTSON BOULEVARD,82,WALTERBORO,COLLETON,Yes,0,1204,22,32.923153,-80.66984,653,COLLETON MEDICAL CENTER,6,Proprietary,8437822000,420030,1683,SC,Acute Care Hospitals,29488
1835 FRANKLIN ST,0,DENVER,DENVER,Yes,0,0,0,39.745406,-104.968972,0,EXEMPLA SAINT JOSEPH HOSPITAL,0,Voluntary non-profit - Private,3038377111,60028,0,CO,Acute Care Hospitals,80218
6801 AIRPORT BOULEVARD,0,MOBILE,MOBILE,Yes,0,0,0,30.682246,-88.199547,0,PROVIDENCE HOSPITAL,0,Voluntary non-profit - Church,2516331000,10090,0,AL,Acute Care Hospitals,36608
295 JACKSON HWY S,0,GROVE HILL,CLARKE,Yes,0,0,0,31.695007,-87.777289,0,GROVE HILL MEMORIAL HOSPITAL,0,Government - Local,2512753191,10091,0,AL,Acute Care Hospitals,36451
809 UNIVERSITY BOULEVARD EAST,0,TUSCALOOSA,TUSCALOOSA,Yes,0,0,0,33.205398,-87.526481,0,D C H REGIONAL MEDICAL CENTER,0,Government - Hospital District or Authority,2057597111,10092,0,AL,Acute Care Hospitals,35401
2525 S MICHIGAN AVE,361,CHICAGO,COOK,Yes,299,3936,286,41.846496,-87.621787,752,MERCY HOSPITAL AND MEDICAL CENTER,927,Voluntary non-profit - Private,3125672000,140158,76,IL,Acute Care Hospitals,60616
508 GREEN STREET,0,GREENSBORO,HALE,Yes,0,0,0,32.694756,-87.587439,0,HALE COUNTY HOSPITAL,0,Government - Local,3346243024,10095,0,AL,Acute Care Hospitals,36744
ONE ATWELL ROAD,574,COOPERSTOWN,OTSEGO,Yes,3454,3854,130,42.695987,-74.923303,6236,MARY IMOGENE BASSETT HOSPITAL,4174,Voluntary non-profit - Private,6075473456,330136,4775,NY,Acute Care Hospitals,13326
500 HOSPITAL DRIVE,0,WETUMPKA,ELMORE,Yes,0,0,0,32.551228,-86.190171,0,ELMORE COMMUNITY HOSPITAL,0,Government - State,3345674311,10097,0,AL,Acute Care Hospitals,36092
1301 BELLEVILLE AVENUE,0,BREWTON,ESCAMBIA,Yes,0,0,0,31.125938,-87.071759,0,D W MCMILLAN MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,2518678061,10099,0,AL,Acute Care Hospitals,36426
1740 WEST TAYLOR ST SUITE 1400,612,CHICAGO,COOK,Yes,578,804,260,41.869365,-87.670432,747,UNIVERSITY OF ILLINOIS HOSPITAL,230,Government - State,3129963900,140150,1087,IL,Acute Care Hospitals,60612
500 W COURT ST,177,KANKAKEE,KANKAKEE,Yes,214,654,263,41.120485,-87.87187,1846,PRESENCE ST MARYS HOSPITAL,1113,Voluntary non-profit - Other,8159372490,140155,1356,IL,Acute Care Hospitals,60901
1601 W 11TH PLACE,13,BIG SPRING,HOWARD,Yes,0,641,38,32.23666,-101.491457,58,SCENIC MOUNTAIN MEDICAL CENTER,0,Proprietary,4322631211,450653,17,TX,Acute Care Hospitals,79720
4401 HARRISON BOULEVARD,1001,OGDEN,WEBER,Yes,0,8195,301,41.184285,-111.953723,1221,MCKAY DEE HOSPITAL,500,Voluntary non-profit - Private,8013872800,460004,754,UT,Acute Care Hospitals,84403
2094 ALBANY POST ROAD,0,MONTROSE,WESTCHESTER,No,0,0,0,41.237616,-73.93051,0,VA HUDSON VALLEY HEALTHCARE SYSTEM,0,Government Federal,9147374400,33015F,0,NY,ACUTE CARE - VETERANS ADMINISTRATION,10548
1601 S W ARCHER ROAD,0,GAINESVILLE,ALACHUA,No,0,0,0,29.636989,-82.345254,0,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,0,Government Federal,3523761611,10057F,0,FL,ACUTE CARE - VETERANS ADMINISTRATION,32608
5252 WEST UNIVERSITY DRIVE,65,MC KINNEY,COLLIN,Yes,0,622,58,33.22111,-96.682426,23,BAYLOR MEDICAL CENTER AT MCKINNEY,4,Voluntary non-profit - Private,4697422200,670082,14,TX,Acute Care Hospitals,75071
2000 WEST BETHANY HOME ROAD,0,PHOENIX,MARICOPA,Yes,0,0,0,33.524941,-112.102172,0,PHOENIX BAPTIST HOSPITAL,0,Proprietary,6022490212,30030,0,AZ,Acute Care Hospitals,85015
200 INDUSTRIAL BOULEVARD,342,DUBLIN,LAURENS,Yes,1,1642,246,32.540248,-82.957456,603,FAIRVIEW PARK HOSPITAL,2401,Proprietary,4782743100,110125,27,GA,Acute Care Hospitals,31021
807 SOUTH PONDEROSA DRIVE,0,PAYSON,GILA,Yes,0,0,0,34.250947,-111.319716,0,PAYSON REGIONAL MEDICAL CENTER,0,Voluntary non-profit - Other,9284743222,30033,0,AZ,Acute Care Hospitals,85541
1701 SOUTH PELHAM ROAD,0,JACKSONVILLE,CALHOUN,Yes,0,0,0,33.782527,-85.761696,0,JACKSONVILLE MEDICAL CENTER,0,Proprietary,2567824538,10146,0,AL,Acute Care Hospitals,36265
"2501 NORTH PATTERSON STREET, PO BOX 1727",231,VALDOSTA,LOWNDES,Yes,1438,2897,505,30.8625,-83.2863,362,SOUTH GEORGIA MEDICAL CENTER,42,Government - Hospital District or Authority,2293331020,110122,96,GA,Acute Care Hospitals,31603
3719 DAUPHIN STREET,0,MOBILE,MOBILE,Yes,0,0,0,30.685459,-88.131697,0,SPRINGHILL MEDICAL CENTER,0,Proprietary,2513449630,10144,0,AL,Acute Care Hospitals,36608
1800 EAST VAN BUREN STREET,0,PHOENIX,MARICOPA,Yes,0,0,0,33.454717,-112.041997,0,ST LUKE'S MEDICAL CENTER,0,Proprietary,6022518156,30037,0,AZ,Acute Care Hospitals,85006
7400 EAST OSBORN ROAD,0,SCOTTSDALE,MARICOPA,Yes,0,0,0,33.488854,-111.923239,0,SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER,0,Proprietary,4808824000,30038,0,AZ,Acute Care Hospitals,85251
101 CRESTVIEW AVENUE,0,EVERGREEN,CONECUH,Yes,0,0,0,31.43128,-86.941422,0,EVERGREEN MEDICAL CENTER,0,Proprietary,2515782480,10148,0,AL,Acute Care Hospitals,36401
400 TAYLOR ROAD,0,MONTGOMERY,MONTGOMERY,Yes,0,0,0,32.387975,-86.175763,0,BAPTIST MEDICAL CENTER EAST,0,Government - Hospital District or Authority,3342448330,10149,0,AL,Acute Care Hospitals,36117
11567 CANTERWOOD BOULEVARD NW,1274,GIG HARBOR,PIERCE,Yes,0,2024,942,47.363616,-122.613414,912,ST ANTHONY HOSPITAL,406,Voluntary non-profit - Church,2535302050,500151,680,WA,Acute Care Hospitals,98332
3100 E FLETCHER AVE,34,TAMPA,HILLSBOROUGH,Yes,0,854,128,28.071108,-82.423423,17,FLORIDA HOSPITAL TAMPA,0,Voluntary non-profit - Private,8136157200,100173,3,FL,Acute Care Hospitals,33613
