Avg Temp,Avg Wind,City,Code,Day,Full,High Gust,High Wind,Location,Max Temp,Min Temp,Month,Precipitation,State,Year
73.0,11.0,Miami,MIA,11,04-11-2016,30.0,24.0,"Miami, FL",80.0,65.0,4,0.0,Florida,2016
66.0,10.0,Mobile/Pensacola,MOB,11,04-11-2016,29.0,22.0,"Mobile/Pensacola, AL",76.0,55.0,4,0.0,Alabama,2016
27.0,5.225806451612903,Green Bay,MQT,11,04-11-2016,31.0,14.387096774193548,"Green Bay, WI",32.0,21.0,4,0.03,Wisconsin,2016
27.0,11.935483870967742,Green Bay,MQT,11,04-11-2016,31.0,23.935483870967744,"Green Bay, WI",32.0,21.0,4,0.03,Wisconsin,2016
55.0,7.0,Spokane,MSO,11,04-11-2016,31.0,24.0,"Spokane, WA",66.0,43.0,4,0.0,Washington,2016
77.0,14.0,Key West,MTH,11,04-11-2016,26.0,20.0,"Key West, FL",81.0,72.0,4,0.0,Florida,2016
41.0,8.5,New York/Upton,NYC,11,04-11-2016,24.0,13.0,"New York/Upton, NY",50.0,31.0,4,0.0,New York,2016
71.0,19.0,Norman/Oklahoma City,OKC,11,04-11-2016,41.0,32.0,"Norman/Oklahoma City, OK",86.0,56.0,4,1.28,Oklahoma,2016
57.0,11.0,Omaha/Valley,OMA,11,04-11-2016,30.0,25.0,"Omaha/Valley, NE",69.0,45.0,4,1.38,Nebraska,2016
42.0,14.0,Milwaukee/Sullivan,ORD,11,04-11-2016,37.0,25.0,"Milwaukee/Sullivan, WI",50.0,33.0,4,0.1,Wisconsin,2016
42.0,14.0,Milwaukee/Sullivan,ORD,11,04-11-2016,37.0,25.0,"Milwaukee/Sullivan, WI",50.0,33.0,4,0.1,Wisconsin,2016
65.0,8.0,Phoenix,PHX,11,04-11-2016,34.0,28.0,"Phoenix, AZ",73.0,56.0,4,0.26,Arizona,2016
45.0,11.0,Lincoln,PIA,11,04-11-2016,32.0,23.0,"Lincoln, IL",52.0,38.0,4,0.17,Illinois,2016
35.0,6.0,Pittsburgh,PIT,11,04-11-2016,19.0,15.0,"Pittsburgh, PA",51.0,19.0,4,0.01,Pennsylvania,2016
58.0,5.0,Pendleton,PSC,11,04-11-2016,13.0,10.0,"Pendleton, OR",76.0,40.0,4,0.0,Oregon,2016
63.0,13.0,Goodland,PUB,11,04-11-2016,37.0,30.0,"Goodland, KS",78.0,47.0,4,0.23,Kansas,2016
37.0,9.0,Gray/Portland,PWM,11,04-11-2016,28.0,22.0,"Gray/Portland, ME",47.0,27.0,4,0.0,Maine,2016
63.0,0.0,Sacramento,RDD,11,04-11-2016,10.0,8.0,"Sacramento, CA",67.0,58.0,4,1.11,California,2016
63.0,0.0,Sacramento,RDD,11,04-11-2016,10.0,8.0,"Sacramento, CA",67.0,58.0,4,1.11,California,2016
45.0,5.0,Raleigh,RDU,11,04-11-2016,18.0,12.0,"Raleigh, NC",60.0,29.0,4,0.0,North Carolina,2016
41.0,7.0,Wakefield,RIC,11,04-11-2016,20.0,15.0,"Wakefield, VA",55.0,27.0,4,0.0,Virginia,2016
39.0,3.0,Blacksburg,RNK,11,04-11-2016,33.0,10.0,"Blacksburg, VA",59.0,19.0,4,1.77,Virginia,2016
52.0,5.0,Reno,RNO,11,04-11-2016,24.0,17.0,"Reno, NV",59.0,45.0,4,0.09,Nevada,2016
46.0,17.0,La Crosse,RST,11,04-11-2016,41.0,31.0,"La Crosse, WI",56.0,35.0,4,0.0,Wisconsin,2016
46.0,17.0,La Crosse,RST,11,04-11-2016,41.0,31.0,"La Crosse, WI",56.0,35.0,4,0.0,Wisconsin,2016
50.0,12.0,Louisville,SDF,11,04-11-2016,30.0,22.0,"Louisville, KY",64.0,36.0,4,0.02,Kentucky,2016
52.0,7.0,Seattle,SEA,11,04-11-2016,17.0,13.0,"Seattle, WA",58.0,46.0,4,0.0,Washington,2016
62.0,20.0,Springfield,SGF,11,04-11-2016,44.0,36.0,"Springfield, MO",71.0,53.0,4,0.06,Missouri,2016
81.0,10.0,San Juan,SJU,11,04-11-2016,28.0,23.0,"San Juan, PR",86.0,75.0,4,0.09,Puerto Rico,2016
55.0,9.0,St. Louis,STL,11,04-11-2016,25.0,21.0,"St. Louis, MO",65.0,45.0,4,0.18,Missouri,2016
57.0,2.0,San Francisco Bay Area/Monterey,STS,11,04-11-2016,12.0,9.0,"San Francisco Bay Area/Monterey, CA",61.0,53.0,4,0.04,California,2016
62.0,5.0,Tallahassee,TLH,11,04-11-2016,19.0,15.0,"Tallahassee, FL",78.0,45.0,4,0.0,Florida,2016
36.0,7.0,Cleveland,TOL,11,04-11-2016,29.0,18.0,"Cleveland, OH",50.0,21.0,4,0.2,Ohio,2016
71.0,18.0,Tulsa,TUL,11,04-11-2016,42.0,32.0,"Tulsa, OK",83.0,59.0,4,0.1,Oklahoma,2016
61.0,8.0,Tucson,TUS,11,04-11-2016,48.0,36.0,"Tucson, AZ",69.0,53.0,4,0.45,Arizona,2016
45.0,15.0,Rapid City,UNR,11,04-11-2016,33.0,26.0,"Rapid City, SD",55.0,35.0,4,0.01,South Dakota,2016
45.0,16.0,Rapid City,UNR,11,04-11-2016,33.0,33.0,"Rapid City, SD",55.0,35.0,4,0.01,South Dakota,2016
52.0,5.0,Medford,AAT,12,04-12-2016,23.0,20.0,"Medford, OR",66.0,38.0,4,0.0,Oregon,2016
52.0,7.0,Mount Holly/Philadelphia,ABE,12,04-12-2016,22.0,16.0,"Mount Holly/Philadelphia, NJ",61.0,42.0,4,0.02,New Jersey,2016
71.0,14.0,San Angelo,ABI,12,04-12-2016,40.0,31.0,"San Angelo, TX",83.0,58.0,4,1.55,Texas,2016
54.0,7.0,Albuquerque,ABQ,12,04-12-2016,36.0,31.0,"Albuquerque, NM",67.0,41.0,4,0.0,New Mexico,2016
33.0,11.0,Aberdeen,ABR,12,04-12-2016,27.0,21.0,"Aberdeen, SD",45.0,20.0,4,0.0,South Dakota,2016
48.0,8.0,Denver/Boulder,AKO,12,04-12-2016,26.0,21.0,"Denver/Boulder, CO",56.0,39.0,4,0.0,Colorado,2016
46.0,14.0,Albany,ALB,12,04-12-2016,38.0,28.0,"Albany, NY",52.0,40.0,4,0.08,New York,2016
47.0,7.0,Pueblo,ALS,12,04-12-2016,27.0,21.0,"Pueblo, CO",60.0,33.0,4,0.22,Colorado,2016
48.0,12.0,Amarillo,AMA,12,04-12-2016,29.0,24.0,"Amarillo, TX",54.0,42.0,4,0.02,Texas,2016
60.0,5.0,Birmingham,ANB,12,04-12-2016,19.0,14.0,"Birmingham, AL",71.0,48.0,4,1.31,Alabama,2016
41.0,6.0,Anchorage,ANC,12,04-12-2016,22.0,15.0,"Anchorage, AK",50.0,32.0,4,0.0,Alaska,2016
34.0,9.0,Marquette,ANJ,12,04-12-2016,22.0,16.0,"Marquette, MI",36.0,32.0,4,0.16,Michigan,2016
34.0,9.0,Marquette,ANJ,12,04-12-2016,22.0,16.0,"Marquette, MI",36.0,32.0,4,0.16,Michigan,2016
38.0,7.0,Gaylord,APN,12,04-12-2016,28.0,18.0,"Gaylord, MI",44.0,32.0,4,1.15,Michigan,2016
40.0,13.0,Chicago,ARR,12,04-12-2016,34.0,26.0,"Chicago, IL",51.0,29.0,4,0.0,Illinois,2016
60.0,6.0,Peachtree City/Atlanta,ATL,12,04-12-2016,20.0,15.0,"Peachtree City/Atlanta, GA",72.0,48.0,4,0.59,Georgia,2016
75.0,10.0,Austin/San Antonio,AUS,12,04-12-2016,32.0,24.0,"Austin/San Antonio, TX",86.0,63.0,4,1.45,Texas,2016
42.0,7.0,North Platte,BBW,12,04-12-2016,21.0,15.0,"North Platte, NE",57.0,27.0,4,0.0,Nebraska,2016
42.0,10.0,Binghamton,BGM,12,04-12-2016,28.0,21.0,"Binghamton, NY",49.0,34.0,4,0.24,New York,2016
34.0,8.0,Caribou,BGR,12,04-12-2016,31.0,23.0,"Caribou, ME",46.0,22.0,4,0.05,Maine,2016
48.0,5.0,Billings,BIL,12,04-12-2016,16.0,12.0,"Billings, MT",67.0,29.0,4,0.0,Montana,2016
32.0,7.0,Bismarck,BIS,12,04-12-2016,19.0,15.0,"Bismarck, ND",45.0,19.0,4,0.0,North Dakota,2016
52.0,3.0,Boise,BKE,12,04-12-2016,13.0,10.0,"Boise, ID",74.0,30.0,4,0.0,Idaho,2016
62.0,15.0,Nashville,BNA,12,04-12-2016,49.0,36.0,"Nashville, TN",71.0,52.0,4,0.01,Tennessee,2016
51.0,16.0,Boston,BOS,12,04-12-2016,41.0,31.0,"Boston, MD",60.0,42.0,4,0.01,Massachusetts,2016
80.0,14.0,Brownsville,BRO,12,04-12-2016,35.0,28.0,"Brownsville, TX",85.0,74.0,4,0.0,Texas,2016
73.0,11.0,New Orleans/Baton Rouge,BTR,12,04-12-2016,32.0,26.0,"New Orleans/Baton Rouge, LA",83.0,62.0,4,5.57,Louisiana,2016
41.0,16.0,Burlington,BTV,12,04-12-2016,38.0,28.0,"Burlington, VT",50.0,32.0,4,0.01,Vermont,2016
45.0,15.0,Buffalo,BUF,12,04-12-2016,32.0,24.0,"Buffalo, NY",53.0,37.0,4,0.39,New York,2016
65.0,3.0,Los Angeles/Oxnard,BUR,12,04-12-2016,16.0,12.0,"Los Angeles/Oxnard, CA",72.0,57.0,4,0.91,California,2016
57.0,8.0,Pocatello,BYI,12,04-12-2016,25.0,20.0,"Pocatello, ID",71.0,43.0,4,0.0,Idaho,2016
49.0,4.0,Great Falls,BZN,12,04-12-2016,24.0,18.0,"Great Falls, MT",69.0,29.0,4,0.0,Montana,2016
62.0,8.0,Greenville-Spartanburg,CAE,12,04-12-2016,22.0,17.0,"Greenville-Spartanburg, SC",78.0,45.0,4,3.03,South Carolina,2016
55.0,6.0,Eureka,CEC,12,04-12-2016,14.0,12.0,"Eureka, CA",58.0,51.0,4,0.0,California,2016
55.0,11.0,Paducah,CGI,12,04-12-2016,32.0,26.0,"Paducah, KY",67.0,43.0,4,0.25,Kentucky,2016
55.0,6.0,Morristown/Knoxville,CHA,12,04-12-2016,25.0,18.0,"Morristown/Knoxville, TN",69.0,41.0,4,0.17,Tennessee,2016
60.0,8.0,Charleston,CHS,12,04-12-2016,24.0,20.0,"Charleston, SC",74.0,46.0,4,0.0,South Carolina,2016
49.0,10.0,Topeka,CNK,12,04-12-2016,27.0,21.0,"Topeka, KS",61.0,37.0,4,0.0,Kansas,2016
52.0,9.0,Wichita,CNU,12,04-12-2016,36.0,29.0,"Wichita, KS",61.0,42.0,4,0.16,Kansas,2016
78.0,17.0,Corpus Christi,CRP,12,04-12-2016,37.0,30.0,"Corpus Christi, TX",84.0,72.0,4,1.24,Texas,2016
62.0,5.0,Columbia,CUB,12,04-12-2016,21.0,15.0,"Columbia, SC",77.0,46.0,4,0.0,South Carolina,2016
51.0,11.0,Wilmington,CVG,12,04-12-2016,32.0,23.0,"Wilmington, OH",61.0,41.0,4,1.13,Ohio,2016
42.0,9.0,Riverton,CYS,12,04-12-2016,26.0,21.0,"Riverton, WY",50.0,33.0,4,0.77,Wyoming,2016
51.0,2.0,San Diego,CZZ,12,04-12-2016,29.0,24.0,"San Diego, CA",63.0,39.0,4,1.16,California,2016
69.0,5.0,Melbourne,DAB,12,04-12-2016,23.0,18.0,"Melbourne, FL",78.0,60.0,4,1.9,Florida,2016
62.0,5.0,Las Vegas,DAG,12,04-12-2016,30.0,25.0,"Las Vegas, NV",72.0,51.0,4,0.0,Nevada,2016
60.0,16.0,Baltimore/Washington,DCA,12,04-12-2016,36.0,28.0,"Baltimore/Washington, VA",73.0,47.0,4,0.01,Virginia,2016
49.0,5.0,Grand Junction,DEN,12,04-12-2016,22.0,17.0,"Grand Junction, CO",60.0,38.0,4,0.0,Colorado,2016
49.0,5.0,Grand Junction,DEN,12,04-12-2016,22.0,17.0,"Grand Junction, CO",60.0,38.0,4,0.0,Colorado,2016
75.0,11.0,Fort Worth/Dallas,DFW,12,04-12-2016,33.0,25.0,"Fort Worth/Dallas, TX",89.0,61.0,4,0.04,Texas,2016
46.0,11.0,Dodge City,DGC,12,04-12-2016,46.0,40.0,"Dodge City, KS",54.0,37.0,4,0.49,Kansas,2016
44.0,13.0,Des Moines,DSM,12,04-12-2016,36.0,29.0,"Des Moines, IA",52.0,36.0,4,0.0,Iowa,2016
48.0,13.0,Detroit/Pontiac,DTW,12,04-12-2016,33.0,25.0,"Detroit/Pontiac, MI",60.0,36.0,4,0.05,Michigan,2016
54.0,6.0,Portland,EKA,12,04-12-2016,13.0,12.0,"Portland, OR",58.0,50.0,4,0.0,Oregon,2016
64.0,8.0,El Paso,ELP,12,04-12-2016,33.0,25.0,"El Paso, TX",74.0,54.0,4,0.0,Texas,2016
46.0,7.0,Elko,ELY,12,04-12-2016,24.0,21.0,"Elko, NV",59.0,32.0,4,0.01,Nevada,2016
44.0,0.0,Fairbanks,FAI,12,04-12-2016,19.0,0.0,"Fairbanks, AK",55.0,32.0,4,0.13,Alaska,2016
64.0,5.0,San Joaquin Valley/Hanford,FAT,12,04-12-2016,15.0,13.0,"San Joaquin Valley/Hanford, CA",74.0,54.0,4,0.0,California,2016
28.0,12.338709677419356,Grand Forks,FGF,12,04-12-2016,29.112903225806452,22.822580645161292,"Grand Forks, ND",35.0,20.0,4,0.88,North Dakota,2016
28.0,4.387096774193549,Grand Forks,FGF,12,04-12-2016,16.822580645161292,12.67741935483871,"Grand Forks, ND",35.0,20.0,4,0.88,North Dakota,2016
43.0,3.0,Flagstaff,FLG,12,04-12-2016,15.0,14.0,"Flagstaff, AZ",52.0,33.0,4,0.0,Arizona,2016
35.0,11.0,Sioux Falls,FSD,12,04-12-2016,30.0,23.0,"Sioux Falls, SD",46.0,24.0,4,0.0,South Dakota,2016
35.0,11.0,Sioux Falls,FSD,12,04-12-2016,30.0,23.0,"Sioux Falls, SD",46.0,24.0,4,0.0,South Dakota,2016
35.0,11.0,Sioux Falls,FSD,12,04-12-2016,30.0,23.0,"Sioux Falls, SD",46.0,24.0,4,0.0,South Dakota,2016
45.0,11.0,Northern Indiana,FWA,12,04-12-2016,28.0,23.0,"Northern Indiana, IN",55.0,35.0,4,0.1,Indiana,2016
37.0,14.0,Glasgow,GGW,12,04-12-2016,28.0,22.0,"Glasgow, MT",55.0,19.0,4,0.0,Montana,2016
53.0,5.0,Salt Lake City,GJT,12,04-12-2016,24.0,20.0,"Salt Lake City, UT",68.0,38.0,4,0.0,Utah,2016
49.0,8.0,Hastings,GLD,12,04-12-2016,21.0,16.0,"Hastings, NE",56.0,41.0,4,0.11,Nebraska,2016
66.0,5.0,Jacksonville,GNV,12,04-12-2016,22.0,18.0,"Jacksonville, FL",81.0,51.0,4,0.0,Florida,2016
51.0,7.0,Missoula,GPI,12,04-12-2016,27.0,20.0,"Missoula, MT",71.0,30.0,4,0.0,Montana,2016
42.0,13.0,Grand Rapids,GRR,12,04-12-2016,36.0,28.0,"Grand Rapids, MI",49.0,35.0,4,0.04,Michigan,2016
73.0,7.0,Houston/Galveston,HOU,12,04-12-2016,41.0,35.0,"Houston/Galveston, TX",79.0,67.0,4,0.01,Texas,2016
56.0,7.0,Newport/Morehead City,HSE,12,04-12-2016,28.0,14.0,"Newport/Morehead City, NC",68.0,44.0,4,0.0,North Carolina,2016
60.0,8.0,Huntsville,HSV,12,04-12-2016,34.0,28.0,"Huntsville, AL",69.0,50.0,4,1.1,Alabama,2016
58.0,7.0,Wilmington,ILM,12,04-12-2016,25.0,18.0,"Wilmington, NC",73.0,43.0,4,0.0,North Carolina,2016
46.0,11.0,Indianapolis,IND,12,04-12-2016,25.0,21.0,"Indianapolis, IN",55.0,36.0,4,1.07,Indiana,2016
27.0,13.0,Minneapolis/Twin Cities,INL,12,04-12-2016,32.0,25.0,"Minneapolis/Twin Cities, MN",35.0,19.0,4,0.01,Minnesota,2016
27.0,13.0,Minneapolis/Twin Cities,INL,12,04-12-2016,32.0,25.0,"Minneapolis/Twin Cities, MN",35.0,19.0,4,0.01,Minnesota,2016
67.0,10.0,Jackson,JAN,12,04-12-2016,49.0,41.0,"Jackson, MS",74.0,59.0,4,4.82,Mississippi,2016
68.0,9.0,Tampa,JAX,12,04-12-2016,28.0,23.0,"Tampa, FL",79.0,57.0,4,0.0,Florida,2016
64.0,7.0,Charleston,JKL,12,04-12-2016,29.0,17.0,"Charleston, WV",74.0,53.0,4,0.07,West Virginia,2016
0.0,0.0,Juneau,JNU,12,04-12-2016,0.0,0.0,"Juneau, AK",0.0,0.0,4,0.0,Alaska,2016
61.0,13.0,Lubbock,LBB,12,04-12-2016,37.0,31.0,"Lubbock, TX",74.0,47.0,4,1.11,Texas,2016
46.0,5.0,Cheyenne,LBF,12,04-12-2016,19.0,14.0,"Cheyenne, WY",60.0,32.0,4,0.0,Wyoming,2016
73.0,9.0,Lake Charles,LCH,12,04-12-2016,31.0,22.0,"Lake Charles, LA",78.0,67.0,4,0.04,Louisiana,2016
62.0,8.0,North Little Rock,LIT,12,04-12-2016,30.0,21.0,"North Little Rock, AR",70.0,54.0,4,0.94,Arkansas,2016
43.0,12.0,Davenport/Quad Cities,LOT,12,04-12-2016,39.0,25.0,"Davenport/Quad Cities, IA",51.0,35.0,4,1.48,Iowa,2016
62.0,13.0,Jackson,LOZ,12,04-12-2016,42.0,28.0,"Jackson, KY",71.0,52.0,4,0.07,Kentucky,2016
61.0,5.166666666666667,Shreveport,LZK,12,04-12-2016,16.666666666666668,11.5,"Shreveport, LA",68.0,53.0,4,1.2,Louisiana,2016
67.0,16.0,Midland/Odessa,MAF,12,04-12-2016,46.0,37.0,"Midland/Odessa, TX",80.0,54.0,4,0.0,Texas,2016
48.0,12.0,Kansas City/Pleasant Hill,MCI,12,04-12-2016,30.0,23.0,"Kansas City/Pleasant Hill, MO",59.0,36.0,4,0.0,Missouri,2016
54.0,7.0,State College,MDT,12,04-12-2016,18.0,14.0,"State College, PA",65.0,43.0,4,0.02,Pennsylvania,2016
62.0,12.0,Memphis,MEM,12,04-12-2016,30.0,23.0,"Memphis, TN",70.0,54.0,4,1.18,Tennessee,2016
77.0,13.0,Miami,MIA,12,04-12-2016,31.0,22.0,"Miami, FL",82.0,71.0,4,0.0,Florida,2016
67.0,11.0,Mobile/Pensacola,MOB,12,04-12-2016,30.0,24.0,"Mobile/Pensacola, AL",77.0,57.0,4,0.16,Alabama,2016
29.0,5.338709677419355,Green Bay,MQT,12,04-12-2016,37.0,14.580645161290322,"Green Bay, WI",32.0,25.0,4,0.04,Wisconsin,2016
29.0,11.903225806451612,Green Bay,MQT,12,04-12-2016,37.0,23.903225806451612,"Green Bay, WI",32.0,25.0,4,0.04,Wisconsin,2016
52.0,2.0,Spokane,MSO,12,04-12-2016,19.0,15.0,"Spokane, WA",71.0,33.0,4,0.0,Washington,2016
78.0,10.0,Key West,MTH,12,04-12-2016,23.0,18.0,"Key West, FL",83.0,73.0,4,0.0,Florida,2016
54.0,6.0,New York/Upton,NYC,12,04-12-2016,22.0,13.0,"New York/Upton, NY",65.0,43.0,4,0.01,New York,2016
60.0,13.0,Norman/Oklahoma City,OKC,12,04-12-2016,39.0,31.0,"Norman/Oklahoma City, OK",69.0,51.0,4,0.02,Oklahoma,2016
41.0,12.0,Omaha/Valley,OMA,12,04-12-2016,37.0,30.0,"Omaha/Valley, NE",54.0,27.0,4,0.0,Nebraska,2016
44.0,12.0,Milwaukee/Sullivan,ORD,12,04-12-2016,35.0,24.0,"Milwaukee/Sullivan, WI",51.0,36.0,4,0.0,Wisconsin,2016
44.0,12.0,Milwaukee/Sullivan,ORD,12,04-12-2016,35.0,24.0,"Milwaukee/Sullivan, WI",51.0,36.0,4,0.0,Wisconsin,2016
66.0,5.0,Phoenix,PHX,12,04-12-2016,15.0,12.0,"Phoenix, AZ",77.0,55.0,4,0.0,Arizona,2016
45.0,9.0,Lincoln,PIA,12,04-12-2016,26.0,20.0,"Lincoln, IL",53.0,37.0,4,2.05,Illinois,2016
57.0,11.0,Pittsburgh,PIT,12,04-12-2016,34.0,24.0,"Pittsburgh, PA",65.0,48.0,4,0.7,Pennsylvania,2016
64.0,5.0,Pendleton,PSC,12,04-12-2016,23.0,17.0,"Pendleton, OR",77.0,50.0,4,0.0,Oregon,2016
47.0,6.0,Goodland,PUB,12,04-12-2016,20.0,17.0,"Goodland, KS",55.0,39.0,4,0.31,Kansas,2016
41.0,8.0,Gray/Portland,PWM,12,04-12-2016,27.0,20.0,"Gray/Portland, ME",50.0,32.0,4,0.01,Maine,2016
65.0,0.0,Sacramento,RDD,12,04-12-2016,17.0,13.0,"Sacramento, CA",71.0,59.0,4,0.0,California,2016
65.0,0.0,Sacramento,RDD,12,04-12-2016,17.0,13.0,"Sacramento, CA",71.0,59.0,4,0.0,California,2016
62.0,11.0,Raleigh,RDU,12,04-12-2016,31.0,24.0,"Raleigh, NC",76.0,47.0,4,0.0,North Carolina,2016
60.0,16.0,Wakefield,RIC,12,04-12-2016,35.0,28.0,"Wakefield, VA",74.0,46.0,4,1.07,Virginia,2016
54.0,4.0,Blacksburg,RNK,12,04-12-2016,25.0,18.0,"Blacksburg, VA",67.0,41.0,4,0.84,Virginia,2016
59.0,4.0,Reno,RNO,12,04-12-2016,23.0,16.0,"Reno, NV",69.0,49.0,4,0.01,Nevada,2016
35.0,18.0,La Crosse,RST,12,04-12-2016,39.0,32.0,"La Crosse, WI",44.0,26.0,4,0.0,Wisconsin,2016
35.0,18.0,La Crosse,RST,12,04-12-2016,39.0,32.0,"La Crosse, WI",44.0,26.0,4,0.0,Wisconsin,2016
57.0,12.0,Louisville,SDF,12,04-12-2016,40.0,30.0,"Louisville, KY",67.0,46.0,4,0.82,Kentucky,2016
53.0,7.0,Seattle,SEA,12,04-12-2016,18.0,14.0,"Seattle, WA",58.0,48.0,4,0.0,Washington,2016
52.0,10.0,Springfield,SGF,12,04-12-2016,35.0,29.0,"Springfield, MO",62.0,42.0,4,0.63,Missouri,2016
80.0,6.0,San Juan,SJU,12,04-12-2016,24.0,18.0,"San Juan, PR",85.0,75.0,4,0.14,Puerto Rico,2016
51.0,8.0,St. Louis,STL,12,04-12-2016,24.0,18.0,"St. Louis, MO",59.0,43.0,4,0.99,Missouri,2016
59.0,2.0,San Francisco Bay Area/Monterey,STS,12,04-12-2016,16.0,13.0,"San Francisco Bay Area/Monterey, CA",65.0,52.0,4,0.0,California,2016
65.0,6.0,Tallahassee,TLH,12,04-12-2016,27.0,20.0,"Tallahassee, FL",82.0,48.0,4,0.0,Florida,2016
47.0,12.0,Cleveland,TOL,12,04-12-2016,32.0,23.0,"Cleveland, OH",57.0,36.0,4,0.11,Ohio,2016
58.0,12.0,Tulsa,TUL,12,04-12-2016,39.0,30.0,"Tulsa, OK",65.0,50.0,4,0.84,Oklahoma,2016
62.0,5.0,Tucson,TUS,12,04-12-2016,15.0,12.0,"Tucson, AZ",75.0,49.0,4,0.0,Arizona,2016
41.0,15.0,Rapid City,UNR,12,04-12-2016,29.0,26.0,"Rapid City, SD",53.0,28.0,4,0.0,South Dakota,2016
41.0,16.0,Rapid City,UNR,12,04-12-2016,29.0,33.0,"Rapid City, SD",53.0,28.0,4,0.0,South Dakota,2016
50.0,9.0,Medford,AAT,13,04-13-2016,26.0,20.0,"Medford, OR",56.0,43.0,4,0.1,Oregon,2016
48.0,9.0,Mount Holly/Philadelphia,ABE,13,04-13-2016,29.0,22.0,"Mount Holly/Philadelphia, NJ",60.0,35.0,4,0.28,New Jersey,2016
58.0,9.0,San Angelo,ABI,13,04-13-2016,30.0,24.0,"San Angelo, TX",63.0,52.0,4,0.71,Texas,2016
52.0,7.0,Albuquerque,ABQ,13,04-13-2016,28.0,25.0,"Albuquerque, NM",59.0,44.0,4,0.49,New Mexico,2016
42.0,13.0,Aberdeen,ABR,13,04-13-2016,35.0,28.0,"Aberdeen, SD",66.0,17.0,4,0.0,South Dakota,2016
55.0,8.0,Denver/Boulder,AKO,13,04-13-2016,38.0,28.0,"Denver/Boulder, CO",73.0,36.0,4,0.04,Colorado,2016
44.0,12.0,Albany,ALB,13,04-13-2016,33.0,26.0,"Albany, NY",51.0,36.0,4,0.07,New York,2016
43.0,7.0,Pueblo,ALS,13,04-13-2016,34.0,29.0,"Pueblo, CO",60.0,26.0,4,0.66,Colorado,2016
50.0,8.0,Amarillo,AMA,13,04-13-2016,26.0,20.0,"Amarillo, TX",61.0,38.0,4,0.0,Texas,2016
59.0,5.0,Birmingham,ANB,13,04-13-2016,25.0,17.0,"Birmingham, AL",69.0,49.0,4,0.02,Alabama,2016
43.0,4.0,Anchorage,ANC,13,04-13-2016,31.0,8.0,"Anchorage, AK",55.0,30.0,4,0.0,Alaska,2016
30.0,9.0,Marquette,ANJ,13,04-13-2016,26.0,17.0,"Marquette, MI",34.0,25.0,4,0.01,Michigan,2016
30.0,9.0,Marquette,ANJ,13,04-13-2016,26.0,17.0,"Marquette, MI",34.0,25.0,4,0.01,Michigan,2016
32.0,9.0,Gaylord,APN,13,04-13-2016,29.0,21.0,"Gaylord, MI",40.0,24.0,4,1.27,Michigan,2016
38.0,5.0,Chicago,ARR,13,04-13-2016,19.0,16.0,"Chicago, IL",52.0,24.0,4,0.0,Illinois,2016
63.0,9.0,Peachtree City/Atlanta,ATL,13,04-13-2016,28.0,23.0,"Peachtree City/Atlanta, GA",72.0,54.0,4,0.08,Georgia,2016
67.0,13.0,Austin/San Antonio,AUS,13,04-13-2016,34.0,25.0,"Austin/San Antonio, TX",70.0,63.0,4,1.68,Texas,2016
52.0,15.0,North Platte,BBW,13,04-13-2016,45.0,32.0,"North Platte, NE",72.0,31.0,4,0.0,Nebraska,2016
39.0,10.0,Binghamton,BGM,13,04-13-2016,31.0,24.0,"Binghamton, NY",47.0,31.0,4,0.24,New York,2016
41.0,8.0,Caribou,BGR,13,04-13-2016,28.0,22.0,"Caribou, ME",50.0,31.0,4,0.58,Maine,2016
63.0,9.0,Billings,BIL,13,04-13-2016,25.0,20.0,"Billings, MT",78.0,47.0,4,0.61,Montana,2016
44.0,11.0,Bismarck,BIS,13,04-13-2016,24.0,21.0,"Bismarck, ND",62.0,25.0,4,0.0,North Dakota,2016
48.0,6.0,Boise,BKE,13,04-13-2016,24.0,18.0,"Boise, ID",53.0,42.0,4,0.2,Idaho,2016
55.0,11.0,Nashville,BNA,13,04-13-2016,25.0,22.0,"Nashville, TN",65.0,45.0,4,0.01,Tennessee,2016
52.0,15.0,Boston,BOS,13,04-13-2016,38.0,30.0,"Boston, MD",60.0,43.0,4,0.22,Massachusetts,2016
79.0,8.0,Brownsville,BRO,13,04-13-2016,22.0,20.0,"Brownsville, TX",84.0,73.0,4,1.11,Texas,2016
70.0,8.0,New Orleans/Baton Rouge,BTR,13,04-13-2016,21.0,17.0,"New Orleans/Baton Rouge, LA",77.0,63.0,4,0.11,Louisiana,2016
45.0,10.0,Burlington,BTV,13,04-13-2016,29.0,24.0,"Burlington, VT",51.0,39.0,4,0.2,Vermont,2016
38.0,11.0,Buffalo,BUF,13,04-13-2016,26.0,21.0,"Buffalo, NY",43.0,32.0,4,1.11,New York,2016
64.0,5.0,Los Angeles/Oxnard,BUR,13,04-13-2016,18.0,13.0,"Los Angeles/Oxnard, CA",73.0,54.0,4,0.0,California,2016
56.0,7.0,Pocatello,BYI,13,04-13-2016,28.0,21.0,"Pocatello, ID",70.0,42.0,4,0.07,Idaho,2016
52.0,4.0,Great Falls,BZN,13,04-13-2016,33.0,26.0,"Great Falls, MT",74.0,30.0,4,0.68,Montana,2016
68.0,4.0,Greenville-Spartanburg,CAE,13,04-13-2016,18.0,14.0,"Greenville-Spartanburg, SC",74.0,61.0,4,0.15,South Carolina,2016
51.0,5.0,Eureka,CEC,13,04-13-2016,17.0,14.0,"Eureka, CA",58.0,44.0,4,0.13,California,2016
