abandoned,air traffic control tower,belltower,bridge,casino,city,city_id,commercial,completed.year,country,country id,current,education,exhibition,floors above,government,height,hospital,hotel,id,industrial,is completed,is started,latitude,library,longitude,material,multiple,museum,name,number of purposes,observation,office,other,rank,religious,residential,retail,serviced apartments,started.year,telecommunications
False,False,False,False,False,Atlanta,1509,False,2010,US,163,completed,False,False,38,False,148.74000549316,False,False,9006,False,True,True,33.783821105957,False,-84.382598876953,concrete,False,False,1075 Peachtree Office Tower,1,False,True,False,735,False,False,False,False,2007,False
False,False,False,False,False,Chicago,1539,False,1983,US,163,completed,False,False,36,False,148.57000732422,False,False,9021,False,True,True,41.886100769043,False,-87.636047363281,steel,False,False,333 Wacker Drive,1,False,True,False,736,False,False,False,False,1981,False
False,False,False,False,False,San Francisco,1683,False,1972,US,163,completed,False,False,37,False,148.44000244141,False,False,9929,False,True,False,37.794139862061,False,-122.39756011963,steel,False,False,50 California Street,1,False,True,False,737,False,False,False,False,0,False
False,False,False,False,False,Seattle,1680,False,1974,US,163,completed,False,False,37,False,148.44000244141,False,False,9675,False,True,True,47.604591369629,False,-122.33545684814,composite,False,False,Henry M. Jackson Federal Building,1,False,True,False,737,False,False,False,False,1971,False
False,False,False,False,False,Montville,1623,False,2002,US,163,completed,False,False,34,False,148.44000244141,False,True,9508,False,True,False,41.492359161377,False,-72.088882446289,steel,False,False,Mohegan Sun Sky Tower,1,False,False,False,739,False,False,False,False,0,False
False,False,False,False,False,San Francisco,1683,False,2008,US,163,completed,False,False,33,False,148.44000244141,False,False,9085,False,True,True,37.788589477539,False,-122.39852905273,steel,False,False,555 Mission Street,1,False,True,False,740,False,False,False,False,2007,False
False,False,False,False,False,Miami,1632,False,2004,US,163,completed,False,False,36,False,148.39999389648,False,True,4102,False,True,True,25.760730743408,False,-80.191627502441,concrete,False,False,Espirito Santo Plaza,3,False,True,False,741,False,True,False,False,2000,False
False,False,False,False,False,New York City,1641,False,1908,US,163,demolished,False,False,33,False,148.28999328613,False,False,4103,False,True,True,40.709869384766,False,-74.010940551758,steel,False,False,City Investing Building,1,False,True,False,742,False,False,False,False,1906,False
False,False,False,False,False,Atlanta,1509,False,2000,US,163,completed,False,False,44,False,148.13999938965,False,False,4110,False,True,True,33.855331420898,False,-84.361808776855,concrete,False,False,Park Avenue Condominiums,1,False,False,False,743,False,True,False,False,1998,False
False,False,False,False,False,Chicago,1539,False,2016,US,163,completed,False,False,48,False,148.08000183105,False,False,14278,False,True,True,41.887691497803,False,-87.638252258301,concrete,False,False,Wolf Point West Tower,1,False,False,False,744,False,True,False,False,2014,False
False,False,False,False,False,Las Vegas,1610,False,2003,US,163,completed,False,False,43,False,147.92999267578,False,True,4119,False,True,True,36.092948913574,False,-115.17783355713,concrete,False,False,THEHotel,1,False,False,False,745,False,False,False,False,2002,False
False,False,False,False,False,Atlanta,1509,False,2007,US,163,completed,False,False,26,False,147.91000366211,False,False,4121,False,True,False,33.844398498535,False,-84.371032714844,concrete,False,False,Terminus 100,1,False,True,False,746,False,False,False,False,0,False
False,False,False,False,False,Pittsburgh,1661,False,1930,US,163,completed,False,False,40,False,147.83000183105,False,False,9830,False,True,True,40.437629699707,False,-79.997398376465,steel,False,False,Grant Building,1,False,True,False,747,False,False,False,False,1927,False
False,False,False,False,False,New York City,1641,False,1931,US,163,completed,False,False,33,False,147.83000183105,False,False,9016,False,True,True,40.757621765137,False,-73.991577148438,steel,False,False,McGraw-Hill Building,1,False,True,False,748,False,False,False,False,1930,False
False,False,False,False,False,New York City,1641,False,2015,US,163,completed,False,False,50,False,147.7799987793,False,True,14319,False,True,True,40.708229064941,False,-74.014167785645,concrete,False,False,99 Washington Street,1,False,False,False,749,False,False,False,False,2011,False
False,False,False,False,False,Sunny Isles Beach,1686,False,2015,US,163,completed,False,False,43,False,147.75,False,False,13536,False,True,True,25.956909179688,False,-80.119346618652,concrete,False,False,Regalia,1,False,False,False,750,False,True,False,False,2011,False
False,False,False,False,False,St. Louis,1693,False,1976,US,163,completed,False,False,35,False,147.60000610352,False,False,12770,False,True,True,38.629970550537,False,-90.190902709961,steel,False,False,One US Bank Plaza,1,False,True,False,751,False,False,False,False,1973,False
False,False,False,False,False,San Francisco,1683,False,2005,US,163,completed,False,False,42,False,147.5299987793,False,True,9930,False,True,True,37.78636932373,False,-122.40151977539,concrete,False,False,St. Regis San Francisco,2,False,False,False,752,False,True,False,False,2001,False
False,False,False,False,False,Miami,1632,False,2011,US,163,completed,False,False,40,False,147.5299987793,False,False,4123,False,True,True,25.767559051514,False,-80.190826416016,steel/concrete,False,False,Brickell World Plaza at 600 Brickell,1,False,True,False,753,False,False,False,False,2007,False
False,False,False,False,False,White Plains,1723,False,2009,US,163,completed,False,False,44,False,147.52000427246,False,False,9597,False,True,True,41.033489227295,False,-73.767990112305,concrete,False,False,"The Residences at the Ritz Carlton, Westchester - North Tower",1,False,False,False,754,False,True,False,False,2006,False
False,False,False,False,False,White Plains,1723,False,2008,US,163,completed,False,False,44,False,147.52000427246,False,True,9598,False,True,True,41.032791137695,False,-73.767318725586,concrete,False,False,"The Residences at the Ritz Carlton, Westchester - South Tower",2,False,False,False,754,False,True,False,False,2005,False
False,False,False,False,False,Miami,1632,False,1983,US,163,completed,False,False,34,False,147.52000427246,False,False,4124,False,True,True,25.772239685059,False,-80.186729431152,steel,False,False,Miami Center,1,False,True,False,756,False,False,False,False,1981,False
False,False,False,False,False,Charlotte,1544,False,2010,US,163,completed,False,False,32,False,147.52000427246,False,False,9566,False,True,True,35.226509094238,False,-80.840797424316,composite,False,False,1 Bank of America Center,1,False,True,False,757,False,False,False,False,2007,False
False,False,False,False,False,Jersey City,1605,False,2017,US,163,under construction,False,False,50,False,147.5,False,False,18647,False,True,True,40.719898223877,False,-74.035499572754,concrete,False,False,Trump Bay Street,1,False,False,False,758,False,True,False,False,2014,False
False,False,False,False,False,Miami Beach,1622,False,1997,US,163,completed,False,False,44,False,147.5,False,False,10304,False,True,False,25.767730712891,False,-80.134941101074,concrete,False,False,Portofino Tower,1,False,False,False,759,False,True,False,False,0,False
False,False,False,False,False,Los Angeles,1611,False,2016,US,163,under construction,False,False,40,False,147.5,False,False,18614,False,True,True,34.063320159912,False,-118.41439056396,concrete,False,False,Ten Thousand,1,False,False,False,760,False,True,False,False,2014,False
False,False,False,False,False,Las Vegas,1610,False,2009,US,163,completed,False,False,42,False,147.32000732422,False,False,4127,False,True,True,36.108509063721,False,-115.182472229,concrete,False,False,Panorama Tower III,1,False,False,False,761,False,True,False,False,2007,False
False,False,False,False,False,Denver,1556,False,2009,US,163,completed,False,False,41,False,147.2200012207,False,False,3428,False,True,True,39.744850158691,False,-104.99565887451,concrete,False,False,Spire,1,False,False,False,762,False,True,False,False,2007,False
False,False,False,False,False,Phoenix,1658,False,1972,US,163,completed,False,False,40,False,147.2200012207,False,False,8894,False,True,False,33.450878143311,False,-112.073097229,steel,False,False,Chase Tower,1,False,True,False,763,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,1957,US,163,completed,False,False,39,False,147.2200012207,False,False,9807,False,True,True,40.760288238525,False,-73.97664642334,steel,False,False,666 5th Avenue,1,False,True,False,764,False,False,False,False,1956,False
False,False,False,False,False,Miami,1632,False,2007,US,163,completed,False,False,36,False,147.2200012207,False,False,4128,False,True,True,25.769229888916,False,-80.185668945312,concrete,False,False,Asia,1,False,False,False,765,False,True,False,False,2005,False
False,False,False,False,False,New York City,1641,False,1967,US,163,completed,False,False,47,False,147,False,False,9808,False,True,True,40.75952911377,False,-73.964576721191,concrete,False,False,Excelsior House,1,False,False,False,766,False,True,False,False,1964,False
False,False,False,False,False,Miami,1632,False,2005,US,163,completed,False,False,42,False,146.91999816895,False,False,4133,False,True,True,25.769639968872,False,-80.191932678223,concrete,False,False,Brickell on the River North Tower,1,False,False,False,767,False,True,False,False,2003,False
False,False,False,False,False,Kansas City,1633,False,1931,US,163,completed,False,False,34,False,146.61000061035,False,False,9104,False,True,True,39.097568511963,False,-94.584747314453,steel,False,False,Kansas City Power & Light Building,1,False,True,False,768,False,False,False,False,1930,False
False,False,False,False,False,Dallas,1554,False,1980,US,163,completed,False,False,34,False,146.61000061035,False,False,10816,False,True,False,32.785610198975,False,-96.798126220703,steel,False,False,KPMG Centre,1,False,True,False,768,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,2017,US,163,structurally topped out,False,False,44,False,146.60000610352,False,False,18663,False,True,True,40.750568389893,False,-73.94229888916,concrete,False,False,23-10 Queens Plaza South,1,False,False,False,770,False,True,False,False,2014,False
False,False,False,False,False,Chicago,1539,False,2007,US,163,completed,False,False,45,False,146.44999694824,False,False,9868,False,True,True,41.887218475342,False,-87.616027832031,concrete,False,False,The Regatta,1,False,False,False,771,False,True,False,False,2004,False
False,False,False,False,False,Miami,1632,False,2001,US,163,completed,False,False,46,False,146.30000305176,False,False,4146,False,True,True,25.769359588623,False,-80.183746337891,concrete,False,False,Three Tequesta Point,1,False,False,False,772,False,True,False,False,1999,False
False,False,False,False,False,New York City,1641,False,2015,US,163,completed,False,False,42,False,146.30000305176,False,False,16016,False,True,True,40.746971130371,False,-73.983848571777,concrete,False,False,160 Madison Avenue,1,False,False,False,773,False,True,False,False,2013,False
False,False,False,False,False,San Diego,1677,False,2016,US,163,under construction,False,False,45,False,146,False,False,18269,False,True,True,32.710189819336,False,-117.14991760254,concrete,False,False,15th and Island Tower 1,1,False,False,False,774,False,True,False,False,2013,False
False,False,False,False,False,San Diego,1677,False,0,US,163,proposed,False,False,45,False,146,False,False,18270,False,False,False,32.709739685059,False,-117.14991760254,concrete,False,False,15th and Island Tower 2,1,False,False,False,774,False,True,False,False,0,False
False,False,False,False,False,New York City,1641,False,2016,US,163,architecturally topped out,False,False,42,False,146,False,False,9895,False,True,True,40.747749328613,False,-73.989761352539,concrete/steel,False,False,855 6th Avenue,3,False,True,False,776,False,True,True,False,2014,False
False,False,False,False,False,Chicago,1539,False,1930,US,163,completed,False,False,38,False,146,False,False,9863,False,True,True,41.882888793945,False,-87.632179260254,steel,False,False,33 North LaSalle,1,False,True,False,777,False,False,False,False,1928,False
False,False,False,False,False,Los Angeles,1611,False,2010,US,163,completed,False,False,42,False,145.69999694824,False,False,4161,False,True,True,34.056221008301,False,-118.41464233398,concrete,False,False,The Century,1,False,False,False,778,False,True,False,False,2007,False
False,False,False,False,False,Atlanta,1509,False,2004,US,163,completed,False,False,40,False,145.69999694824,False,False,4162,False,True,True,33.850769042969,False,-84.366882324219,concrete,False,False,Paramount at Buckhead,1,False,False,False,779,False,True,False,False,2002,False
False,False,False,False,False,New York City,1641,False,1928,US,163,completed,False,False,24,False,145.69999694824,False,False,9809,False,True,True,40.734031677246,False,-73.988342285156,steel,False,False,Consolidated Gas Building,1,False,True,False,780,False,False,False,False,1924,False
False,False,False,False,False,New York City,1641,False,2018,US,163,proposed,False,False,37,False,145.69000244141,False,False,14026,False,True,False,40.773410797119,False,-73.991889953613,concrete,False,False,Riverside Center Building 1,1,False,False,False,781,False,True,False,False,0,False
False,False,False,False,False,New York City,1641,False,2010,US,163,completed,False,False,45,False,145.63999938965,False,True,3560,False,True,True,40.756328582764,False,-73.982223510742,concrete,False,False,CassaNY,2,False,False,False,782,False,True,False,False,2007,False
False,False,False,False,False,Chicago,1539,False,2014,US,163,completed,False,False,42,False,145.53999328613,False,False,14396,False,True,True,41.885391235352,False,-87.625450134277,concrete,False,False,Summit on Lake,1,False,False,False,783,False,True,False,False,2012,False
False,False,False,False,False,Chicago,1539,False,2012,US,163,completed,False,False,39,False,145.53999328613,False,False,9937,False,True,True,41.929069519043,False,-87.639587402344,concrete,False,False,Lincoln Park 2550,1,False,False,False,784,False,True,False,False,2009,False
False,False,False,False,False,Chicago,1539,False,2016,US,163,structurally topped out,False,False,45,False,145.5,False,False,15632,False,True,True,41.892208099365,False,-87.617332458496,concrete,False,False,Moment,1,False,False,False,785,False,True,False,False,2014,False
False,False,False,False,False,Boston,1524,False,1966,US,163,completed,False,False,33,False,145.38999938965,False,False,9798,False,True,False,42.356010437012,False,-71.053741455078,steel,False,False,225 Franklin Street,1,False,True,False,786,False,False,False,False,0,False
False,False,False,False,False,Houston,1593,False,2016,US,163,architecturally topped out,False,False,30,False,145.33999633789,False,False,15848,False,True,True,29.752309799194,False,-95.460906982422,concrete,False,False,1500 Post Oak Boulevard,1,False,True,False,787,False,False,False,False,2014,False
False,False,False,False,False,Houston,1593,False,1990,US,163,completed,False,False,29,False,145.30000305176,True,False,12656,False,True,False,29.709169387817,False,-95.401847839355,concrete,False,False,The O'Quinn Medical Tower at St. Luke's,2,False,True,False,788,False,False,False,False,0,False
False,False,False,False,False,Austin,1510,False,2010,US,163,completed,False,False,36,False,145.27000427246,False,True,10360,False,True,True,30.265810012817,False,-97.7470703125,concrete,False,False,W Austin Hotel & Residences,2,False,False,False,789,False,True,False,False,2008,False
False,False,False,False,False,Las Vegas,1610,False,2001,US,163,completed,False,False,38,False,145.24000549316,False,False,4166,False,True,True,36.136810302734,False,-115.155418396,concrete,False,False,Turnberry Place I,1,False,False,False,790,False,True,False,False,1999,False
False,False,False,False,False,Las Vegas,1610,False,2002,US,163,completed,False,False,38,False,145.24000549316,False,False,4167,False,True,False,36.136821746826,False,-115.15672302246,concrete,False,False,Turnberry Place II,1,False,False,False,790,False,True,False,False,0,False
False,False,False,False,False,Las Vegas,1610,False,2004,US,163,completed,False,False,38,False,145.24000549316,False,False,4168,False,True,True,36.138320922852,False,-115.15672302246,concrete,False,False,Turnberry Place III,1,False,False,False,790,False,True,False,False,2002,False
False,False,False,False,False,Las Vegas,1610,False,2006,US,163,completed,False,False,38,False,145.24000549316,False,False,4169,False,True,True,36.138278961182,False,-115.1554107666,concrete,False,False,Turnberry Place IV,1,False,False,False,790,False,True,False,False,2004,False
False,False,False,False,False,Miami,1632,False,2007,US,163,completed,False,False,44,False,145.19000244141,False,False,4173,False,True,True,25.768239974976,False,-80.196937561035,concrete,False,False,Latitude on the River,1,False,False,False,794,False,True,False,False,2004,False
False,False,False,False,False,San Francisco,1683,False,1972,US,163,completed,False,False,34,False,145.10000610352,False,False,12689,False,True,False,37.792640686035,False,-122.39906311035,steel,False,False,100 Pine Center,1,False,True,False,795,False,False,False,False,0,False
False,False,False,False,False,Chicago,1539,False,1927,US,163,completed,False,False,41,False,145.08999633789,False,True,9864,False,True,True,41.879108428955,False,-87.631217956543,steel,False,False,Bankers Building,2,False,True,False,796,False,False,False,False,1926,False
False,False,False,False,False,Sunny Isles Beach,1686,False,1998,US,163,completed,False,False,40,False,145.08999633789,False,False,10335,False,True,False,25.939119338989,False,-80.120712280273,concrete,False,False,The Pinnacle,1,False,False,False,797,False,True,False,False,0,False
False,False,False,False,False,New York City,1641,False,1930,US,163,completed,False,False,36,False,145.08999633789,False,False,9015,False,True,True,40.749858856201,False,-73.973449707031,steel,False,False,Daily News Building,1,False,True,False,798,False,False,False,False,1928,False
False,False,False,False,False,New York City,1641,False,1995,US,163,completed,False,False,34,False,145.08999633789,False,False,4191,False,True,True,40.757690429688,False,-73.974250793457,steel,False,False,Mutual of America Building,1,False,True,False,799,False,False,False,False,1994,False
False,False,False,False,False,San Francisco,1683,False,1979,US,163,completed,False,False,34,False,145,False,False,12690,False,True,False,37.791271209717,False,-122.39730834961,steel,False,False,45 Fremont Center,1,False,True,False,800,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,2015,US,163,completed,False,False,42,False,144.97999572754,False,False,13992,False,True,True,40.743350982666,False,-73.98462677002,concrete,False,False,400 Park Avenue South,1,False,False,False,801,False,True,False,False,2012,False
False,False,False,False,False,New York City,1641,False,2015,US,163,completed,False,False,46,False,144.7799987793,False,False,19567,False,True,True,40.76197052002,False,-73.980911254883,concrete,False,False,135 West 52nd Street,1,False,False,False,802,False,True,False,False,2013,False
False,False,False,False,False,San Diego,1677,False,2008,US,163,completed,False,False,43,False,144.7799987793,False,False,9922,False,True,True,32.715049743652,False,-117.1696472168,steel/concrete,False,False,Electra,1,False,False,False,803,False,True,False,False,2004,False
False,False,False,False,False,Philadelphia,1657,False,2008,US,163,completed,False,False,42,False,144.7799987793,False,False,9900,False,True,True,39.954071044922,False,-75.175437927246,concrete,False,False,The Murano,1,False,False,False,804,False,True,False,False,2006,False
True,False,False,False,False,Detroit,1559,False,1926,US,163,completed,False,False,38,False,144.7799987793,False,False,10575,False,True,True,42.333488464355,False,-83.051597595215,steel,False,False,Book Tower,1,False,False,False,805,False,False,False,False,1916,False
False,False,False,False,False,Las Vegas,1610,False,2006,US,163,completed,False,False,38,False,144.7799987793,False,False,4187,False,True,True,36.10604095459,False,-115.16677856445,concrete,False,False,The Signature at MGM Grand Tower I,1,False,False,False,805,False,True,False,False,2004,False
False,False,False,False,False,Las Vegas,1610,False,2006,US,163,completed,False,False,38,False,144.7799987793,False,False,4188,False,True,True,36.106788635254,False,-115.16663360596,concrete,False,False,The Signature at MGM Grand Tower II,1,False,False,False,805,False,True,False,False,2005,False
False,False,False,False,False,Las Vegas,1610,False,2007,US,163,completed,False,False,38,False,144.7799987793,False,False,4189,False,True,True,36.107509613037,False,-115.16661834717,concrete,False,False,The Signature at MGM Grand Tower III,1,False,False,False,805,False,True,False,False,2005,False
False,False,False,False,False,Chicago,1539,False,1924,US,163,completed,False,False,37,False,144.7799987793,False,False,9865,False,True,True,41.877948760986,False,-87.624633789062,steel,False,False,Metropolitan Tower,1,False,True,False,809,False,False,False,False,1923,False
False,False,False,False,False,Chicago,1539,False,1964,US,163,completed,False,False,35,False,144.7799987793,False,False,9866,False,True,True,41.882961273193,False,-87.629997253418,concrete,False,False,Cook County Administration Building,1,False,True,False,810,False,False,False,False,1962,False
False,False,False,False,False,Pittsburgh,1661,False,1929,US,163,completed,False,False,34,False,144.7799987793,False,False,9832,False,True,True,40.44213104248,False,-79.99543762207,steel,False,False,Koppers Building,1,False,True,False,811,False,False,False,False,1927,False
False,False,False,False,False,Minneapolis,1627,False,1987,US,163,completed,False,False,36,False,144.63999938965,False,True,9462,False,True,True,44.977069854736,False,-93.273620605469,steel,False,False,Plaza VII,2,False,True,False,812,False,False,False,False,1984,False
False,False,False,False,False,Chicago,1539,False,1991,US,163,completed,False,False,49,False,144.47999572754,False,True,9292,False,True,False,41.890319824219,False,-87.627113342285,concrete,False,False,Plaza 440,2,False,False,False,813,False,True,False,False,0,False
False,False,False,False,False,Chicago,1539,False,1926,US,163,completed,False,False,29,False,144.47999572754,False,False,9861,False,True,True,41.894649505615,False,-87.617431640625,concrete/steel,False,False,American Furniture Mart,2,False,True,False,814,False,True,False,False,1922,False
False,False,False,False,False,Philadelphia,1657,False,1932,US,163,completed,False,False,28,False,144.36999511719,False,False,9901,False,True,True,39.951179504395,False,-75.163360595703,steel,False,False,One South Broad,1,False,True,False,815,False,False,False,False,1930,False
False,False,False,False,False,New York City,1641,False,2001,US,163,completed,False,False,48,False,144.16999816895,False,False,9873,False,True,True,40.758560180664,False,-73.966911315918,concrete,False,False,Marymount University Dormitory,1,False,False,False,816,False,True,False,False,2000,False
False,False,False,False,False,New York City,1641,False,2005,US,163,completed,False,False,32,True,144.16999816895,False,False,9840,False,True,True,40.694629669189,False,-73.987663269043,steel,False,False,12 Metrotech Center,2,False,True,False,817,False,False,False,False,2001,False
False,False,False,False,False,San Francisco,1683,False,1979,US,163,completed,False,False,33,False,144,False,False,12691,False,True,False,0,False,0,steel,False,False,333 Market Building,1,False,True,False,818,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,2010,US,163,completed,False,False,43,False,143.86999511719,False,False,9881,False,True,True,40.757068634033,False,-73.997886657715,concrete,False,False,505 West 37th Street East Tower,1,False,False,False,819,False,True,False,False,2007,False
False,False,False,False,False,New York City,1641,False,2004,US,163,completed,False,False,38,False,143.86999511719,False,False,9884,False,True,True,40.760601043701,False,-73.972801208496,concrete,False,False,Park Avenue Place,1,False,False,False,820,False,True,False,False,2003,False
False,False,False,False,False,New York City,1641,False,1961,US,163,completed,False,False,38,False,143.86999511719,False,False,9885,False,True,False,40.754638671875,False,-73.971046447754,steel,False,False,United States Plywood Building,1,False,True,False,820,False,False,False,False,0,False
False,False,False,False,False,St. Paul,1694,False,1987,US,163,completed,False,False,37,False,143.61000061035,False,False,10655,False,True,True,44.948150634766,False,-93.095520019531,concrete,False,False,Wells Fargo Place,1,False,True,False,822,False,False,False,False,1985,False
False,False,False,False,False,New York City,1641,False,2007,US,163,completed,False,False,43,False,143.55999755859,False,False,9886,False,True,True,40.763488769531,False,-73.985946655273,concrete,False,False,The Link,1,False,False,False,823,False,True,False,False,2005,False
False,False,False,False,False,New York City,1641,False,2006,US,163,completed,False,False,42,False,143.55999755859,False,False,9887,False,True,True,40.747310638428,False,-73.984901428223,concrete,False,False,325 5th Avenue,1,False,False,False,824,False,True,False,False,2004,False
False,False,False,False,False,Chicago,1539,False,1929,US,163,completed,False,False,42,False,143.55999755859,False,True,4216,False,True,True,41.891201019287,False,-87.623626708984,steel,False,False,Hotel InterContinental,1,False,False,False,824,False,False,False,False,1927,False
False,False,False,False,False,Miami Beach,1622,False,2002,US,163,completed,False,False,44,False,143.5,False,False,10305,False,True,True,25.766839981079,False,-80.132850646973,concrete,False,False,"Continuum on South Beach, South Tower",1,False,False,False,826,False,True,False,False,2000,False
False,False,False,False,False,Miami,1632,False,2015,US,163,completed,False,False,42,False,143.30000305176,False,False,15115,False,True,True,25.763229370117,False,-80.193458557129,concrete,False,False,1100 Millicento Residences,1,False,False,False,827,False,True,False,False,2012,False
False,False,False,False,False,New York City,1641,False,1990,US,163,completed,False,False,44,False,143.25999450684,False,True,4217,False,True,True,40.758800506592,False,-73.984367370605,composite,False,False,Embassy Suites Times Square,1,False,False,False,828,False,False,False,False,1988,False
False,False,False,False,False,New York City,1641,False,2010,US,163,completed,False,False,42,False,143.25999450684,False,False,9888,False,True,False,40.775619506836,False,-73.984657287598,concrete,False,False,Aire,1,False,False,False,829,False,True,False,False,0,False
False,False,False,False,False,New York City,1641,False,1930,US,163,completed,False,False,41,False,143.25999450684,False,True,9889,False,True,False,40.75271987915,False,-73.993522644043,steel,False,False,Wyndham New Yorker Hotel,1,False,False,False,830,False,False,False,False,0,False
False,False,False,False,False,Chicago,1539,False,1990,US,163,completed,False,False,40,False,143.25999450684,False,True,9853,False,True,False,41.894668579102,False,-87.624870300293,concrete,False,False,City Place,2,False,True,False,831,False,False,False,False,0,False
False,False,False,False,False,New York City,1641,False,1931,US,163,completed,False,False,37,False,143.25999450684,False,True,4219,False,True,False,40.766101837158,False,-73.977920532227,steel,False,False,Hampshire House,1,False,False,False,832,False,False,False,False,0,False
False,False,False,False,False,Atlantic City,1501,False,2008,US,163,completed,False,False,41,False,143.21000671387,False,True,10264,False,True,True,39.360569000244,False,-74.41869354248,concrete,False,False,Trump Taj Mahal - Chairman Tower,1,False,False,False,833,False,False,False,False,2006,False
False,False,False,False,False,New York City,1641,False,2016,US,163,under construction,False,False,35,False,143.13000488281,False,False,15577,False,True,True,40.744300842285,False,-73.972229003906,concrete,False,False,626 1st Avenue East Tower,1,False,False,False,834,False,True,False,False,2014,False
False,False,False,False,False,Chicago,1539,False,2012,US,163,completed,True,False,32,False,143,False,False,9171,False,True,True,41.876529693604,False,-87.625839233398,steel/concrete,False,False,"Roosevelt University Academic, Student Life Residence Center",3,False,True,False,835,False,True,False,False,2010,False
False,False,False,False,False,Atlanta,1509,False,2009,US,163,completed,False,False,40,False,142.94999694824,False,False,4225,False,True,True,33.854499816895,False,-84.358619689941,concrete,False,False,3630 Peachtree Road,1,False,False,False,836,False,True,False,False,2007,False
False,False,False,False,False,Minneapolis,1627,False,2007,US,163,completed,False,False,41,False,142.85000610352,False,False,9463,False,True,True,44.981830596924,False,-93.262977600098,concrete,False,False,The Carlyle,1,False,False,False,837,False,True,False,False,2005,False
False,False,False,False,False,Chicago,1539,False,1980,US,163,completed,False,False,47,False,142.64999389648,False,False,9862,False,True,True,41.887649536133,False,-87.621070861816,concrete,False,False,Columbus Plaza,1,False,False,False,838,False,True,False,False,1978,False
False,False,False,False,False,Cincinnati,1550,False,1990,US,163,completed,False,False,36,False,142.64999389648,False,False,10533,False,True,False,39.099220275879,False,-84.510292053223,steel,False,False,Scripps Center,1,False,True,False,839,False,False,False,False,0,False
False,False,False,False,False,Minneapolis,1627,False,2000,US,163,completed,False,False,32,False,142.5,False,False,9464,False,True,True,44.975738525391,False,-93.273872375488,steel,False,False,U.S. Bancorp Center,1,False,True,False,840,False,False,False,False,1998,False
False,False,False,False,False,Minneapolis,1627,False,1991,US,163,completed,False,False,34,False,142.33999633789,False,False,9465,False,True,True,44.973968505859,False,-93.272529602051,steel,False,False,AT&T Tower,1,False,True,False,841,False,False,False,False,1989,False
False,False,False,False,False,New York City,1641,False,2016,US,163,architecturally topped out,False,False,32,False,142.33999633789,False,False,11584,False,True,True,40.771671295166,False,-73.993522644043,composite,False,False,VIA 57 WEST,1,False,False,False,842,False,True,False,False,2013,False
False,False,False,False,False,Miami,1632,False,2016,US,163,under construction,False,False,36,False,142.30000305176,False,False,16854,False,True,True,25.78856086731,False,-80.19010925293,concrete,False,False,Melody at Arsht Center,2,False,False,False,843,False,True,True,False,2014,False
False,False,False,False,False,Chicago,1539,False,2013,US,163,completed,False,False,47,False,142.2200012207,False,False,12514,False,True,True,41.887359619141,False,-87.618659973145,concrete,False,False,Coast at Lakeshore East,1,False,False,False,844,False,True,False,False,2011,False
False,False,False,False,False,Chicago,1539,False,2001,US,163,completed,False,False,49,False,142.03999328613,False,False,9867,False,True,True,41.888801574707,False,-87.632141113281,concrete,False,False,The Sterling,2,False,False,False,845,False,True,True,False,2000,False
False,False,False,False,False,San Francisco,1683,False,1964,US,163,completed,False,False,33,False,142,False,False,12775,False,True,False,37.792888641357,False,-122.40544128418,steel,False,False,650 California Street,1,False,True,False,846,False,False,False,False,0,False
False,False,False,False,False,Seattle,1680,False,1976,US,163,completed,False,False,33,False,142,False,False,9680,False,True,True,47.61328125,False,-122.33438110352,steel,False,False,Qwest Plaza,1,False,True,False,846,False,False,False,False,1973,False
False,False,False,False,False,Las Vegas,1610,False,0,US,163,never completed,False,False,0,False,142,False,True,4269,False,False,True,0,False,0,concrete,False,False,Echelon Place Shangri-La Tower,1,False,False,False,848,False,False,False,False,2007,False
False,False,False,False,False,Las Vegas,1610,False,2007,US,163,completed,False,False,41,False,141.96000671387,False,False,9365,False,True,True,36.144069671631,False,-115.15901184082,concrete,False,False,Allure Las Vegas Tower I,1,False,False,False,849,False,True,False,False,2005,False
False,False,False,False,False,Newark,1570,False,1931,US,163,completed,False,False,34,False,141.72999572754,False,False,9215,False,True,True,40.736671447754,False,-74.170967102051,steel,False,False,National Newark Building,1,False,True,False,850,False,False,False,False,1930,False
False,False,False,False,False,New York City,1641,False,2004,US,163,completed,False,False,42,False,141.55999755859,False,False,9896,False,True,True,40.764331817627,False,-73.984153747559,concrete,False,False,The Marc,1,False,False,False,851,False,True,False,False,2002,False
False,False,False,False,False,Columbus,1545,False,1991,US,163,completed,False,False,27,True,141.39999389648,False,False,12627,False,True,True,39.953800201416,False,-83.000183105469,steel,False,False,Franklin County Courthouse,1,False,False,False,852,False,False,False,False,1989,False
False,False,False,False,False,Chicago,1539,False,1925,US,163,completed,False,False,34,False,141.11999511719,False,False,9017,False,True,True,41.89038848877,False,-87.623641967773,steel,False,False,Tribune Tower,1,False,True,False,853,False,False,False,False,1922,False
False,False,False,False,False,Chicago,1539,False,1989,US,163,completed,False,False,47,False,141.07000732422,False,False,9869,False,True,True,41.886051177979,False,-87.629852294922,concrete,False,False,200 North Dearborn Apartments,1,False,False,False,854,False,True,False,False,1987,False
